ID,SampleID,StartTimeUTC,EndTimeUTC,StartTimeLocal,EndTimeLocal,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,Volume,Chamber,SetupID,a1,b1,c1,d1,e1,f1,a2,b2,c2,d2,e2,f2
11702,11799,2023-07-31 19:00:00,2023-07-31 20:00:00,2023-07-31 22:00:00,2023-07-31 23:00:00,300.89,5187.37,5234,2296,100,1,2938,2296,393.28,991.04,1,24,382.545124964527,-0.01616354310301,0.000363411159578624,-0.00000392938800044284,0.0000000149114531631136,-0.0000000000179679721604242,389.842908712307,0.0247636664632007,0.000215735454478971,-0.00000321134732184507,0.0000000120770528557101,-0.0000000000141229684928406
11703,11800,2023-07-31 20:00:00,2023-07-31 21:00:00,2023-07-31 23:00:00,2023-08-01 00:00:00,337.33,5775.04,5822,2428,100,1,3394,2428,393.48,991.89,2,24,385.981585297056,-0.00425006979272939,0.00013042438679458,-0.00000200533871287932,0.00000000855778314254289,-0.0000000000106511377429042,392.227563098887,0.0000710955273384613,0.000473409461497352,-0.00000521802484872014,0.000000019170594043179,-0.0000000000228660291607287
11704,11801,2023-07-31 21:00:00,2023-07-31 22:00:00,2023-08-01 00:00:00,2023-08-01 01:00:00,424.34,7315.68,7390,3909,100,1,3481,3909,399.24,989.93,1,24,396.628309661311,-0.0405242413614659,0.000446688792990385,-0.00000428685072183356,0.0000000160639679149736,-0.0000000000194005590191448,398.124281302041,0.0145566564256991,0.0000944609899792717,-0.00000190823546067234,0.00000000752126414426892,-0.00000000000869918807233445
11705,11802,2023-07-31 22:00:00,2023-07-31 23:00:00,2023-08-01 01:00:00,2023-08-01 02:00:00,436.54,7473.58,7542,4166,100,1,3376,4166,389.05,990.94,2,24,391.891571519106,-0.030301500511591,0.000253224678132236,-0.00000248057662172979,0.00000000909536446788598,-0.000000000010517138019734,389.721583181929,-0.00764335332911779,0.000338527964955916,-0.00000404689169514252,0.0000000159636040545322,-0.0000000000201010007366735
11706,11803,2023-07-31 23:00:00,2023-08-01 00:00:00,2023-08-01 02:00:00,2023-08-01 03:00:00,385.16,6640.12,6700,3368,100,1,3332,3368,407.39,991.03,1,24,394.39750530527,-0.0287807587434844,0.000493401120586393,-0.00000466223647680261,0.0000000173848460063962,-0.0000000000210830289325178,402.814602159646,0.0257575832554886,-0.0000663310594728671,-0.000000117288729054124,0.00000000135012287776428,-0.00000000000180691204129731
11707,11804,2023-08-01 00:00:00,2023-08-01 01:00:00,2023-08-01 03:00:00,2023-08-01 04:00:00,368.05,6300.98,6360,3496,95,1,2864,3496,406.69,990.73,2,24,404.49912707601,-0.0138420986997768,0.000222947676120313,-0.00000202213321630088,0.00000000653386603348661,-0.00000000000646576438889942,407.098203147575,-0.00291925742192152,0.000407854063892255,-0.0000053302955054297,0.0000000214945779577552,-0.0000000000272762900648551
11708,11805,2023-08-01 01:00:00,2023-08-01 02:00:00,2023-08-01 04:00:00,2023-08-01 05:00:00,364.38,6281.86,6345,3553,100,1,2792,3553,411.02,990.1,1,24,412.182481208689,-0.0452668732163728,0.00047278234343038,-0.00000408533550882494,0.000000014733091061679,-0.0000000000173289263085044,412.240683377772,-0.00407502003637506,0.000232831891287803,-0.00000292774733061498,0.0000000111676292811422,-0.000000000013410872244578
11709,11806,2023-08-01 02:00:00,2023-08-01 03:00:00,2023-08-01 05:00:00,2023-08-01 06:00:00,349.25,5979.16,6029,3207,100,1,2822,3207,405.84,991.81,2,24,406.093926009087,-0.0292371437729684,0.000329398963088779,-0.00000348664831548086,0.0000000126742489364715,-0.000000000014523345464493,404.417588412364,0.00344750329579392,0.000417621258230362,-0.00000488431452937336,0.000000018616522851992,-0.0000000000230436857614269
11710,11807,2023-08-01 03:00:00,2023-08-01 04:00:00,2023-08-01 06:00:00,2023-08-01 07:00:00,431.76,7443.48,7513,4341,100,1,3172,4341,395.68,990.77,1,24,407.705873807958,-0.0621971238246977,0.000468367498677692,-0.00000484811786993108,0.0000000189062331304993,-0.0000000000234864182767761,398.075279523813,-0.0155057728268106,0.000349276144401631,-0.00000389663409241141,0.0000000147795326711806,-0.0000000000180520725280271
11711,11808,2023-08-01 04:00:00,2023-08-01 05:00:00,2023-08-01 07:00:00,2023-08-01 08:00:00,420.25,7194.6,7262,3778,100,1,3484,3778,376.94,990.7,2,24,383.98285372454,-0.0382093966664548,0.000399960022326414,-0.00000354089222299197,0.0000000118628893461922,-0.0000000000127689794834805,379.694900412096,-0.030701540068142,0.000660312532563258,-0.00000630256291769305,0.0000000225814942805397,-0.0000000000271588190174684
