ID,SampleID,StartTimeUTC,EndTimeUTC,StartTimeLocal,EndTimeLocal,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,Volume,Chamber,SetupID,a1,b1,c1,d1,e1,f1,a2,b2,c2,d2,e2,f2
12442,12544,2023-08-31 19:00:00,2023-08-31 20:00:00,2023-08-31 22:00:00,2023-08-31 23:00:00,351.67,6020.62,6075,2329,100,1,3746,2329,366.54,990.99,2,24,364.193582445742,-0.0200882887009197,0.000206737757816494,-0.00000224846846130931,0.00000000877482970340015,-0.0000000000105950012685429,365.888346343262,-0.000821668315016101,0.000300045919157212,-0.00000328337816208227,0.0000000119273108017327,-0.0000000000139873602805886
12443,12545,2023-08-31 20:00:00,2023-08-31 21:00:00,2023-08-31 23:00:00,2023-09-01 00:00:00,310.04,5345.01,5397,1758,93,1,3639,1758,370.89,990.34,1,24,367.52164173401,-0.0390487497179147,0.000576769447067544,-0.00000555003248779683,0.0000000203221796328417,-0.0000000000242418759264734,369.590612158084,0.0130420110757821,0.00019164891489453,-0.0000031331376105065,0.0000000130108435694844,-0.0000000000166763319799182
12444,12546,2023-08-31 21:00:00,2023-08-31 22:00:00,2023-09-01 00:00:00,2023-09-01 01:00:00,308.83,5287.19,5334,1822,100,1,3512,1822,370.58,991.13,2,24,364.423821337927,-0.018342792326754,0.000328611188258464,-0.00000372212200646972,0.0000000150043229292242,-0.0000000000191341121310299,368.776194002858,0.00908059496648807,0.000203529334586142,-0.00000275603747110201,0.0000000108986909423919,-0.0000000000135361998209792
12445,12547,2023-08-31 22:00:00,2023-08-31 23:00:00,2023-09-01 01:00:00,2023-09-01 02:00:00,341.95,5895.24,5948,2291,100,1,3657,2291,376.63,991.19,1,24,370.218323008778,-0.0226266686761804,0.00037639427404207,-0.00000371732806431115,0.0000000130905209038378,-0.0000000000143562542703079,374.828361281938,0.00679076578918933,0.000232637203659108,-0.00000265253036918537,0.00000000949872088310574,-0.0000000000108143856985247
12446,12548,2023-08-31 23:00:00,2023-09-01 00:00:00,2023-09-01 02:00:00,2023-09-01 03:00:00,309.96,5306.59,5354,2054,100,1,3300,2054,378.87,991.09,2,24,368.58412555015,-0.0177258335723035,0.000466366957914801,-0.00000475683597109769,0.0000000183793339560709,-0.0000000000231900273109049,376.115591311182,0.0179248045406752,0.0000888057244027382,-0.00000185602236173445,0.00000000793726812836302,-0.0000000000100529438128738
12447,12549,2023-09-01 00:00:00,2023-09-01 01:00:00,2023-09-01 03:00:00,2023-09-01 04:00:00,330.78,5702.59,5753,2132,100,1,3621,2132,388.45,991.16,1,24,378.232526683816,-0.0114327751937401,0.000329274634413167,-0.00000370867201173677,0.0000000143706922445552,-0.0000000000174485828130758,386.10341168621,0.0111503570549412,0.000237621143662088,-0.00000294225750287245,0.0000000109721276868113,-0.0000000000129763679001316
12448,12550,2023-09-01 01:00:00,2023-09-01 02:00:00,2023-09-01 04:00:00,2023-09-01 05:00:00,318.2,5447.57,5497,2291,100,1,3206,2291,389.83,991.08,2,24,379.571906197344,-0.0118428944222538,0.000415804089795858,-0.00000424250865395167,0.0000000158979079673865,-0.0000000000193535151536019,387.439661854319,0.0203620225624172,0.0000505844843208957,-0.0000019422075688212,0.00000000925665184227997,-0.0000000000125243452701577
12449,12551,2023-09-01 02:00:00,2023-09-01 03:00:00,2023-09-01 05:00:00,2023-09-01 06:00:00,331.97,5723.19,5778,2427,100,1,3351,2427,397.65,990.52,1,24,389.433666117876,-0.0193122748109213,0.000436190737400274,-0.00000439165516630832,0.0000000158703262331972,-0.0000000000183382577194233,395.583364959488,0.0217349265340746,0.0000149291019244908,-0.00000142027576006118,0.00000000657743426334672,-0.00000000000844249045526021
12450,12552,2023-09-01 03:00:00,2023-09-01 04:00:00,2023-09-01 06:00:00,2023-09-01 07:00:00,347.49,5949.06,6000,2659,100,1,3341,2659,391.17,991.46,2,24,388.766488484713,-0.0214972277925677,0.000345990706423343,-0.00000358242619476782,0.0000000136243407928114,-0.0000000000166357635585354,390.953177150199,0.0103160420823336,0.0000454964064133256,-0.00000152455785658577,0.0000000068039944602957,-0.00000000000861664480114494
12451,12553,2023-09-01 04:00:00,2023-09-01 05:00:00,2023-09-01 07:00:00,2023-09-01 08:00:00,819.8,14133.31,14280,4560,93,1,9720,4560,394.28,989.74,1,24,392.493746015082,-0.0451265851309352,0.000555246679034311,-0.00000528410103832088,0.0000000194107449692657,-0.0000000000231663503117352,393.241628953535,0.0140241578115038,0.0000643098081079323,-0.00000164258305741585,0.00000000692009765738543,-0.00000000000850443853800924
