ID,SampleID,StartTimeUTC,EndTimeUTC,StartTimeLocal,EndTimeLocal,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,Volume,Chamber,SetupID,a1,b1,c1,d1,e1,f1,a2,b2,c2,d2,e2,f2
13893,14011,2023-10-31 19:00:00,2023-10-31 20:00:00,2023-10-31 22:00:00,2023-10-31 23:00:00,331.98,5683.47,5736,2065,100,1,3671,2065,395.19,990.83,2,24,390.131506944997,-0.0201392087542272,0.00044112963657913,-0.00000459537977143677,0.0000000176864520303196,-0.0000000000221576707691524,394.143071692292,0.0129961054183805,0.0000912151083808696,-0.00000184493507510216,0.00000000759366934557425,-0.00000000000936442468910632
13894,14012,2023-10-31 20:00:00,2023-10-31 21:00:00,2023-10-31 23:00:00,2023-11-01 00:00:00,333.05,5741.84,5803,1804,100,1,3999,1804,396.4,989.41,1,24,394.272991867046,-0.0165713294868049,0.0000398176079833393,-0.00000139839568654169,0.00000000743240362119464,-0.0000000000104794705807362,395.015549775163,0.0140201158448447,0.0000508729596126141,-0.00000134613609440089,0.00000000583412183931121,-0.00000000000754355078152979
13895,14013,2023-10-31 21:00:00,2023-10-31 22:00:00,2023-11-01 00:00:00,2023-11-01 01:00:00,321.34,5501.33,5555,1553,100,1,4002,1553,390.6,990.38,2,24,384.883900099837,-0.0272079428991145,0.000541822128501516,-0.00000533179678779781,0.000000020497018820183,-0.0000000000262156961198739,389.229049344756,0.0128989369129057,0.000056960132410223,-0.00000145961257347813,0.00000000633849197929335,-0.00000000000798648329888045
13896,14014,2023-10-31 22:00:00,2023-10-31 23:00:00,2023-11-01 01:00:00,2023-11-01 02:00:00,313.73,5408.77,5466,1235,100,1,4231,1235,393.19,989.44,1,24,388.432894937129,-0.0174609287734087,0.000231057702121121,-0.00000296253453349987,0.0000000124958625236028,-0.0000000000162202740254408,391.472979218106,0.013421099368294,0.000120592012584566,-0.00000175450928064978,0.00000000626760565118212,-0.0000000000067854736490045
13897,14015,2023-10-31 23:00:00,2023-11-01 00:00:00,2023-11-01 02:00:00,2023-11-01 03:00:00,306.31,5243.96,5293,1087,100,1,4206,1087,387.56,990.69,2,24,381.511911610786,-0.0135305892005075,0.00027036271979035,-0.00000323677155231053,0.0000000137243644363425,-0.0000000000183519691974272,386.483080367038,0.00385977585512372,0.000250141909900575,-0.00000285182917905348,0.000000010255903003174,-0.0000000000117547736562907
13898,14016,2023-11-01 00:00:00,2023-11-01 01:00:00,2023-11-01 03:00:00,2023-11-01 04:00:00,304.87,5255.97,5311,1033,100,1,4278,1033,389.94,989.68,1,24,386.123569242474,-0.022043582172525,0.0003013719247929,-0.00000377734020578916,0.0000000159652542155978,-0.0000000000210224240296812,388.14730109277,0.0205615757605196,0.00000474419649385998,-0.000000937715254921986,0.00000000358129434310498,-0.0000000000034383488938762
13899,14017,2023-11-01 01:00:00,2023-11-01 02:00:00,2023-11-01 04:00:00,2023-11-01 05:00:00,296.08,5068.83,5118,1026,100,1,4092,1026,384.86,990.43,2,24,378.491243917407,-0.0139526296381169,0.00029200896178845,-0.000003204208971287,0.0000000129019069417863,-0.0000000000165873980805294,383.162289542784,0.0113641828207817,0.000226013259897843,-0.00000334198319402159,0.0000000138674634596987,-0.000000000018071472873427
13900,14018,2023-11-01 02:00:00,2023-11-01 03:00:00,2023-11-01 05:00:00,2023-11-01 06:00:00,296.92,5118.96,5173,992,100,1,4181,992,387.46,989.58,1,24,382.176856017018,-0.0201823641947665,0.000409713955459431,-0.00000483810617140287,0.0000000197429037411765,-0.0000000000256165673765342,385.92814289982,0.0188560428833185,0.000016442762413506,-0.00000130350487841297,0.00000000585982966857345,-0.00000000000727303803220573
13901,14019,2023-11-01 03:00:00,2023-11-01 04:00:00,2023-11-01 06:00:00,2023-11-01 07:00:00,265.09,4538.33,4580,1104,95,1,3476,1104,382.44,990.86,2,24,375.95562354263,-0.00350927195360152,0.00013241259070205,-0.00000221571701155554,0.00000000999372101095884,-0.0000000000132125378677024,380.992552230965,0.0081738908633758,0.000149013249993424,-0.00000197284427668585,0.00000000738114815386066,-0.00000000000853779227652539
13902,14020,2023-11-01 04:00:00,2023-11-01 05:00:00,2023-11-01 07:00:00,2023-11-01 08:00:00,264.71,4563.62,4608,1169,100,1,3439,1169,382.51,990.39,1,24,380.356563261523,-0.0239003516346092,0.000482438351347701,-0.00000541025636795269,0.0000000214435379310765,-0.0000000000273379085776129,382.452300285321,0.0103554089908284,0.0000081790064014546,-0.00000103383243707288,0.00000000475660780080664,-0.00000000000590376991191697
13903,14021,2023-11-01 05:00:00,2023-11-01 06:00:00,2023-11-01 08:00:00,2023-11-01 09:00:00,290.51,4973.47,5018,1399,100,1,3619,1399,382.1,991.12,2,24,370.54334754785,-0.00759552865758806,0.0005249279714916,-0.00000563503078566042,0.0000000221940858165393,-0.0000000000286228104037732,380.103732844527,0.0125426297078073,0.000214381308241174,-0.00000303993247301928,0.0000000119765791695152,-0.0000000000147012584377321
13904,14022,2023-11-01 06:00:00,2023-11-01 07:00:00,2023-11-01 09:00:00,2023-11-01 10:00:00,272.89,4704.68,4751,1541,100,1,3210,1541,386.2,990.28,1,24,378.726175304604,-0.0158265098792006,0.000352776343260328,-0.00000400096607387608,0.0000000158969204474945,-0.0000000000200342674944992,384.503550748344,0.0158243676245267,0.0000726618729863898,-0.00000155231904610081,0.00000000614801864366057,-0.0000000000071152131023478
13905,14023,2023-11-01 07:00:00,2023-11-01 08:00:00,2023-11-01 10:00:00,2023-11-01 11:00:00,260.19,4454.47,4497,1363,100,1,3134,1363,381.44,990.56,2,24,377.785611007562,-0.0282732910674148,0.000507018153930539,-0.00000499261993352169,0.0000000190808746651118,-0.0000000000240575340378738,380.679918160823,0.00389683892941087,0.000185390959168828,-0.00000249265304691624,0.00000000990177269672053,-0.0000000000122457918680062
13906,14024,2023-11-01 08:00:00,2023-11-01 09:00:00,2023-11-01 11:00:00,2023-11-01 12:00:00,258.71,4460.23,4507,1322,100,1,3185,1322,384.1,989.57,1,24,380.70801953112,-0.0221301191267866,0.000379133150957068,-0.00000486000505150528,0.0000000207942403069455,-0.0000000000278943207094501,383.116166411738,-0.00178997201639486,0.000406669654056971,-0.00000414955677919023,0.0000000145749186870252,-0.0000000000168746634193251
13907,14025,2023-11-01 09:00:00,2023-11-01 10:00:00,2023-11-01 12:00:00,2023-11-01 13:00:00,246.01,4211.76,4254,1319,100,1,2935,1319,378.1,990.09,2,24,375.552292820223,-0.0267458558438391,0.000503021529621654,-0.00000532200474096118,0.000000020982070839069,-0.0000000000269992236374286,377.252468244982,0.0267252454211485,-0.00024616422555195,0.00000072666416780624,-0.000000000417657671706788,-0.000000000000503678398754155
13908,14026,2023-11-01 10:00:00,2023-11-01 11:00:00,2023-11-01 13:00:00,2023-11-01 14:00:00,227.67,3924.96,3969,1089,100,1,2880,1089,380.91,988.8,1,24,378.717516445334,-0.026775065198072,0.000285238509340848,-0.00000330238005723975,0.0000000135155737885393,-0.000000000017303308330662,379.900403157966,0.0134016484184174,0.000111718025345115,-0.00000218475503842613,0.00000000923972934056135,-0.0000000000118855115833238
13909,14027,2023-11-01 11:00:00,2023-11-01 12:00:00,2023-11-01 14:00:00,2023-11-01 15:00:00,228.51,3912.04,3949,1010,100,1,2939,1010,374.27,990.53,2,24,371.454819720596,-0.0255935778517194,0.000508378289179576,-0.00000544170011332367,0.0000000215608550519472,-0.0000000000278956142911535,373.588784435613,-0.00804074852930623,0.00049998273448399,-0.00000508015851435504,0.0000000185335336619196,-0.0000000000225079446208452
13910,14028,2023-11-01 12:00:00,2023-11-01 13:00:00,2023-11-01 15:00:00,2023-11-01 16:00:00,241.89,4170.1,4211,1451,100,1,2760,1451,379.7,990.31,1,24,372.075130415267,-0.0270985314820638,0.000666556188242581,-0.00000682168010378901,0.0000000261268928849286,-0.0000000000330145198867031,377.687979037944,0.00767153074003114,0.000242881328239053,-0.00000270222543625006,0.00000000964737863678047,-0.0000000000111653127890736
