ID,SampleID,StartTimeUTC,EndTimeUTC,StartTimeLocal,EndTimeLocal,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,Volume,Chamber,SetupID,a1,b1,c1,d1,e1,f1,a2,b2,c2,d2,e2,f2
14611,14732,2023-11-30 19:00:00,2023-11-30 20:00:00,2023-11-30 22:00:00,2023-11-30 23:00:00,220.83,3807.15,3846,812,100,1,3034,812,381.71,989.86,1,24,380.411009561375,-0.0234545169060829,0.000297488795701203,-0.00000339548130283838,0.0000000135098342406497,-0.0000000000171696437899351,379.581883743608,0.0217633752960974,-0.000107559613258485,-0.0000000759559554263828,0.00000000171340626730934,-0.00000000000262528802473664
14612,14733,2023-11-30 20:00:00,2023-11-30 21:00:00,2023-11-30 23:00:00,2023-12-01 00:00:00,251.94,4313.2,4355,741,100,1,3614,741,378.51,990.32,2,24,372.069597305823,-0.0272596533095777,0.000418004464578218,-0.00000353252803580562,0.0000000121777973183183,-0.0000000000140698057817691,375.791451847792,0.021527091455656,-0.0000822607106906308,0.0000000351206604005023,0.00000000040313004530638,-0.000000000000139403666973889
14613,14734,2023-11-30 21:00:00,2023-11-30 22:00:00,2023-12-01 00:00:00,2023-12-01 01:00:00,175.31,3022.41,3052,577,100,1,2475,577,380.29,990.19,1,24,379.508035231184,-0.0186037794655931,0.000259790962365747,-0.00000329473389027782,0.0000000134862789222643,-0.0000000000174033977269437,378.495934327592,0.00928334068761717,0.000131871653201283,-0.00000168282697603797,0.00000000604100658294886,-0.00000000000667401557980454
14614,14735,2023-11-30 22:00:00,2023-11-30 23:00:00,2023-12-01 01:00:00,2023-12-01 02:00:00,155.5,2662.18,2685,449,100,1,2236,449,376.18,991.55,2,24,370.29609898339,-0.0176124819882647,0.000221807973164965,-0.00000226459759931303,0.0000000089269489257815,-0.0000000000113017574117023,373.432752752156,0.0181900156643111,0.0000260194864349508,-0.00000110908873544536,0.0000000051545044751291,-0.00000000000683596311548964
14615,14736,2023-11-30 23:00:00,2023-12-01 00:00:00,2023-12-01 02:00:00,2023-12-01 03:00:00,159.01,2741.28,2768,453,100,1,2315,453,378.62,990.22,1,24,377.601889418294,-0.015369602287299,0.000140638691084776,-0.00000198400178808982,0.0000000081024762153909,-0.0000000000100338760273254,376.611315461169,0.00733713190393383,0.000138365127680189,-0.00000120348594155741,0.00000000291093095676274,-0.00000000000149532634469279
14616,14737,2023-12-01 00:00:00,2023-12-01 01:00:00,2023-12-01 03:00:00,2023-12-01 04:00:00,168.18,2879.17,2905,436,100,1,2469,436,375.34,991.27,2,24,369.972366350945,-0.0192579340059257,0.000164996471929762,-0.00000131690536353093,0.00000000452831496921664,-0.00000000000505010405693022,372.596401561102,0.0207692867512384,-0.0000632124899768236,-0.000000170191030898747,0.00000000131620302552427,-0.0000000000014778209140315
14617,14738,2023-12-01 01:00:00,2023-12-01 02:00:00,2023-12-01 04:00:00,2023-12-01 05:00:00,169.04,2914.29,2943,566,100,1,2377,566,378.6,990.08,1,24,377.65141572393,-0.0119672127423704,0.0000378065343543303,-0.00000134860900120237,0.00000000688406728221627,-0.00000000000975168479446405,376.558242896084,0.0150380047689024,0.00000511253104943447,-0.000000653555245083746,0.0000000027421954623299,-0.00000000000303058712881552
14618,14739,2023-12-01 02:00:00,2023-12-01 03:00:00,2023-12-01 05:00:00,2023-12-01 06:00:00,194.14,3323.73,3352,770,100,1,2582,770,376.45,991.48,2,24,370.725293387709,-0.0175403895645863,0.000222218122635546,-0.00000260813646463437,0.000000011280391478602,-0.0000000000154096779556013,373.728319339559,0.0148051249329381,0.0000196171266418733,-0.000000548240240955291,0.00000000193452050674142,-0.00000000000168023070994327
14619,14740,2023-12-01 03:00:00,2023-12-01 04:00:00,2023-12-01 06:00:00,2023-12-01 07:00:00,214.36,3695.52,3732,821,100,1,2911,821,380.41,990.13,1,24,379.452617288115,-0.0107641027498035,0.0000678142378607953,-0.00000205337323229965,0.0000000106240825514867,-0.0000000000155586434463877,378.226147994259,0.0141106629043505,0.0000202336698679685,-0.000000739286760813236,0.00000000299092507143763,-0.00000000000327164576525552
14620,14741,2023-12-01 04:00:00,2023-12-01 05:00:00,2023-12-01 07:00:00,2023-12-01 08:00:00,235.13,4025.44,4062,1095,100,1,2967,1095,378.65,991.11,2,24,372.160072165342,-0.0105155792723321,-0.0000023507253701787,-0.000000281965145111765,0.00000000182438137710495,-0.00000000000237106673278586,375.474612505612,0.0110964801793354,0.000265911812451732,-0.00000304690020184457,0.00000001121744851112,-0.0000000000132941052536162
14621,14742,2023-12-01 05:00:00,2023-12-01 06:00:00,2023-12-01 08:00:00,2023-12-01 09:00:00,247.52,4267.21,4310,1187,100,1,3123,1187,383.1,990.07,1,24,381.794419897934,-0.0151173833696843,0.0000925628315999517,-0.00000156526096383778,0.00000000668368375948433,-0.00000000000829279966298646,380.82161853259,0.00318850281364635,0.000320839754818583,-0.00000324850122348375,0.0000000114781922204785,-0.0000000000134019312253425
