CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2,datetime
1.57,0.3,0.01,0.023,0.0294,0.015,0.006,0.0021,2023-10-11 12:00:00
1.43,0.2,0.005,0.018,0.0414,0.01,0.003,0.0016,2023-10-11 13:00:00
1.42,0.2,0.003,0.014,0.0463,0.006,0.002,0.0016,2023-10-11 14:00:00
1.41,0.23,0.002,0.011,0.0507,0.001,0.003,0.0015,2023-10-11 15:00:00
1.41,0.23,0.002,0.011,0.0507,0.0,0.003,0.0015,2023-10-11 15:00:00
1.41,0.27,0.002,0.014,0.0469,0.0,0.004,0.0012,2023-10-11 16:00:00
1.41,0.27,0.002,0.014,0.0469,0.007,0.004,0.0012,2023-10-11 16:00:00
1.42,0.3,0.002,0.019,0.0431,0.013,0.004,0.0011,2023-10-11 17:00:00
1.43,0.3,0.001,0.026,0.0352,0.017,0.005,0.0011,2023-10-11 18:00:00
1.41,0.3,0.001,0.025,0.0358,0.013,0.004,0.0011,2023-10-11 19:00:00
1.41,0.3,0.001,0.02,0.0416,0.012,0.004,0.0013,2023-10-11 20:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-11 21:00:00
1.44,0.3,0.0,0.016,0.0476,0.015,0.005,0.0012,2023-10-11 21:00:00
1.44,0.3,0.0,0.015,0.0491,0.017,0.007,0.0011,2023-10-11 22:00:00
1.45,0.3,0.0,0.015,0.0486,0.015,0.008,0.0013,2023-10-11 23:00:00
1.42,0.3,0.0,0.01,0.0537,0.018,0.009,0.0013,2023-10-12 00:00:00
1.45,0.3,0.0,0.01,0.0533,0.014,0.009,0.0011,2023-10-12 01:00:00
1.46,0.3,0.0,0.008,0.0551,0.011,0.008,0.0012,2023-10-12 02:00:00
1.45,0.07,0.0,0.008,0.0539,0.008,0.005,0.0009,2023-10-12 03:00:00
1.43,0.0,0.0,0.007,0.0547,0.01,0.006,0.0012,2023-10-12 04:00:00
1.44,0.07,0.001,0.007,0.0549,0.014,0.007,0.0013,2023-10-12 05:00:00
1.46,0.1,0.0,0.008,0.052,0.015,0.007,0.0014,2023-10-12 06:00:00
1.44,0.1,0.0,0.01,0.0508,0.017,0.008,0.0012,2023-10-12 07:00:00
1.45,0.1,0.0,0.015,0.0441,0.018,0.01,0.0012,2023-10-12 08:00:00
1.42,0.1,0.001,0.019,0.0394,0.021,0.012,0.0012,2023-10-12 09:00:00
1.43,0.1,0.001,0.023,0.0347,0.02,0.011,0.001,2023-10-12 10:00:00
1.43,0.1,0.002,0.02,0.0385,0.023,0.012,0.0012,2023-10-12 11:00:00
1.47,0.1,0.002,0.021,0.0385,0.027,0.013,0.0011,2023-10-12 12:00:00
1.49,0.1,0.002,0.022,0.0383,0.03,0.016,0.0013,2023-10-12 13:00:00
1.43,0.1,0.003,0.027,0.0373,0.036,0.019,0.0013,2023-10-12 14:00:00
1.44,0.2,0.004,0.033,0.0321,0.033,0.02,0.0014,2023-10-12 15:00:00
1.43,0.13,0.002,0.026,0.0386,0.026,0.016,0.0015,2023-10-12 16:00:00
1.43,0.1,0.001,0.022,0.0423,0.025,0.014,0.0013,2023-10-12 17:00:00
1.41,0.1,0.001,0.026,0.0405,0.017,0.012,0.0012,2023-10-12 18:00:00
1.41,0.1,0.0,0.03,0.037,0.016,0.011,0.0013,2023-10-12 19:00:00
1.4,0.1,0.0,0.025,0.047,0.006,0.006,0.0013,2023-10-12 20:00:00
1.39,0.1,0.0,0.019,0.0514,0.004,0.003,0.0008,2023-10-12 21:00:00
1.39,0.1,0.002,0.035,0.0304,0.002,0.002,0.001,2023-10-12 22:00:00
1.39,0.1,0.002,0.042,0.0258,0.003,0.003,0.0012,2023-10-12 23:00:00
1.41,0.1,0.0,0.028,0.0387,0.006,0.003,0.0013,2023-10-13 00:00:00
1.4,0.03,0.0,0.017,0.0453,0.014,0.008,0.0012,2023-10-13 01:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-13 01:00:00
1.4,0.07,0.0,0.017,0.0425,0.01,0.005,0.0012,2023-10-13 02:00:00
1.4,0.03,0.0,0.014,0.0436,0.006,0.004,0.0011,2023-10-13 03:00:00
1.4,0.0,0.0,0.011,0.0474,0.006,0.004,0.0012,2023-10-13 04:00:00
1.4,0.0,0.0,0.008,0.0483,0.009,0.004,0.0012,2023-10-13 05:00:00
1.4,0.0,0.0,0.016,0.0386,0.01,0.005,0.0012,2023-10-13 06:00:00
1.4,0.0,0.0,0.017,0.0394,0.01,0.005,0.001,2023-10-13 07:00:00
1.4,0.07,0.003,0.025,0.0304,0.012,0.007,0.0011,2023-10-13 08:00:00
1.41,0.1,0.006,0.031,0.0285,0.013,0.007,0.0009,2023-10-13 09:00:00
1.41,0.1,0.003,0.018,0.0458,0.014,0.006,0.0011,2023-10-13 10:00:00
1.41,0.1,0.002,0.016,0.0505,0.024,0.006,0.0013,2023-10-13 11:00:00
1.4,0.1,0.003,0.013,0.0585,0.012,0.005,0.0013,2023-10-13 12:00:00
1.4,0.03,0.003,0.013,0.0604,0.014,0.005,0.0011,2023-10-13 13:00:00
1.4,0.1,0.003,0.014,0.0577,0.01,0.004,0.0012,2023-10-13 14:00:00
1.39,0.03,0.003,0.014,0.0594,0.012,0.005,0.0012,2023-10-13 15:00:00
1.39,0.03,0.003,0.018,0.0545,0.005,0.005,0.0014,2023-10-13 16:00:00
1.39,0.1,0.003,0.025,0.046,0.013,0.006,0.0012,2023-10-13 17:00:00
1.4,0.1,0.004,0.048,0.0219,0.025,0.009,0.0011,2023-10-13 18:00:00
1.41,0.13,0.005,0.053,0.0162,0.026,0.01,0.0014,2023-10-13 19:00:00
1.4,0.2,0.006,0.054,0.0138,0.024,0.011,0.0014,2023-10-13 20:00:00
1.42,0.2,0.006,0.055,0.0125,0.023,0.01,0.0014,2023-10-13 21:00:00
1.42,0.2,0.003,0.051,0.0154,0.021,0.01,0.0014,2023-10-13 22:00:00
1.42,0.1,0.001,0.041,0.0234,0.019,0.009,0.0012,2023-10-13 23:00:00
1.41,0.1,0.0,0.032,0.0302,0.018,0.008,0.0013,2023-10-14 00:00:00
1.42,0.1,0.0,0.037,0.0209,0.018,0.008,0.0012,2023-10-14 01:00:00
1.45,0.1,0.0,0.039,0.0198,0.017,0.008,0.0013,2023-10-14 02:00:00
1.47,0.1,0.0,0.026,0.03,0.015,0.007,0.0012,2023-10-14 03:00:00
1.46,0.1,0.0,0.023,0.0288,0.016,0.007,0.0012,2023-10-14 04:00:00
1.44,0.1,0.001,0.021,0.0291,0.014,0.007,0.0013,2023-10-14 05:00:00
1.44,0.1,0.0,0.019,0.0305,0.013,0.006,0.0011,2023-10-14 06:00:00
1.43,0.1,0.0,0.02,0.0308,0.012,0.005,0.0011,2023-10-14 07:00:00
1.43,0.1,0.0,0.02,0.0323,0.011,0.005,0.0013,2023-10-14 08:00:00
1.42,0.1,0.002,0.023,0.0291,0.014,0.006,0.0013,2023-10-14 09:00:00
1.42,0.1,0.003,0.025,0.0309,0.019,0.008,0.0014,2023-10-14 10:00:00
1.41,0.1,0.002,0.022,0.0407,0.017,0.008,0.0012,2023-10-14 11:00:00
1.41,0.1,0.002,0.018,0.0401,0.017,0.008,0.0009,2023-10-14 12:00:00
1.42,0.1,0.003,0.016,0.0432,0.015,0.009,0.0011,2023-10-14 13:00:00
1.42,0.1,0.002,0.015,0.0442,0.017,0.01,0.0014,2023-10-14 14:00:00
1.42,0.1,0.002,0.016,0.0427,0.021,0.01,0.0015,2023-10-14 15:00:00
1.44,0.1,0.002,0.023,0.0367,0.017,0.01,0.0014,2023-10-14 16:00:00
1.45,0.1,0.001,0.024,0.0395,0.02,0.011,0.0017,2023-10-14 17:00:00
1.44,0.1,0.0,0.022,0.0434,0.021,0.012,0.0015,2023-10-14 18:00:00
1.44,0.1,0.0,0.02,0.0449,0.019,0.012,0.0017,2023-10-14 19:00:00
1.43,0.1,0.0,0.018,0.048,0.022,0.013,0.0013,2023-10-14 20:00:00
1.43,0.1,0.0,0.014,0.0522,0.022,0.013,0.0013,2023-10-14 21:00:00
1.41,0.07,0.0,0.016,0.0496,0.016,0.012,0.0013,2023-10-14 22:00:00
1.41,0.0,0.0,0.013,0.0546,0.015,0.01,0.0013,2023-10-14 23:00:00
1.44,0.0,0.0,0.011,0.058,0.014,0.009,0.0015,2023-10-15 00:00:00
1.43,0.0,0.0,0.01,0.0584,0.013,0.009,0.0016,2023-10-15 01:00:00
1.44,0.0,0.0,0.009,0.0589,0.02,0.011,0.0014,2023-10-15 02:00:00
1.44,0.17,0.0,0.007,0.0577,0.016,0.011,0.0013,2023-10-15 03:00:00
1.42,0.1,0.0,0.008,0.0569,0.016,0.011,0.0016,2023-10-15 04:00:00
1.43,0.1,0.0,0.008,0.0543,0.021,0.012,0.0015,2023-10-15 05:00:00
1.41,0.1,0.0,0.008,0.0526,0.017,0.012,0.0015,2023-10-15 06:00:00
1.41,0.1,0.0,0.01,0.049,0.023,0.012,0.0015,2023-10-15 07:00:00
1.41,0.1,0.0,0.012,0.0435,0.034,0.015,0.0016,2023-10-15 08:00:00
1.41,0.2,0.001,0.019,0.0413,0.012,0.012,0.0015,2023-10-15 09:00:00
1.4,0.2,0.001,0.026,0.0432,0.0,0.002,0.0017,2023-10-15 10:00:00
1.4,0.2,0.002,0.029,0.0392,0.003,0.001,0.0016,2023-10-15 11:00:00
1.4,0.2,0.002,0.029,0.0392,0.0,0.0,0.0016,2023-10-15 11:00:00
1.41,0.2,0.003,0.038,0.031,0.007,0.003,0.0017,2023-10-15 12:00:00
1.41,0.2,0.003,0.034,0.0323,0.009,0.006,0.0015,2023-10-15 13:00:00
1.41,0.2,0.005,0.034,0.0305,0.014,0.005,0.0015,2023-10-15 14:00:00
1.41,0.1,0.004,0.031,0.0315,0.014,0.006,0.0016,2023-10-15 15:00:00
1.41,0.0,0.004,0.031,0.0271,0.01,0.006,0.0016,2023-10-15 16:00:00
1.41,0.0,0.001,0.025,0.0285,0.012,0.007,0.0015,2023-10-15 17:00:00
1.42,0.0,0.0,0.022,0.0276,0.013,0.006,0.0013,2023-10-15 18:00:00
1.42,0.0,0.0,0.026,0.0211,0.018,0.009,0.0014,2023-10-15 19:00:00
1.42,0.1,0.001,0.03,0.0159,0.017,0.007,0.0014,2023-10-15 20:00:00
1.41,0.1,0.001,0.032,0.0122,0.017,0.007,0.0014,2023-10-15 21:00:00
1.41,0.07,0.002,0.033,0.0136,0.014,0.006,0.0013,2023-10-15 22:00:00
1.42,0.0,0.001,0.026,0.0189,0.015,0.005,0.0015,2023-10-15 23:00:00
1.42,0.0,0.001,0.026,0.0173,0.011,0.003,0.0013,2023-10-16 00:00:00
1.43,0.0,0.0,0.027,0.0187,0.011,0.004,0.0013,2023-10-16 01:00:00
1.43,0.0,0.0,0.025,0.0222,0.01,0.004,0.0012,2023-10-16 02:00:00
1.43,0.2,0.0,0.021,0.0251,0.01,0.004,0.0012,2023-10-16 03:00:00
1.45,0.2,0.001,0.024,0.0204,0.011,0.005,0.0013,2023-10-16 04:00:00
1.47,0.2,0.001,0.031,0.0099,0.013,0.006,0.0012,2023-10-16 05:00:00
1.51,0.2,0.001,0.028,0.0107,0.012,0.006,0.0013,2023-10-16 06:00:00
1.47,0.2,0.001,0.029,0.0092,0.011,0.005,0.0014,2023-10-16 07:00:00
1.49,0.23,0.007,0.035,0.0043,0.013,0.006,0.0016,2023-10-16 08:00:00
1.49,0.3,0.016,0.038,0.0045,0.017,0.007,0.0016,2023-10-16 09:00:00
1.46,0.3,0.015,0.037,0.0062,0.018,0.008,0.0019,2023-10-16 10:00:00
1.44,0.3,0.012,0.037,0.0073,0.016,0.007,0.0015,2023-10-16 11:00:00
1.43,0.3,0.013,0.037,0.0102,0.015,0.007,0.0015,2023-10-16 12:00:00
1.43,0.2,0.006,0.03,0.0158,0.013,0.007,0.0014,2023-10-16 13:00:00
1.44,0.3,0.008,0.033,0.0124,0.012,0.007,0.0015,2023-10-16 14:00:00
1.44,0.27,0.014,0.04,0.008,0.011,0.007,0.0017,2023-10-16 15:00:00
1.44,0.23,0.016,0.042,0.007,0.014,0.008,0.0015,2023-10-16 16:00:00
1.43,0.23,0.011,0.04,0.0064,0.015,0.008,0.0015,2023-10-16 17:00:00
1.44,0.23,0.009,0.037,0.0059,0.012,0.007,0.0015,2023-10-16 18:00:00
1.43,0.27,0.012,0.042,0.0033,0.012,0.006,0.0015,2023-10-16 19:00:00
1.44,0.33,0.02,0.044,0.0021,0.015,0.009,0.002,2023-10-16 20:00:00
1.44,0.33,0.019,0.044,0.0033,0.025,0.02,0.0018,2023-10-16 21:00:00
1.44,0.3,0.012,0.042,0.0026,0.014,0.01,0.0017,2023-10-16 22:00:00
1.45,0.23,0.006,0.04,0.0043,0.008,0.004,0.0014,2023-10-16 23:00:00
1.45,0.2,0.003,0.039,0.0048,0.008,0.004,0.0014,2023-10-17 00:00:00
1.45,0.17,0.001,0.033,0.0133,0.007,0.004,0.0011,2023-10-17 01:00:00
1.45,0.1,0.0,0.025,0.0206,0.006,0.003,0.001,2023-10-17 02:00:00
1.46,0.0,0.0,0.022,0.0217,0.006,0.004,0.0011,2023-10-17 03:00:00
1.45,0.0,0.0,0.023,0.0211,0.008,0.004,0.0009,2023-10-17 04:00:00
1.42,0.0,0.0,0.015,0.0292,0.007,0.004,0.0009,2023-10-17 05:00:00
1.42,0.0,0.0,0.013,0.0285,0.007,0.003,0.0008,2023-10-17 06:00:00
1.41,0.0,0.0,0.016,0.021,0.006,0.003,0.001,2023-10-17 07:00:00
1.42,0.0,0.003,0.023,0.0149,0.01,0.006,0.0011,2023-10-17 08:00:00
1.42,0.0,0.007,0.026,0.0142,0.01,0.005,0.0011,2023-10-17 09:00:00
1.41,0.0,0.005,0.023,0.0207,0.011,0.005,0.0012,2023-10-17 10:00:00
1.42,0.0,0.005,0.019,0.0262,0.011,0.005,0.0014,2023-10-17 11:00:00
1.42,0.0,0.005,0.018,0.0309,0.014,0.005,0.0012,2023-10-17 12:00:00
1.42,0.0,0.005,0.02,0.0322,0.0,0.004,0.0014,2023-10-17 13:00:00
1.42,0.0,0.005,0.02,0.0322,0.008,0.004,0.0014,2023-10-17 13:00:00
1.41,0.0,0.004,0.017,0.0354,0.006,0.003,0.0015,2023-10-17 14:00:00
1.41,0.1,0.005,0.023,0.0281,0.013,0.006,0.0016,2023-10-17 15:00:00
1.42,0.1,0.006,0.024,0.0271,0.01,0.006,0.0014,2023-10-17 16:00:00
1.4,0.1,0.005,0.027,0.0221,0.009,0.005,0.0013,2023-10-17 17:00:00
1.4,0.1,0.004,0.025,0.0199,0.008,0.005,0.0014,2023-10-17 18:00:00
1.41,0.1,0.004,0.024,0.0195,0.007,0.004,0.0015,2023-10-17 19:00:00
1.41,0.1,0.003,0.022,0.0232,0.005,0.003,0.0012,2023-10-17 20:00:00
1.41,0.1,0.002,0.019,0.0272,0.006,0.004,0.0012,2023-10-17 21:00:00
1.41,0.1,0.001,0.017,0.0296,0.005,0.004,0.001,2023-10-17 22:00:00
1.41,0.1,0.001,0.016,0.0301,0.007,0.004,0.0008,2023-10-17 23:00:00
1.41,0.1,0.001,0.014,0.0337,0.005,0.004,0.0008,2023-10-18 00:00:00
1.41,0.1,0.0,0.012,0.0357,0.005,0.004,0.0009,2023-10-18 01:00:00
1.41,0.03,0.0,0.01,0.0368,0.005,0.004,0.001,2023-10-18 02:00:00
1.42,0.1,0.0,0.009,0.0368,0.005,0.004,0.001,2023-10-18 03:00:00
1.41,0.1,0.0,0.009,0.0388,0.005,0.003,0.0013,2023-10-18 04:00:00
1.41,0.1,0.0,0.008,0.0388,0.006,0.004,0.0009,2023-10-18 05:00:00
1.42,0.17,0.001,0.018,0.0252,0.007,0.005,0.0012,2023-10-18 06:00:00
1.52,0.17,0.001,0.026,0.0164,0.007,0.005,0.0013,2023-10-18 07:00:00
1.42,0.13,0.003,0.024,0.0186,0.009,0.005,0.0012,2023-10-18 08:00:00
1.42,0.2,0.007,0.031,0.0161,0.008,0.005,0.0015,2023-10-18 09:00:00
1.43,0.2,0.01,0.031,0.0186,0.01,0.005,0.0016,2023-10-18 10:00:00
1.43,0.2,0.011,0.029,0.0211,0.011,0.006,0.0016,2023-10-18 11:00:00
1.43,0.17,0.006,0.025,0.0254,0.011,0.006,0.0014,2023-10-18 12:00:00
1.43,0.27,0.008,0.03,0.0221,0.013,0.006,0.0015,2023-10-18 13:00:00
1.4,0.2,0.006,0.027,0.0249,0.013,0.006,0.0014,2023-10-18 14:00:00
1.41,0.23,0.006,0.024,0.0267,0.013,0.007,0.0016,2023-10-18 15:00:00
1.41,0.2,0.003,0.024,0.025,0.011,0.006,0.0013,2023-10-18 16:00:00
1.42,0.2,0.003,0.029,0.0176,0.009,0.005,0.0016,2023-10-18 17:00:00
1.43,0.27,0.007,0.037,0.0041,0.012,0.007,0.0018,2023-10-18 18:00:00
1.43,0.33,0.017,0.041,0.0018,0.012,0.008,0.0021,2023-10-18 19:00:00
1.42,0.3,0.014,0.039,0.0027,0.011,0.008,0.0018,2023-10-18 20:00:00
1.42,0.27,0.004,0.033,0.0103,0.012,0.007,0.0013,2023-10-18 21:00:00
1.41,0.2,0.001,0.023,0.0223,0.008,0.006,0.0012,2023-10-18 22:00:00
1.41,0.2,0.001,0.025,0.0247,0.008,0.005,0.0013,2023-10-18 23:00:00
1.41,0.2,0.0,0.02,0.0275,0.01,0.007,0.001,2023-10-19 00:00:00
1.45,0.2,0.0,0.022,0.0248,0.01,0.007,0.0014,2023-10-19 01:00:00
1.44,0.2,0.0,0.021,0.0241,0.011,0.007,0.0011,2023-10-19 02:00:00
1.46,0.1,0.0,0.018,0.0259,0.009,0.007,0.0013,2023-10-19 03:00:00
1.46,0.1,0.001,0.017,0.0278,0.008,0.006,0.0012,2023-10-19 04:00:00
1.44,0.1,0.0,0.015,0.0309,0.007,0.006,0.0011,2023-10-19 05:00:00
1.43,0.1,0.0,0.014,0.0313,0.006,0.005,0.001,2023-10-19 06:00:00
1.43,0.1,0.0,0.015,0.0308,0.006,0.005,0.0013,2023-10-19 07:00:00
1.42,0.1,0.0,0.021,0.0227,0.007,0.006,0.0011,2023-10-19 08:00:00
1.43,0.13,0.004,0.029,0.0152,0.007,0.006,0.0013,2023-10-19 09:00:00
1.42,0.2,0.009,0.031,0.0165,0.007,0.006,0.0013,2023-10-19 10:00:00
1.42,0.2,0.009,0.031,0.0143,0.007,0.006,0.0013,2023-10-19 11:00:00
1.42,0.2,0.008,0.029,0.0167,0.01,0.007,0.0011,2023-10-19 12:00:00
1.44,0.23,0.013,0.034,0.0129,0.011,0.008,0.0014,2023-10-19 13:00:00
1.45,0.13,0.007,0.026,0.02,0.009,0.006,0.0014,2023-10-19 14:00:00
1.44,0.13,0.01,0.035,0.0111,0.007,0.006,0.0016,2023-10-19 15:00:00
1.43,0.13,0.016,0.04,0.008,0.009,0.006,0.0018,2023-10-19 16:00:00
1.44,0.17,0.016,0.04,0.0029,0.012,0.008,0.0018,2023-10-19 17:00:00
1.46,0.17,0.02,0.036,0.002,0.01,0.007,0.0019,2023-10-19 18:00:00
1.45,0.23,0.036,0.03,0.0016,0.011,0.007,0.0022,2023-10-19 19:00:00
1.43,0.3,0.038,0.031,0.0018,0.01,0.007,0.0023,2023-10-19 20:00:00
1.44,0.43,0.062,0.04,0.002,0.014,0.009,0.0028,2023-10-19 21:00:00
1.43,0.17,0.016,0.043,0.0017,0.009,0.007,0.0019,2023-10-19 22:00:00
1.43,0.1,0.01,0.044,0.0028,0.008,0.006,0.0018,2023-10-19 23:00:00
1.42,0.1,0.003,0.041,0.0042,0.008,0.006,0.0016,2023-10-20 00:00:00
1.47,0.1,0.008,0.042,0.0021,0.008,0.006,0.0015,2023-10-20 01:00:00
1.47,0.1,0.012,0.041,0.0016,0.01,0.007,0.0016,2023-10-20 02:00:00
1.48,0.33,0.011,0.041,0.002,0.009,0.006,0.0017,2023-10-20 03:00:00
1.49,0.3,0.007,0.038,0.0018,0.01,0.007,0.0017,2023-10-20 04:00:00
1.49,0.3,0.005,0.03,0.0016,0.01,0.007,0.0017,2023-10-20 05:00:00
1.47,0.3,0.007,0.03,0.0017,0.01,0.007,0.0015,2023-10-20 06:00:00
1.44,0.3,0.008,0.037,0.0021,0.008,0.006,0.0017,2023-10-20 07:00:00
1.43,0.3,0.009,0.037,0.0038,0.007,0.005,0.0016,2023-10-20 08:00:00
1.44,0.3,0.012,0.041,0.0046,0.007,0.005,0.0018,2023-10-20 09:00:00
1.44,0.37,0.026,0.041,0.0052,0.01,0.007,0.0019,2023-10-20 10:00:00
1.47,0.37,0.018,0.038,0.0064,0.012,0.008,0.0019,2023-10-20 11:00:00
1.46,0.37,0.029,0.04,0.0055,0.014,0.008,0.0021,2023-10-20 12:00:00
1.46,0.33,0.015,0.033,0.0058,0.012,0.008,0.0019,2023-10-20 13:00:00
1.44,0.3,0.012,0.029,0.0082,0.012,0.01,0.0017,2023-10-20 14:00:00
1.43,0.3,0.012,0.032,0.0089,0.009,0.007,0.0018,2023-10-20 15:00:00
1.43,0.2,0.005,0.026,0.0142,0.007,0.006,0.0014,2023-10-20 16:00:00
1.42,0.2,0.003,0.028,0.0125,0.009,0.006,0.0015,2023-10-20 17:00:00
1.43,0.27,0.003,0.026,0.0067,0.01,0.007,0.0015,2023-10-20 18:00:00
1.44,0.3,0.003,0.023,0.0054,0.011,0.009,0.0015,2023-10-20 19:00:00
1.44,0.27,0.002,0.022,0.0064,0.01,0.009,0.0017,2023-10-20 20:00:00
1.44,0.27,0.003,0.023,0.0063,0.011,0.009,0.0013,2023-10-20 21:00:00
1.44,0.2,0.001,0.019,0.0101,0.01,0.008,0.0015,2023-10-20 22:00:00
1.43,0.2,0.001,0.019,0.0076,0.009,0.007,0.0016,2023-10-20 23:00:00
1.43,0.2,0.0,0.017,0.0104,0.008,0.007,0.0014,2023-10-21 00:00:00
1.46,0.2,0.001,0.018,0.0069,0.008,0.007,0.0014,2023-10-21 01:00:00
1.46,0.2,0.001,0.015,0.0081,0.006,0.005,0.0013,2023-10-21 02:00:00
1.46,0.0,0.001,0.015,0.007,0.007,0.005,0.0011,2023-10-21 03:00:00
1.45,0.0,0.001,0.012,0.011,0.009,0.007,0.0015,2023-10-21 04:00:00
1.46,0.0,0.001,0.013,0.0099,0.007,0.005,0.0011,2023-10-21 05:00:00
1.45,0.0,0.001,0.015,0.0088,0.008,0.006,0.0011,2023-10-21 06:00:00
1.43,0.0,0.001,0.014,0.0091,0.007,0.005,0.0012,2023-10-21 07:00:00
1.45,0.0,0.003,0.022,0.0062,0.009,0.006,0.0012,2023-10-21 08:00:00
1.45,0.0,0.004,0.025,0.0102,0.009,0.006,0.0015,2023-10-21 09:00:00
1.47,0.0,0.007,0.025,0.0113,0.01,0.006,0.0015,2023-10-21 10:00:00
1.44,0.0,0.006,0.024,0.0151,0.01,0.007,0.0015,2023-10-21 11:00:00
1.46,0.0,0.01,0.021,0.0172,0.012,0.007,0.0015,2023-10-21 12:00:00
1.44,0.0,0.013,0.025,0.0113,0.016,0.008,0.0017,2023-10-21 13:00:00
1.45,0.07,0.011,0.029,0.0125,0.012,0.007,0.0017,2023-10-21 14:00:00
1.43,0.2,0.005,0.028,0.0196,0.01,0.006,0.0013,2023-10-21 15:00:00
1.42,0.2,0.006,0.037,0.0126,0.013,0.008,0.0016,2023-10-21 16:00:00
1.43,0.23,0.004,0.035,0.0112,0.013,0.007,0.0016,2023-10-21 17:00:00
1.44,0.27,0.004,0.037,0.0051,0.016,0.009,0.0015,2023-10-21 18:00:00
1.43,0.27,0.005,0.034,0.0024,0.018,0.01,0.0015,2023-10-21 19:00:00
1.44,0.3,0.011,0.033,0.002,0.018,0.009,0.0017,2023-10-21 20:00:00
1.44,0.43,0.029,0.034,0.0021,0.02,0.01,0.0021,2023-10-21 21:00:00
1.47,0.6,0.067,0.037,0.0026,0.031,0.014,0.0031,2023-10-21 22:00:00
1.47,0.6,0.073,0.036,0.0027,0.029,0.013,0.0034,2023-10-21 23:00:00
1.47,0.6,0.071,0.035,0.0023,0.025,0.012,0.0031,2023-10-22 00:00:00
1.47,0.6,0.069,0.032,0.0022,0.023,0.011,0.0031,2023-10-22 01:00:00
1.49,0.63,0.08,0.034,0.0027,0.025,0.013,0.0032,2023-10-22 02:00:00
1.51,0.7,0.093,0.039,0.0028,0.029,0.014,0.004,2023-10-22 03:00:00
1.49,0.47,0.054,0.04,0.0025,0.023,0.013,0.0031,2023-10-22 04:00:00
1.46,0.3,0.025,0.037,0.0023,0.016,0.01,0.0023,2023-10-22 05:00:00
1.45,0.2,0.004,0.031,0.0078,0.007,0.006,0.0019,2023-10-22 06:00:00
1.44,0.27,0.012,0.038,0.0031,0.009,0.004,0.0022,2023-10-22 07:00:00
1.44,0.2,0.003,0.029,0.0069,0.013,0.008,0.0017,2023-10-22 08:00:00
1.45,0.2,0.003,0.028,0.0078,0.013,0.008,0.0019,2023-10-22 09:00:00
1.46,0.2,0.006,0.027,0.0073,0.019,0.012,0.0021,2023-10-22 10:00:00
1.46,0.27,0.011,0.026,0.0084,0.024,0.019,0.0023,2023-10-22 11:00:00
1.48,0.3,0.023,0.031,0.0071,0.025,0.018,0.0023,2023-10-22 12:00:00
1.48,0.3,0.021,0.031,0.0072,0.024,0.017,0.0024,2023-10-22 13:00:00
1.48,0.3,0.016,0.031,0.0064,0.025,0.015,0.0022,2023-10-22 14:00:00
1.47,0.33,0.01,0.031,0.0062,0.022,0.013,0.0021,2023-10-22 15:00:00
1.47,0.3,0.009,0.03,0.0064,0.021,0.012,0.002,2023-10-22 16:00:00
1.46,0.3,0.008,0.031,0.0044,0.021,0.011,0.002,2023-10-22 17:00:00
1.46,0.33,0.008,0.034,0.003,0.022,0.012,0.002,2023-10-22 18:00:00
1.46,0.33,0.007,0.034,0.003,0.021,0.012,0.002,2023-10-22 19:00:00
1.46,0.4,0.008,0.033,0.0027,0.022,0.012,0.0019,2023-10-22 20:00:00
1.46,0.37,0.008,0.032,0.0034,0.018,0.011,0.0021,2023-10-22 21:00:00
1.46,0.3,0.005,0.029,0.0037,0.016,0.01,0.0019,2023-10-22 22:00:00
1.47,0.3,0.003,0.027,0.0041,0.014,0.009,0.0018,2023-10-22 23:00:00
1.46,0.3,0.005,0.027,0.0025,0.012,0.008,0.002,2023-10-23 00:00:00
1.5,0.3,0.01,0.028,0.002,0.017,0.011,0.002,2023-10-23 01:00:00
1.49,0.3,0.005,0.025,0.002,0.012,0.008,0.0019,2023-10-23 02:00:00
1.47,0.1,0.007,0.026,0.0018,0.006,0.004,0.0019,2023-10-23 03:00:00
1.49,0.07,0.008,0.025,0.0017,0.006,0.005,0.0018,2023-10-23 04:00:00
1.48,0.0,0.004,0.023,0.002,0.01,0.008,0.0017,2023-10-23 05:00:00
1.5,0.0,0.005,0.023,0.0017,0.01,0.008,0.0016,2023-10-23 06:00:00
1.5,0.1,0.011,0.023,0.0015,0.006,0.005,0.002,2023-10-23 07:00:00
1.5,0.1,0.018,0.024,0.0017,0.006,0.004,0.0019,2023-10-23 08:00:00
1.52,0.23,0.036,0.026,0.002,0.009,0.007,0.0025,2023-10-23 09:00:00
1.51,0.33,0.056,0.03,0.003,0.013,0.01,0.0029,2023-10-23 10:00:00
1.52,0.43,0.072,0.032,0.0027,0.016,0.013,0.0033,2023-10-23 11:00:00
1.59,0.43,0.077,0.037,0.0028,0.015,0.011,0.0032,2023-10-23 12:00:00
1.6,0.4,0.075,0.035,0.0028,0.017,0.011,0.0032,2023-10-23 13:00:00
,0.5,0.098,0.041,0.0028,,,0.0036,2023-10-23 14:00:00
1.63,0.5,0.098,0.041,0.0028,0.02,0.014,0.0036,2023-10-23 14:00:00
