Motorspeed(%),Actual(m3/h),Actual(Nm3/h),Actual(m3),Actual(Nm3),Filter Press.(hPa),Air Pressure(hPa),Outdoor Temp.('C),Filter Temp.('C),Chamber Temp.('C),Temperature orifice('C),Rel.Humidity(%),Magazine Position,Sample ID,Date
"41,3","2,30","2,41","25,271","26,494","72,7","987,0","-19,5","16,8","20,6","20,3","79,9",1,,2024-01-05 21:00:00
"41,4","2,30","2,41","27,569","28,908","72,7","987,0","-19,7","16,8","20,6","20,3","79,4",1,,2024-01-05 22:00:00
"41,4","2,30","2,42","29,866","31,360","72,4","987,0","-19,9","16,8","20,6","20,3","80,4",1,,2024-01-05 23:00:00
"41,3","2,30","2,41","32,164","33,773","71,5","987,0","-19,6","16,9","20,6","20,4","80,0",1,,2024-01-06 00:00:00
"41,1","2,30","2,41","34,462","36,182","73,2","987,0","-19,1","17,1","20,6","20,5","80,1",1,,2024-01-06 01:00:00
"41,2","2,30","2,41","36,759","38,588","73,0","987,0","-18,8","17,3","20,7","20,7","78,6",1,,2024-01-06 02:00:00
"41,1","2,30","2,40","39,057","40,988","73,2","987,0","-18,2","17,6","20,7","20,8","79,2",1,,2024-01-06 03:00:00
"40,9","2,30","2,40","41,355","43,385","73,8","986,0","-18,0","17,8","20,7","21,0","80,8",1,,2024-01-06 04:00:00
"40,9","2,30","2,40","43,652","45,780","73,5","986,0","-17,8","17,9","20,6","21,1","80,3",1,,2024-01-06 05:00:00
"40,9","2,30","2,40","45,950","48,175","73,5","986,0","-17,8","18,0","20,7","21,2","80,4",1,,2024-01-06 06:00:00
"40,9","2,30","2,39","48,248","50,570","73,8","986,0","-17,8","18,1","20,6","21,3","81,1",1,,2024-01-06 07:00:00
"40,9","2,30","2,39","50,545","52,964","73,8","986,0","-17,6","18,3","20,6","21,4","80,6",1,,2024-01-06 08:00:00
"41,0","2,30","2,40","52,843","55,360","74,3","987,0","-17,8","18,3","20,7","21,5","80,1",1,,2024-01-06 09:00:00
"41,0","2,30","2,39","55,141","57,754","74,9","987,0","-17,5","18,5","20,6","21,5","79,5",1,,2024-01-06 10:00:00
"41,0","2,30","2,39","55,143","57,756","74,3","988,0","-17,3","18,5","20,5","21,8","79,2",1,,2024-01-06 10:00:03
"41,0","2,30","2,40","55,143","57,756","74,6","986,0","-18,8","17,0","20,6","20,2","78,9",1,,2024-01-06 10:00:25
"0,0","0,00","0,00","0,000","0,000","0,0","998,0","-23,0","18,5","20,5","22,8","79,2",1,,2024-01-07 08:47:34
"0,0","0,00","0,00","0,000","0,000","0,0","999,0","-23,2","32,2","21,2","23,2","79,2",1,,2024-01-07 09:30:00
"41,6","2,29","2,47","2,294","2,469","69,5","999,0","-22,5","17,7","20,6","17,2","77,2",1,,2024-01-07 10:30:00
"42,0","2,30","2,48","4,592","4,946","69,9","1000,0","-22,8","16,7","20,7","18,0","77,1",1,,2024-01-07 11:30:00
"41,7","2,30","2,45","6,890","7,400","70,4","1001,0","-20,2","18,0","20,6","19,4","70,9",1,,2024-01-07 12:30:00
"41,8","2,30","2,45","9,187","9,848","70,6","1001,0","-19,6","19,9","20,6","20,6","69,2",1,,2024-01-07 13:30:00
"41,7","2,30","2,45","11,485","12,303","70,9","1001,0","-20,2","22,2","20,6","21,3","74,1",1,,2024-01-07 14:30:00
"42,1","2,30","2,45","13,783","14,756","71,1","1001,0","-20,0","24,7","20,6","21,6","74,6",1,,2024-01-07 15:30:00
"41,8","2,30","2,45","16,080","17,210","71,4","1002,0","-20,1","28,5","20,6","21,8","76,5",1,,2024-01-07 16:30:00
"41,9","2,30","2,46","18,378","19,670","71,4","1002,0","-20,5","16,2","20,6","21,9","77,6",1,,2024-01-07 17:30:00
"41,9","2,30","2,47","20,676","22,136","71,7","1002,0","-21,0","15,1","20,6","21,8","79,0",1,,2024-01-07 18:30:00
"41,8","2,30","2,47","22,974","24,604","72,5","1003,0","-21,2","15,1","20,6","21,7","79,7",1,,2024-01-07 19:30:00
"41,9","2,30","2,47","25,271","27,077","72,0","1003,0","-21,5","14,9","20,6","21,6","80,3",1,,2024-01-07 20:30:00
"42,1","2,30","2,48","27,569","29,554","73,1","1004,0","-21,9","14,9","20,6","21,6","80,8",1,,2024-01-07 21:30:00
"42,3","2,30","2,48","29,867","32,038","72,8","1004,0","-22,4","14,7","20,6","21,5","81,0",1,,2024-01-07 22:30:00
"42,1","2,30","2,48","32,164","34,522","72,2","1004,0","-22,5","14,6","20,6","21,4","80,5",1,,2024-01-07 23:30:00
"42,0","2,30","2,48","34,462","37,002","73,4","1004,0","-21,9","14,7","20,6","21,4","82,2",1,,2024-01-08 00:30:00
"42,1","2,30","2,48","36,760","39,485","73,7","1004,0","-22,3","14,7","20,6","21,5","80,9",1,,2024-01-08 01:30:00
"42,1","2,30","2,49","39,058","41,972","73,7","1004,0","-22,7","14,5","20,7","21,3","80,0",1,,2024-01-08 02:30:00
"42,1","2,30","2,49","41,355","44,461","74,0","1005,0","-22,8","14,5","20,6","21,3","80,0",1,,2024-01-08 03:30:00
"42,1","2,30","2,49","43,653","46,947","74,5","1005,0","-22,6","14,5","20,6","21,3","79,5",1,,2024-01-08 04:30:00
"42,1","2,30","2,49","45,951","49,433","74,2","1005,0","-22,5","14,6","20,6","21,4","79,7",1,,2024-01-08 05:30:00
"42,0","2,30","2,48","48,249","51,915","74,5","1004,0","-22,2","14,6","20,6","21,4","80,3",1,,2024-01-08 06:30:00
"42,3","2,30","2,48","50,546","54,394","74,8","1004,0","-22,0","14,7","20,6","21,5","82,6",1,,2024-01-08 07:30:00
"42,1","2,30","2,48","52,844","56,871","75,1","1004,0","-21,8","14,6","20,6","21,5","82,7",1,,2024-01-08 08:30:00
"42,2","2,30","2,48","55,142","59,346","75,4","1004,0","-21,6","14,6","20,6","21,5","82,6",1,,2024-01-08 09:30:00
"42,2","2,30","2,47","55,144","59,348","75,4","1005,0","-21,4","14,9","21,0","21,6","82,5",1,,2024-01-08 09:30:03
"42,2","2,30","2,47","55,144","59,348","75,1","1004,0","-21,6","16,6","20,6","21,1","78,7",1,,2024-01-08 09:30:25
"0,0","0,00","0,00","0,000","0,000","0,0","1004,0","-19,3","14,9","21,0","26,2","80,8",1,,2024-01-08 10:05:37
"0,0","0,00","0,00","0,000","0,000","0,0","1004,0","-19,0","38,4","21,2","25,6","80,5",1,,2024-01-08 10:10:00
"41,3","2,29","2,44","2,294","2,438","69,8","1004,0","-18,2","24,3","20,6","22,1","76,3",1,,2024-01-08 11:10:00
"41,0","2,30","2,42","4,592","4,877","69,5","1003,0","-16,3","25,7","20,6","21,5","72,4",1,,2024-01-08 12:10:00
"41,0","2,30","2,41","6,890","7,285","68,6","1003,0","-14,9","18,7","20,6","22,0","70,1",1,,2024-01-08 13:10:00
"40,9","2,30","2,39","9,187","9,675","68,6","1002,0","-13,3","13,3","20,7","23,1","67,6",1,,2024-01-08 14:10:00
"41,2","2,30","2,39","11,485","12,068","68,5","1001,0","-13,8","13,7","20,6","23,6","70,9",1,,2024-01-08 15:10:00
"41,1","2,30","2,39","13,783","14,459","69,6","1000,0","-13,8","13,9","20,7","23,8","72,7",1,,2024-01-08 16:10:00
"41,3","2,30","2,39","16,080","16,849","69,4","999,0","-13,9","14,1","20,7","23,9","72,3",1,,2024-01-08 17:10:00
"41,4","2,30","2,39","18,378","19,242","69,6","998,0","-14,4","14,1","20,6","24,0","70,5",1,,2024-01-08 18:10:00
"41,3","2,30","2,39","20,676","21,636","69,9","997,0","-14,8","13,9","20,7","23,9","71,2",1,,2024-01-08 19:10:00
"41,3","2,30","2,38","25,271","26,407","69,3","995,0","-14,1","14,2","20,7","24,0","78,0",1,,2024-01-08 21:10:00
"41,1","2,30","2,37","27,568","28,781","69,9","994,0","-13,4","14,4","20,6","24,3","83,4",1,,2024-01-08 22:10:00
"41,1","2,30","2,37","29,866","31,151","69,6","994,0","-13,1","14,7","20,7","24,5","83,6",1,,2024-01-08 23:10:00
"41,1","2,30","2,37","32,164","33,517","70,2","994,0","-12,8","14,8","20,7","24,7","84,9",1,,2024-01-09 00:10:00
"41,1","2,30","2,36","34,461","35,880","69,3","994,0","-12,3","15,1","20,7","24,9","84,9",1,,2024-01-09 01:10:00
"41,0","2,30","2,36","36,759","38,237","69,3","993,0","-11,9","15,3","20,6","25,1","85,6",1,,2024-01-09 02:10:00
"41,1","2,30","2,35","39,057","40,589","69,3","993,0","-11,3","15,6","20,6","25,3","85,6",1,,2024-01-09 03:10:00
"40,9","2,30","2,35","41,354","42,937","69,5","993,0","-10,7","15,9","20,6","25,6","85,5",1,,2024-01-09 04:10:00
"40,9","2,30","2,34","43,652","45,281","69,8","993,0","-10,4","16,2","20,7","25,9","85,5",1,,2024-01-09 05:10:00
"41,1","2,30","2,34","45,949","47,623","68,9","993,0","-10,2","16,4","20,7","26,2","85,8",1,,2024-01-09 06:10:00
"41,1","2,30","2,34","48,247","49,963","69,2","993,0","-9,9","16,7","20,7","26,4","85,7",1,,2024-01-09 07:10:00
"40,9","2,30","2,34","50,545","52,301","69,7","994,0","-9,6","16,9","20,6","26,7","83,8",1,,2024-01-09 08:10:00
"40,8","2,30","2,34","52,842","54,637","67,7","994,0","-9,4","17,2","20,6","27,0","83,3",1,,2024-01-09 09:10:00
"40,9","2,30","2,34","55,140","56,973","69,1","994,0","-9,2","17,5","20,6","27,3","83,5",1,,2024-01-09 10:10:00
"40,9","2,30","2,34","55,142","56,975","69,4","995,0","-9,0","17,4","20,4","27,4","82,6",1,,2024-01-09 10:10:03
"40,9","2,30","2,38","55,142","56,975","69,1","997,0","-12,8","16,1","20,6","24,6","79,1",1,,2024-01-09 10:10:25
"0,0","0,00","0,00","0,000","0,000","0,0","991,0","-9,4","17,4","20,4","26,4","81,8",1,,2024-01-10 09:32:47
"0,0","0,00","0,00","0,000","0,000","0,4","989,0","-9,5","27,8","19,8","26,2","81,0",1,,2024-01-10 09:40:00
"40,4","2,29","2,33","2,294","2,329","68,9","991,0","-9,7","16,5","20,6","22,1","81,0",1,,2024-01-10 10:40:00
"40,7","2,30","2,33","4,592","4,662","69,9","991,0","-9,6","16,4","20,7","23,7","78,3",1,,2024-01-10 11:40:00
"40,9","2,30","2,33","6,890","6,989","69,8","992,0","-8,9","17,7","20,7","25,3","75,0",1,,2024-01-10 12:40:00
"40,9","2,30","2,33","9,188","9,320","70,3","992,0","-9,2","18,7","20,7","26,4","76,1",1,,2024-01-10 13:40:00
"41,0","2,30","2,33","11,485","11,645","69,1","992,0","-8,6","19,3","20,6","27,0","73,2",1,,2024-01-10 14:40:00
"41,3","2,30","2,34","13,783","13,982","69,9","992,0","-9,8","19,8","20,7","27,4","77,0",1,,2024-01-10 15:40:00
"41,3","2,30","2,34","16,081","16,318","69,6","992,0","-9,9","20,1","20,6","27,7","78,6",1,,2024-01-10 16:40:00
"41,2","2,30","2,34","18,378","18,656","70,2","991,0","-10,2","20,3","20,6","27,9","80,1",1,,2024-01-10 17:40:00
"41,1","2,30","2,34","20,676","20,996","70,5","991,0","-10,6","20,0","20,6","27,5","82,3",1,,2024-01-10 18:40:00
"41,1","2,30","2,33","22,974","23,330","70,2","990,0","-10,2","19,9","20,6","27,4","83,1",1,,2024-01-10 19:40:00
"41,2","2,30","2,33","25,271","25,659","70,2","988,0","-10,1","20,0","20,6","27,7","84,3",1,,2024-01-10 20:40:00
"41,0","2,30","2,32","27,569","27,981","70,5","986,0","-9,8","20,2","20,6","27,9","84,0",1,,2024-01-10 21:40:00
"40,9","2,30","2,32","29,867","30,297","70,7","984,0","-9,6","20,3","20,6","28,1","84,9",1,,2024-01-10 22:40:00
"41,0","2,30","2,31","32,164","32,661","69,3","982,0","-9,2","20,4","20,6","28,2","86,3",1,,2024-01-10 23:40:00
"40,8","2,30","2,30","34,462","34,956","70,7","979,0","-8,6","20,4","20,6","28,2","87,1",1,,2024-01-11 00:40:00
"40,9","2,30","2,28","36,760","37,240","69,6","976,0","-8,0","20,5","20,6","28,3","88,2",1,,2024-01-11 01:40:00
"40,6","2,30","2,27","39,057","39,512","70,1","973,0","-7,4","20,7","20,6","28,5","88,6",1,,2024-01-11 02:40:00
"40,6","2,30","2,26","41,355","41,773","69,8","971,0","-6,8","21,0","20,6","28,7","90,1",1,,2024-01-11 03:40:00
"40,4","2,30","2,25","43,653","44,020","68,4","969,0","-5,7","21,4","20,6","29,1","90,6",1,,2024-01-11 04:40:00
"40,2","2,30","2,23","45,950","46,250","68,1","967,0","-4,3","22,0","20,6","29,4","91,5",1,,2024-01-11 05:40:00
"40,1","2,30","2,21","48,248","48,464","68,0","966,0","-2,6","22,9","20,5","29,8","93,1",1,,2024-01-11 06:40:00
"40,2","2,30","2,20","50,546","50,728","68,0","964,0","-1,5","23,8","20,5","30,5","94,5",1,,2024-01-11 07:40:00
"40,0","2,30","2,20","52,844","53,112","68,0","964,0","-1,1","24,4","20,4","31,0","93,5",1,,2024-01-11 08:40:00
"40,0","2,30","2,19","55,141","55,304","67,6","963,0","-0,6","25,0","20,1","31,6","92,0",1,,2024-01-11 09:40:00
"40,0","2,30","2,19","55,143","55,305","68,8","963,0","-0,5","25,3","19,6","32,0","92,0",1,,2024-01-11 09:40:03
"40,0","2,30","2,29","55,143","55,305","68,8","982,0","-7,6","20,5","20,6","27,9","84,7",1,,2024-01-11 09:40:25
"0,0","0,00","0,00","0,000","0,000","0,8","984,0","-14,8","25,3","19,6","23,4","68,2",1,,2024-01-12 18:30:23
"0,0","0,00","0,00","0,000","0,000","0,6","991,0","-21,6","28,6","19,6","23,4","77,9",1,,2024-01-13 09:30:00
"41,1","2,29","2,43","2,294","2,431","68,1","991,0","-20,7","11,3","20,7","16,5","74,6",1,,2024-01-13 10:30:00
"41,4","2,30","2,42","4,592","4,848","68,0","991,0","-18,8","11,3","20,7","17,9","67,0",1,,2024-01-13 11:30:00
"41,3","2,30","2,40","6,890","7,251","67,9","991,0","-17,4","12,3","20,7","19,5","62,8",1,,2024-01-13 12:30:00
"41,3","2,30","2,39","9,187","9,643","69,3","991,0","-16,3","12,9","20,6","20,3","60,8",1,,2024-01-13 13:30:00
"41,2","2,30","2,39","11,485","12,030","69,2","991,0","-15,8","13,7","20,6","21,1","59,1",1,,2024-01-13 14:30:00
"41,5","2,30","2,40","13,783","14,431","69,5","991,0","-17,1","13,9","20,6","21,4","62,7",1,,2024-01-13 15:30:00
"41,4","2,30","2,40","16,081","16,834","69,4","991,0","-17,3","14,0","20,6","21,4","63,6",1,,2024-01-13 16:30:00
"41,4","2,30","2,40","18,378","19,238","69,8","991,0","-17,6","13,9","20,6","21,4","64,8",1,,2024-01-13 17:30:00
"41,4","2,30","2,41","20,676","21,645","70,9","991,0","-17,8","13,9","20,6","21,3","68,4",1,,2024-01-13 18:30:00
"41,4","2,30","2,41","22,974","24,053","70,6","991,0","-17,9","13,8","20,6","21,3","69,6",1,,2024-01-13 19:30:00
"41,6","2,30","2,41","25,271","26,478","71,1","990,0","-18,7","13,6","20,6","21,2","71,0",1,,2024-01-13 20:30:00
"41,5","2,30","2,41","27,569","28,888","71,7","990,0","-18,4","13,6","20,6","21,1","69,7",1,,2024-01-13 21:30:00
"41,8","2,30","2,42","29,867","31,331","71,2","990,0","-19,4","13,3","20,6","21,0","73,2",1,,2024-01-13 22:30:00
"41,5","2,30","2,42","32,165","33,765","71,2","989,0","-19,2","13,2","20,6","20,9","71,5",1,,2024-01-13 23:30:00
"41,6","2,30","2,41","34,462","36,176","71,8","989,0","-18,7","13,4","20,6","20,9","67,8",1,,2024-01-14 00:30:00
"41,5","2,30","2,41","36,760","38,583","71,5","988,0","-18,6","13,4","20,6","20,9","63,5",1,,2024-01-14 01:30:00
"41,5","2,30","2,40","39,058","40,986","71,8","987,0","-18,3","13,4","20,6","20,9","61,2",1,,2024-01-14 02:30:00
"41,4","2,30","2,40","41,356","43,388","71,8","987,0","-18,4","13,4","20,6","21,0","67,8",1,,2024-01-14 03:30:00
"41,4","2,30","2,39","43,653","45,781","71,2","986,0","-17,7","13,6","20,6","21,0","74,1",1,,2024-01-14 04:30:00
"41,5","2,30","2,39","45,951","48,172","71,2","985,0","-17,7","13,7","20,6","21,2","80,0",1,,2024-01-14 05:30:00
"41,4","2,30","2,39","48,249","50,563","71,2","984,0","-18,0","13,6","20,6","21,1","82,2",1,,2024-01-14 06:30:00
"41,4","2,30","2,39","50,546","52,955","71,8","983,0","-18,3","13,5","20,6","21,0","81,9",1,,2024-01-14 07:30:00
"41,5","2,30","2,39","52,844","55,345","71,8","982,0","-18,3","13,5","20,6","21,0","82,8",1,,2024-01-14 08:30:00
"41,5","2,30","2,39","55,142","57,732","72,1","982,0","-18,0","13,6","20,6","21,1","83,1",1,,2024-01-14 09:30:00
"41,5","2,30","2,39","55,144","57,734","72,3","982,0","-17,8","13,6","21,2","21,2","82,7",1,,2024-01-14 09:30:03
"41,5","2,30","2,40","55,144","57,734","72,3","989,0","-18,1","13,3","20,6","20,7","70,1",1,,2024-01-14 09:30:26
"39,2","2,29","2,21","2,295","2,209","67,1","965,0","-2,6","16,0","20,7","21,5","81,1",1,,2024-01-16 12:00:00
"39,7","2,30","2,21","4,592","4,419","66,7","965,0","-2,3","16,8","20,7","24,1","79,1",1,,2024-01-16 13:00:00
"39,7","2,30","2,21","6,890","6,628","66,8","964,0","-2,3","18,0","20,7","25,9","79,8",1,,2024-01-16 14:00:00
"39,7","2,30","2,21","9,188","8,836","66,7","964,0","-2,5","18,9","20,7","27,1","80,3",1,,2024-01-16 15:00:00
"40,0","2,30","2,21","11,485","11,045","66,9","963,0","-2,7","19,5","20,7","27,9","80,7",1,,2024-01-16 16:00:00
"40,1","2,30","2,21","13,783","13,254","67,1","963,0","-2,8","19,9","20,6","28,5","80,0",1,,2024-01-16 17:00:00
"40,1","2,30","2,21","16,081","15,462","67,4","963,0","-2,7","20,4","20,6","29,1","80,8",1,,2024-01-16 18:00:00
"40,2","2,30","2,21","18,379","17,669","68,8","963,0","-2,7","20,9","20,6","29,7","82,1",1,,2024-01-16 19:00:00
"40,0","2,30","2,21","20,676","19,877","67,6","962,0","-2,9","21,3","20,5","30,2","84,2",1,,2024-01-16 20:00:00
"40,4","2,30","2,21","22,974","22,085","67,0","962,0","-2,9","21,7","20,5","30,7","84,3",1,,2024-01-16 21:00:00
"40,4","2,30","2,21","25,272","24,295","68,7","962,0","-3,2","22,0","20,4","31,1","86,8",1,,2024-01-16 22:00:00
"40,4","2,30","2,21","27,569","26,506","68,1","963,0","-3,1","22,3","20,2","31,5","86,4",1,,2024-01-16 23:00:00
"40,5","2,30","2,21","29,867","28,720","69,2","963,0","-3,3","22,7","20,0","31,9","86,2",1,,2024-01-17 00:00:00
"40,6","2,30","2,22","32,165","30,937","69,1","964,0","-3,5","22,9","19,8","32,2","83,5",1,,2024-01-17 01:00:00
