Motorspeed(%),Actual(m3/h),Actual(Nm3/h),Actual(m3),Actual(Nm3),Filter Press.(hPa),Air Pressure(hPa),Outdoor Temp.('C),Filter Temp.('C),Chamber Temp.('C),Temperature orifice('C),Rel.Humidity(%),Magazine Position,Sample ID,Date
"0,0","0,00","0,00","0,000","0,000","0,0","976,0","8,7","36,1","20,2","28,4","93,2",1,1.0,2023-11-02 09:32:24
"38,9","2,29","2,15","2,293","2,144","68,6","975,0","8,4","42,0","20,6","27,8","93,0",1,1.0,2023-11-02 10:32:24
"39,1","2,30","2,16","4,591","4,301","68,6","975,0","7,4","25,1","20,6","28,3","93,4",1,1.0,2023-11-02 11:32:24
"39,1","2,30","2,17","6,889","6,469","69,4","976,0","5,9","24,6","20,6","28,1","94,3",1,1.0,2023-11-02 12:32:24
"39,1","2,30","2,17","9,186","8,642","68,6","976,0","5,3","24,1","20,6","27,7","95,4",1,1.0,2023-11-02 13:32:24
"39,1","2,30","2,18","11,484","10,819","68,9","976,0","4,9","23,7","20,6","27,3","95,2",1,1.0,2023-11-02 14:32:24
"39,1","2,30","2,18","13,782","12,997","68,7","977,0","4,9","23,4","20,6","26,9","91,2",1,1.0,2023-11-02 15:32:24
"39,1","2,30","2,18","16,079","15,178","69,0","977,0","4,7","23,1","20,6","26,6","89,6",1,1.0,2023-11-02 16:32:24
"39,2","2,30","2,19","18,377","17,365","70,1","978,0","4,2","22,8","20,6","26,4","87,4",1,1.0,2023-11-02 17:32:24
"39,2","2,30","2,19","20,675","19,558","69,2","979,0","3,8","22,5","20,6","26,2","85,0",1,1.0,2023-11-02 18:32:24
"39,2","2,30","2,20","22,972","21,755","69,0","980,0","3,5","22,3","20,6","26,1","83,4",1,1.0,2023-11-02 19:32:24
"39,2","2,30","2,20","25,270","23,958","70,4","981,0","3,2","22,3","20,6","26,1","81,7",1,1.0,2023-11-02 20:32:24
"39,2","2,30","2,21","27,095","25,709","69,6","982,0","3,1","22,2","20,7","26,1","81,6",1,1.0,2023-11-02 21:20:03
"39,2","2,30","2,18","27,095","25,709","69,3","978,0","5,0","24,9","20,6","27,0","89,4",1,1.0,2023-11-02 21:20:03
"0,0","0,00","0,00","0,000","0,000","0,0","983,0","3,1","47,8","20,6","27,2","82,0",2,2.0,2023-11-02 21:30:00
"39,1","2,29","2,20","2,294","2,205","69,7","983,0","3,1","41,6","20,6","25,9","81,4",2,2.0,2023-11-02 22:30:00
"39,1","2,30","2,21","4,592","4,416","70,0","984,0","3,0","40,6","20,7","25,8","79,4",2,2.0,2023-11-02 23:30:00
"39,2","2,30","2,21","6,890","6,630","70,0","985,0","2,7","40,2","20,6","25,9","78,9",2,2.0,2023-11-03 00:30:00
"39,1","2,30","2,22","9,188","8,846","70,0","986,0","2,7","40,5","20,7","26,0","77,5",2,2.0,2023-11-03 01:30:00
"39,2","2,30","2,22","11,485","11,063","70,0","987,0","2,9","39,5","20,7","26,1","77,2",2,2.0,2023-11-03 02:30:00
"39,2","2,30","2,22","13,783","13,282","69,7","987,0","2,7","23,5","20,6","26,2","76,4",2,2.0,2023-11-03 03:30:00
"39,2","2,30","2,22","16,081","15,503","70,0","988,0","2,6","23,5","20,7","26,2","77,2",2,2.0,2023-11-03 04:30:00
"39,2","2,30","2,22","18,378","17,727","70,0","988,0","2,4","23,5","20,7","26,2","77,4",2,2.0,2023-11-03 05:30:00
"39,2","2,30","2,23","20,676","19,952","70,2","988,0","2,2","23,6","20,6","26,3","78,3",2,2.0,2023-11-03 06:30:00
"39,3","2,30","2,23","22,974","22,183","70,2","989,0","1,8","23,5","20,6","26,3","79,7",2,2.0,2023-11-03 07:30:00
"39,3","2,30","2,23","25,271","24,414","70,8","990,0","1,9","23,5","20,7","26,3","80,5",2,2.0,2023-11-03 08:30:00
"39,2","2,30","2,23","27,188","26,275","70,5","990,0","2,1","23,7","20,6","26,4","80,6",2,2.0,2023-11-03 09:20:03
"39,2","2,30","2,22","27,188","26,275","69,7","988,0","2,5","30,7","20,6","26,1","78,7",2,2.0,2023-11-03 09:20:25
"0,0","0,00","0,00","0,000","0,000","0,2","991,0","2,3","32,3","19,9","28,2","80,6",1,,2023-11-03 09:47:56
"0,0","0,00","0,00","0,000","0,000","0,2","991,0","2,3","33,0","21,9","28,2","80,6",1,,2023-11-03 09:50:00
"39,2","2,29","2,23","2,294","2,228","69,5","991,0","2,3","21,8","20,6","25,9","81,1",1,,2023-11-03 10:50:00
"39,3","2,30","2,23","4,592","4,463","68,9","992,0","2,1","21,2","20,6","26,0","80,9",1,,2023-11-03 11:50:00
"39,2","2,30","2,23","6,890","6,695","68,9","992,0","2,4","21,5","20,6","26,3","78,6",1,,2023-11-03 12:50:00
"39,1","2,30","2,23","9,188","8,926","68,3","992,0","2,8","21,7","20,6","26,5","78,3",1,,2023-11-03 13:50:00
"39,1","2,30","2,23","11,485","11,157","68,9","993,0","2,7","21,7","20,6","26,4","78,6",1,,2023-11-03 14:50:00
"39,2","2,30","2,23","13,783","13,389","69,2","993,0","2,8","21,6","20,6","26,4","79,0",1,,2023-11-03 15:50:00
"39,1","2,30","2,23","16,081","15,622","68,9","993,0","2,6","21,4","20,6","26,2","79,9",1,,2023-11-03 16:50:00
"39,2","2,30","2,23","18,378","17,856","68,9","993,0","2,4","21,3","20,6","26,1","81,6",1,,2023-11-03 17:50:00
"39,2","2,30","2,24","20,676","20,091","68,9","993,0","2,2","21,2","20,6","26,0","82,5",1,,2023-11-03 18:50:00
"39,2","2,30","2,24","22,974","22,329","68,9","993,0","2,0","21,0","20,7","25,9","83,5",1,,2023-11-03 19:50:00
"39,2","2,30","2,24","25,271","24,567","67,5","993,0","1,8","21,0","20,6","25,7","85,0",1,,2023-11-03 20:50:00
"39,3","2,30","2,24","27,569","26,807","69,5","993,0","1,7","20,9","20,6","25,7","86,2",1,,2023-11-03 21:50:00
"39,3","2,30","2,24","29,867","29,049","69,2","993,0","1,4","20,8","20,6","25,7","86,0",1,,2023-11-03 22:50:00
"39,4","2,30","2,24","32,165","31,294","69,5","992,0","1,0","20,7","20,6","25,6","86,5",1,,2023-11-03 23:50:00
"39,4","2,30","2,25","34,462","33,541","69,8","992,0","0,7","20,5","20,6","25,4","86,8",1,,2023-11-04 00:50:00
"39,4","2,30","2,25","36,760","35,788","69,2","992,0","0,7","20,4","20,7","25,3","86,5",1,,2023-11-04 01:50:00
"39,4","2,30","2,25","39,058","38,036","69,2","992,0","0,5","20,3","20,6","25,2","87,0",1,,2023-11-04 02:50:00
"39,5","2,30","2,25","41,355","40,286","70,1","992,0","0,4","20,2","20,6","25,1","87,5",1,,2023-11-04 03:50:00
"39,4","2,30","2,25","43,653","42,536","69,6","992,0","0,3","20,1","20,6","25,0","87,3",1,,2023-11-04 04:50:00
"39,4","2,30","2,25","45,951","44,785","69,6","992,0","0,3","20,1","20,6","25,0","87,6",1,,2023-11-04 05:50:00
"39,5","2,30","2,25","48,248","47,033","69,3","991,0","0,3","20,1","20,6","25,0","87,3",1,,2023-11-04 06:50:00
"39,5","2,30","2,25","50,546","49,281","69,8","991,0","0,2","20,1","20,6","24,9","87,6",1,,2023-11-04 07:50:00
"39,5","2,30","2,25","52,844","51,531","69,2","991,0","-0,0","20,0","20,6","24,9","88,4",1,,2023-11-04 08:50:00
"39,5","2,30","2,25","53,994","52,657","69,8","991,0","0,2","20,0","20,6","24,8","88,2",1,,2023-11-04 09:20:03
"39,5","2,30","2,27","53,994","52,657","70,4","992,0","1,4","20,8","20,6","25,6","84,2",1,,2023-11-04 09:20:25
"0,0","0,00","0,00","0,000","0,000","0,0","991,0","0,3","27,4","19,7","26,0","87,9",1,,2023-11-04 09:26:12
"0,0","0,00","0,00","0,000","0,000","0,0","991,0","0,3","29,0","20,2","25,8","88,0",1,,2023-11-04 09:30:00
"39,2","2,29","2,24","2,294","2,241","70,4","991,0","0,6","19,1","20,6","24,5","87,1",1,,2023-11-04 10:30:00
"39,3","2,30","2,24","4,592","4,481","69,8","990,0","1,0","19,2","20,6","24,9","86,1",1,,2023-11-04 11:30:00
"39,1","2,30","2,23","6,890","6,716","70,3","990,0","1,5","19,5","20,6","25,2","85,4",1,,2023-11-04 12:30:00
"39,0","2,30","2,22","9,188","8,938","70,6","989,0","2,7","20,2","20,7","25,7","84,3",1,,2023-11-04 13:30:00
"39,0","2,30","2,21","11,485","11,152","70,3","988,0","3,5","20,5","20,6","25,9","84,5",1,,2023-11-04 14:30:00
"39,0","2,30","2,21","13,783","13,363","70,0","988,0","3,9","20,7","20,6","26,1","85,8",1,,2023-11-04 15:30:00
"39,0","2,30","2,21","16,081","15,574","70,5","987,0","3,8","20,7","20,7","26,1","89,5",1,,2023-11-04 16:30:00
"39,0","2,30","2,21","18,378","17,786","70,2","987,0","3,6","20,7","20,7","26,1","90,6",1,,2023-11-04 17:30:00
"39,1","2,30","2,21","20,676","20,000","70,0","988,0","3,5","20,6","20,6","26,0","92,3",1,,2023-11-04 18:30:00
"39,0","2,30","2,21","22,974","22,212","69,9","987,0","3,6","20,6","20,7","26,1","93,6",1,,2023-11-04 19:30:00
"39,0","2,30","2,21","25,271","24,421","70,3","986,0","3,8","20,8","20,6","26,2","93,9",1,,2023-11-04 20:30:00
"39,0","2,30","2,21","27,188","26,261","70,8","986,0","4,0","20,9","20,6","26,3","94,9",1,,2023-11-04 21:20:03
"39,0","2,30","2,22","27,188","26,261","69,4","989,0","2,9","20,3","20,6","25,7","88,9",1,,2023-11-04 21:20:25
"0,0","0,00","0,00","0,000","0,000","0,5","986,0","4,1","20,9","20,7","26,8","95,5",1,1.0,2023-11-04 21:24:49
"0,0","0,00","0,00","0,000","0,000","0,5","986,0","4,1","29,1","21,0","26,6","95,6",1,1.0,2023-11-04 21:30:00
"39,0","2,29","2,20","2,294","2,200","69,4","985,0","4,3","21,5","20,6","26,4","95,9",1,1.0,2023-11-04 22:30:00
"39,0","2,30","2,20","4,592","4,404","69,4","984,0","4,7","21,7","20,6","26,6","96,4",1,1.0,2023-11-04 23:30:00
"39,0","2,30","2,19","6,890","6,596","69,4","983,0","5,1","22,1","20,6","26,9","96,7",1,1.0,2023-11-05 00:30:00
"38,9","2,30","2,19","9,188","8,784","69,6","982,0","5,4","22,3","20,6","27,1","96,9",1,1.0,2023-11-05 01:30:00
"39,0","2,30","2,18","11,485","10,967","69,7","982,0","5,7","22,4","20,6","27,2","97,1",1,1.0,2023-11-05 02:30:00
"38,9","2,30","2,18","13,783","13,146","69,4","981,0","5,9","22,6","20,6","27,4","97,0",1,1.0,2023-11-05 03:30:00
"38,9","2,30","2,17","16,081","15,321","69,3","980,0","6,3","22,7","20,6","27,5","96,4",1,1.0,2023-11-05 04:30:00
"38,8","2,30","2,17","18,378","17,491","68,8","980,0","6,8","22,9","20,6","27,7","95,5",1,1.0,2023-11-05 05:30:00
"38,8","2,30","2,16","20,676","19,653","69,3","979,0","7,6","23,2","20,7","27,9","93,1",1,1.0,2023-11-05 06:30:00
"38,7","2,30","2,16","22,973","21,808","69,3","978,0","8,3","23,4","20,6","28,0","90,3",1,1.0,2023-11-05 07:30:00
"38,7","2,30","2,15","25,271","23,959","69,4","978,0","8,8","23,6","20,6","28,2","88,1",1,1.0,2023-11-05 08:30:00
"38,5","2,30","2,15","27,188","25,750","68,6","977,0","9,0","23,7","20,7","28,0","86,9",1,1.0,2023-11-05 09:20:03
"38,5","2,30","2,18","27,188","25,750","68,9","981,0","6,4","22,7","20,6","27,4","94,3",1,1.0,2023-11-05 09:20:03
"0,0","0,00","0,00","0,000","0,000","0,3","978,0","9,1","30,6","19,5","27,6","86,0",2,2.0,2023-11-05 09:30:00
"38,5","2,29","2,14","2,295","2,142","70,0","977,0","9,2","23,5","20,6","27,6","85,3",2,2.0,2023-11-05 10:30:00
"38,5","2,30","2,14","4,592","4,283","69,6","976,0","9,7","23,7","20,6","28,2","83,0",2,2.0,2023-11-05 11:30:00
"38,3","2,30","2,13","6,890","6,415","68,5","975,0","10,5","24,2","20,6","28,7","78,7",2,2.0,2023-11-05 12:30:00
"38,3","2,30","2,12","9,188","8,539","69,6","975,0","11,3","24,7","20,6","29,0","75,2",2,2.0,2023-11-05 13:30:00
"38,3","2,30","2,12","11,485","10,661","69,6","974,0","11,6","24,9","20,6","29,2","75,4",2,2.0,2023-11-05 14:30:00
"38,4","2,30","2,12","13,783","12,784","68,4","975,0","11,5","24,8","20,6","29,2","76,4",2,2.0,2023-11-05 15:30:00
"38,5","2,30","2,13","16,081","14,910","68,4","975,0","11,2","24,7","20,6","29,1","78,2",2,2.0,2023-11-05 16:30:00
"38,6","2,30","2,13","18,378","17,039","68,4","975,0","10,8","24,5","20,6","29,0","80,4",2,2.0,2023-11-05 17:30:00
"38,6","2,30","2,13","20,676","19,170","69,0","975,0","10,6","24,5","20,6","29,0","81,7",2,2.0,2023-11-05 18:30:00
"38,6","2,30","2,13","22,974","21,303","69,3","975,0","10,4","24,3","20,6","28,9","83,7",2,2.0,2023-11-05 19:30:00
"38,6","2,30","2,13","25,271","23,436","68,7","975,0","10,2","24,3","20,6","28,9","84,3",2,2.0,2023-11-05 20:30:00
"38,6","2,30","2,13","27,188","25,216","68,1","975,0","10,0","24,3","20,6","28,8","85,4",2,2.0,2023-11-05 21:20:03
"38,6","2,30","2,14","27,188","25,216","69,0","976,0","10,6","24,4","20,6","28,8","80,6",2,2.0,2023-11-05 21:20:03
"0,0","0,00","0,00","0,000","0,000","0,0","975,0","9,9","32,6","20,5","29,6","85,9",3,3.0,2023-11-05 21:30:00
"38,7","2,29","2,13","2,295","2,132","67,8","974,0","9,7","28,0","20,6","28,7","86,7",3,3.0,2023-11-05 22:30:00
"38,7","2,30","2,14","4,592","4,270","68,1","974,0","9,2","27,5","20,6","28,5","88,4",3,3.0,2023-11-05 23:30:00
"38,8","2,30","2,14","6,890","6,413","68,3","973,0","8,4","27,3","20,6","28,4","89,8",3,3.0,2023-11-06 00:30:00
"38,9","2,30","2,15","9,188","8,559","68,6","972,0","7,9","27,3","20,6","28,3","92,7",3,3.0,2023-11-06 01:30:00
"38,9","2,30","2,15","11,485","10,704","67,5","972,0","7,6","27,2","20,6","28,3","94,8",3,3.0,2023-11-06 02:30:00
"38,9","2,30","2,14","13,783","12,847","68,1","971,0","7,9","27,1","20,6","28,3","95,2",3,3.0,2023-11-06 03:30:00
"38,8","2,30","2,14","16,081","14,985","68,1","970,0","8,3","27,2","20,6","28,3","95,5",3,3.0,2023-11-06 04:30:00
"38,8","2,30","2,13","18,378","17,118","68,3","970,0","8,9","27,4","20,6","28,4","95,6",3,3.0,2023-11-06 05:30:00
"38,8","2,30","2,13","20,676","19,248","67,8","970,0","9,4","27,6","20,6","28,6","94,7",3,3.0,2023-11-06 06:30:00
"38,9","2,30","2,14","22,974","21,387","68,1","971,0","8,4","27,4","20,6","28,4","90,5",3,3.0,2023-11-06 07:30:00
"39,0","2,30","2,14","25,271","23,530","68,1","971,0","7,8","27,2","20,6","28,3","89,4",3,3.0,2023-11-06 08:30:00
"39,0","2,30","2,14","27,188","25,318","68,3","971,0","7,9","27,3","20,6","28,3","90,4",3,3.0,2023-11-06 09:20:03
"39,0","2,30","2,14","27,188","25,318","68,3","972,0","8,5","27,4","20,6","28,4","92,0",3,3.0,2023-11-06 09:20:25
"0,0","0,00","0,00","0,000","0,000","0,0","971,0","8,1","27,5","20,6","29,2","89,9",1,,2023-11-06 09:22:25
"0,0","0,00","0,00","0,000","0,000","0,0","971,0","8,2","31,7","21,2","29,2","89,0",1,,2023-11-06 09:30:00
"38,9","2,29","2,13","2,294","2,135","68,1","971,0","8,5","23,7","20,7","28,3","88,6",1,,2023-11-06 10:30:00
"39,0","2,30","2,14","4,592","4,274","68,9","971,0","8,5","23,5","20,6","28,3","91,0",1,,2023-11-06 11:30:00
"38,9","2,30","2,13","6,890","6,408","68,1","971,0","8,8","23,5","20,6","28,4","92,8",1,,2023-11-06 12:30:00
"38,8","2,30","2,13","9,187","8,535","68,4","970,0","9,6","23,9","20,6","28,6","90,2",1,,2023-11-06 13:30:00
"38,8","2,30","2,12","11,485","10,658","68,0","969,0","10,0","24,0","20,6","28,7","89,8",1,,2023-11-06 14:30:00
"38,9","2,30","2,12","13,783","12,779","68,1","969,0","10,0","24,0","20,6","28,7","91,2",1,,2023-11-06 15:30:00
"38,8","2,30","2,12","16,080","14,901","68,1","968,0","9,8","24,0","20,6","28,7","93,2",1,,2023-11-06 16:30:00
"38,8","2,30","2,12","18,378","17,022","67,8","968,0","10,0","24,0","20,6","28,7","94,3",1,,2023-11-06 17:30:00
"38,7","2,30","2,12","20,676","19,140","67,8","968,0","10,3","24,1","20,6","28,7","92,8",1,,2023-11-06 18:30:00
"38,8","2,30","2,12","22,973","21,259","67,8","969,0","10,3","24,1","20,6","28,7","91,4",1,,2023-11-06 19:30:00
"38,9","2,30","2,13","25,271","23,384","68,3","969,0","9,6","23,9","20,6","28,6","88,4",1,,2023-11-06 20:30:00
"38,9","2,30","2,13","27,569","25,513","68,9","970,0","9,3","23,7","20,6","28,5","87,5",1,,2023-11-06 21:30:00
"38,8","2,30","2,13","29,866","27,646","68,4","970,0","8,9","23,6","20,6","28,4","88,0",1,,2023-11-06 22:30:00
"38,9","2,30","2,13","32,164","29,781","68,6","970,0","8,7","23,5","20,6","28,4","87,6",1,,2023-11-06 23:30:00
"38,9","2,30","2,14","34,462","31,918","69,2","971,0","8,6","23,4","20,6","28,3","86,3",1,,2023-11-07 00:30:00
"38,9","2,30","2,14","36,760","34,060","68,1","972,0","8,2","23,2","20,6","28,2","87,7",1,,2023-11-07 01:30:00
"38,9","2,30","2,14","39,057","36,201","69,2","972,0","8,3","23,3","20,6","28,2","88,2",1,,2023-11-07 02:30:00
"38,9","2,30","2,14","41,355","38,343","68,6","972,0","8,3","23,2","20,6","28,2","90,6",1,,2023-11-07 03:30:00
"38,9","2,30","2,14","43,653","40,486","68,4","972,0","8,3","23,2","20,6","28,1","91,9",1,,2023-11-07 04:30:00
"38,9","2,30","2,14","45,950","42,630","69,2","973,0","8,3","23,2","20,7","28,1","92,5",1,,2023-11-07 05:30:00
"38,9","2,30","2,14","48,248","44,771","68,1","973,0","8,7","23,3","20,6","28,2","90,1",1,,2023-11-07 06:30:00
"38,9","2,30","2,14","50,546","46,913","68,3","974,0","8,7","23,4","20,6","28,2","89,9",1,,2023-11-07 07:30:00
"39,0","2,30","2,14","52,843","49,058","68,6","974,0","8,5","23,3","20,6","28,2","91,0",1,,2023-11-07 08:30:00
"39,0","2,30","2,15","54,760","50,848","68,7","975,0","8,5","23,3","20,6","28,2","91,3",1,,2023-11-07 09:20:03
"39,0","2,30","2,14","54,760","50,848","68,4","971,0","9,0","23,6","20,6","28,4","90,3",1,,2023-11-07 09:20:25
"0,0","0,00","0,00","0,000","0,000","0,0","975,0","8,7","23,3","20,5","28,4","90,9",1,1.0,2023-11-07 09:27:17
"0,0","0,00","0,00","0,000","0,000","0,1","975,0","8,7","31,3","21,2","28,6","90,6",1,1.0,2023-11-07 09:30:00
"38,7","2,29","2,14","2,294","2,142","66,9","975,0","8,9","25,0","20,7","28,1","89,1",1,1.0,2023-11-07 10:30:00
"38,8","2,30","2,15","4,592","4,287","66,6","976,0","9,0","25,2","20,6","28,3","88,0",1,1.0,2023-11-07 11:30:00
"38,8","2,30","2,15","6,890","6,432","67,1","977,0","9,1","25,1","20,6","28,3","90,2",1,1.0,2023-11-07 12:30:00
"38,8","2,30","2,15","9,187","8,578","66,9","977,0","9,2","25,2","20,6","28,3","87,1",1,1.0,2023-11-07 13:30:00
"38,8","2,30","2,15","11,485","10,723","67,7","978,0","9,4","25,3","20,6","28,3","84,5",1,1.0,2023-11-07 14:30:00
"38,8","2,30","2,15","13,783","12,871","66,9","978,0","9,4","25,3","20,6","28,3","83,2",1,1.0,2023-11-07 15:30:00
"38,8","2,30","2,15","16,080","15,022","67,7","979,0","9,1","25,2","20,6","28,2","83,6",1,1.0,2023-11-07 16:30:00
"38,9","2,30","2,15","18,378","17,176","67,4","980,0","8,9","25,0","20,6","28,0","82,3",1,1.0,2023-11-07 17:30:00
"38,9","2,30","2,16","20,676","19,334","67,5","981,0","8,6","25,0","20,6","27,9","80,3",1,1.0,2023-11-07 18:30:00
"39,0","2,30","2,16","22,974","21,495","67,7","981,0","8,5","25,2","20,6","28,2","82,5",1,1.0,2023-11-07 19:30:00
"39,0","2,30","2,16","25,271","23,656","67,4","982,0","8,5","25,4","20,6","28,4","83,1",1,1.0,2023-11-07 20:30:00
"39,0","2,30","2,16","27,188","25,460","67,7","982,0","8,4","25,3","20,6","28,2","83,8",1,1.0,2023-11-07 21:20:03
"39,0","2,30","2,15","27,188","25,460","68,6","979,0","8,9","25,2","20,6","28,2","84,8",1,1.0,2023-11-07 21:20:03
"0,0","0,00","0,00","0,000","0,000","0,0","983,0","8,4","37,7","20,4","29,0","85,3",2,2.0,2023-11-07 21:30:00
"39,0","2,29","2,16","2,294","2,163","66,3","982,0","8,2","31,6","20,6","28,0","87,8",2,2.0,2023-11-07 22:30:00
"39,0","2,30","2,17","4,592","4,332","66,6","983,0","7,8","31,3","20,6","27,6","90,9",2,2.0,2023-11-07 23:30:00
"39,0","2,30","2,17","6,890","6,501","66,9","983,0","7,8","32,2","20,6","27,5","89,4",2,2.0,2023-11-08 00:30:00
"39,0","2,30","2,17","9,187","8,674","67,8","983,0","7,6","33,2","20,6","27,3","87,7",2,2.0,2023-11-08 01:30:00
"39,0","2,30","2,17","11,485","10,847","66,7","983,0","7,4","33,8","20,6","27,2","88,0",2,2.0,2023-11-08 02:30:00
"39,0","2,30","2,17","13,783","13,021","67,5","984,0","7,5","33,9","20,6","27,1","87,2",2,2.0,2023-11-08 03:30:00
"39,0","2,30","2,18","16,080","15,196","67,0","984,0","7,2","34,2","20,7","27,0","87,4",2,2.0,2023-11-08 04:30:00
"39,0","2,30","2,18","18,378","17,372","67,5","984,0","7,1","34,6","20,6","26,9","87,1",2,2.0,2023-11-08 05:30:00
"39,0","2,30","2,18","20,676","19,550","66,4","984,0","7,0","35,1","20,6","26,8","88,2",2,2.0,2023-11-08 06:30:00
