Date;Time;Type;D/N;Pump Run Time Total(h:m);Time of Measurement(h:m);Motorspeed(%);Actual(m3/h);Actual(Nm3/h);Actual(m3);Actual(Nm3);Filter Press.(hPa);Air Pressure(hPa);Outdoor Temp.('C);Filter Temp.('C);Chamber Temp.('C);Temperature orifice('C);Rel.Humidity(%);Magazine Position;Measuring Typ;Sample ID;Max. Planned Pos.;Event;Error
06.12.2023 10:29:26;LVS 3.1;00977;12167:52;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,3;1007,0;-8,9;;;20,0;83,1;1;Time;;;start of measurement;;
06.12.2023 10:30:00;LVS 3.1;00977;12167:52;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;1007,0;-8,9;;;20,0;83,1;1;Time;;;;
06.12.2023 11:30:00;LVS 3.1;00977;12168:52;1:00;67,8; 2,29; 2,36;   2,295;   2,360;58,8;1007,0;-9,0;;;11,6;82,5;1;Time;;;;;
06.12.2023 12:30:00;LVS 3.1;00977;12169:52;2:00;67,9; 2,30; 2,35;   4,595;   4,713;58,2;1006,0;-7,6;;;12,2;76,1;1;Time;;;;;
06.12.2023 13:30:00;LVS 3.1;00977;12170:52;3:00;68,3; 2,30; 2,35;   6,895;   7,064;58,7;1006,0;-7,5;;;13,7;74,8;1;Time;;;;;
06.12.2023 14:30:00;LVS 3.1;00977;12171:52;4:00;68,7; 2,30; 2,35;   9,195;   9,413;58,6;1006,0;-7,2;;;14,4;72,5;1;Time;;;;;
06.12.2023 15:30:00;LVS 3.1;00977;12172:52;5:00;69,1; 2,30; 2,36;  11,495;  11,774;58,8;1006,0;-8,6;;;14,2;77,7;1;Time;;;;;
06.12.2023 16:30:00;LVS 3.1;00977;12173:52;6:00;69,4; 2,30; 2,38;  13,795;  14,150;59,4;1007,0;-10,1;;;14,0;83,1;1;Time;;;;;
06.12.2023 17:30:00;LVS 3.1;00977;12174:52;7:00;69,4; 2,30; 2,38;  16,095;  16,527;59,3;1007,0;-10,2;;;14,0;84,8;1;Time;;;;;
06.12.2023 18:30:00;LVS 3.1;00977;12175:52;8:00;69,5; 2,30; 2,38;  18,395;  18,903;59,9;1007,0;-10,0;;;14,4;84,4;1;Time;;;;;
06.12.2023 19:30:00;LVS 3.1;00977;12176:52;9:00;69,4; 2,30; 2,37;  20,695;  21,278;59,8;1008,0;-9,7;;;14,7;85,2;1;Time;;;;;
06.12.2023 20:30:00;LVS 3.1;00977;12177:52;10:00;69,4; 2,30; 2,37;  22,995;  23,646;60,1;1008,0;-8,8;;;15,2;83,8;1;Time;;;;;
06.12.2023 21:30:00;LVS 3.1;00977;12178:52;11:00;69,5; 2,30; 2,37;  25,295;  26,013;60,1;1009,0;-8,7;;;15,7;82,4;1;Time;;;;;
06.12.2023 22:30:00;LVS 3.1;00977;12179:52;12:00;69,7; 2,30; 2,37;  27,595;  28,383;60,6;1009,0;-8,8;;;15,9;83,6;1;Time;;;;;
06.12.2023 23:30:00;LVS 3.1;00977;12180:52;13:00;69,7; 2,30; 2,37;  29,895;  30,754;60,6;1009,0;-8,9;;;16,1;84,2;1;Time;;;;;
07.12.2023 00:30:00;LVS 3.1;00977;12181:52;14:00;69,8; 2,30; 2,37;  32,195;  33,127;60,9;1010,0;-9,0;;;16,3;84,1;1;Time;;;;;
07.12.2023 01:30:00;LVS 3.1;00977;12182:52;15:00;70,0; 2,30; 2,37;  34,495;  35,499;60,8;1010,0;-8,9;;;16,5;84,0;1;Time;;;;;
07.12.2023 02:30:00;LVS 3.1;00977;12183:52;16:00;70,2; 2,30; 2,38;  36,795;  37,876;61,1;1010,0;-9,3;;;16,6;84,2;1;Time;;;;;
07.12.2023 03:30:00;LVS 3.1;00977;12184:52;17:00;70,4; 2,30; 2,38;  39,095;  40,260;61,4;1011,0;-10,0;;;16,6;84,7;1;Time;;;;;
07.12.2023 04:30:00;LVS 3.1;00977;12185:52;18:00;70,5; 2,30; 2,39;  41,395;  42,647;61,1;1011,0;-10,4;;;16,4;85,5;1;Time;;;;;
07.12.2023 05:30:00;LVS 3.1;00977;12186:52;19:00;70,5; 2,30; 2,39;  43,695;  45,036;61,4;1011,0;-10,4;;;16,4;85,7;1;Time;;;;;
07.12.2023 06:30:00;LVS 3.1;00977;12187:52;20:00;70,6; 2,30; 2,39;  45,995;  47,425;61,6;1011,0;-10,3;;;16,5;85,1;1;Time;;;;;
07.12.2023 07:30:00;LVS 3.1;00977;12188:52;21:00;70,7; 2,30; 2,39;  48,295;  49,818;61,9;1012,0;-10,7;;;16,5;84,4;1;Time;;;;;
07.12.2023 08:30:00;LVS 3.1;00977;12189:52;22:00;70,8; 2,30; 2,40;  50,595;  52,215;62,2;1012,0;-10,9;;;16,5;84,4;1;Time;;;;;
07.12.2023 09:30:00;LVS 3.1;00977;12190:52;23:00;70,8; 2,30; 2,40;  52,895;  54,614;62,2;1013,0;-11,1;;;16,5;84,5;1;Time;;;;;
07.12.2023 10:30:00;LVS 3.1;00977;12191:52;24:00;70,8; 2,30; 2,40;  55,195;  57,015;62,5;1013,0;-11,2;;;16,4;83,3;1;Time;;;;;
07.12.2023 10:30:03;LVS 3.1;00977;12191:52;24:00;70,8; 2,30; 2,40;  55,197;  57,017;62,5;1014,0;-11,0;;;16,4;81,7;1;Time;;;end;;
07.12.2023 10:30:03;LVS 3.1;00977;12191:52;24:00;70,8; 2,30; 2,38;  55,197;  57,017;62,2;1010,0;-9,5;;;15,3;82,7;1;Time;;;average values;;
09.12.2023 09:32:34;LVS 3.1;00977;12191:52;0:00; 0,0; 0,00; 0,00;   0,000;   0,000;52,5;1012,0;-14,6;;;14,8;81,0;1;Time;;;start of measurement;;
09.12.2023 09:32:35;LVS 3.1;00977;12191:52;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,4;1012,0;-14,6;;;14,8;81,0;1;Time;;;;
09.12.2023 10:32:35;LVS 3.1;00977;12192:52;0:59;67,8; 2,29; 2,42;   2,294;   2,421;59,7;1011,0;-14,6;;; 5,6;81,4;1;Time;;;;;
09.12.2023 11:32:35;LVS 3.1;00977;12193:52;1:59;68,3; 2,30; 2,42;   4,594;   4,845;59,7;1010,0;-14,4;;; 5,8;80,5;1;Time;;;;;
09.12.2023 12:32:35;LVS 3.1;00977;12194:52;2:59;68,5; 2,30; 2,42;   6,894;   7,264;60,5;1009,0;-14,2;;; 6,9;80,0;1;Time;;;;;
09.12.2023 13:32:35;LVS 3.1;00977;12195:52;3:59;68,8; 2,30; 2,42;   9,194;   9,713;60,4;1009,0;-14,1;;; 7,8;79,2;1;Time;;;;;
09.12.2023 14:32:35;LVS 3.1;00977;12196:52;4:59;68,9; 2,30; 2,42;  11,494;  12,130;60,6;1008,0;-14,2;;; 8,2;79,8;1;Time;;;;;
09.12.2023 15:32:35;LVS 3.1;00977;12197:52;5:59;69,1; 2,30; 2,42;  13,794;  14,546;60,5;1008,0;-14,2;;; 8,8;80,3;1;Time;;;;;
09.12.2023 16:32:35;LVS 3.1;00977;12198:52;6:59;69,3; 2,30; 2,42;  16,094;  16,990;60,8;1007,0;-14,4;;; 9,1;81,1;1;Time;;;;;
09.12.2023 17:32:35;LVS 3.1;00977;12199:52;7:59;69,6; 2,30; 2,42;  18,394;  19,409;60,7;1007,0;-14,7;;; 9,3;81,1;1;Time;;;;;
09.12.2023 18:32:35;LVS 3.1;00977;12200:52;8:59;69,8; 2,30; 2,42;  20,694;  21,832;61,0;1007,0;-15,0;;; 9,5;81,1;1;Time;;;;;
09.12.2023 19:32:35;LVS 3.1;00977;12201:52;9:59;69,9; 2,30; 2,42;  22,994;  24,253;61,5;1007,0;-15,0;;; 9,8;81,7;1;Time;;;;;
09.12.2023 20:32:35;LVS 3.1;00977;12202:52;10:59;70,0; 2,30; 2,42;  25,294;  26,728;61,5;1007,0;-14,9;;;10,2;82,2;1;Time;;;;;
09.12.2023 21:32:35;LVS 3.1;00977;12203:52;11:59;70,0; 2,30; 2,42;  27,594;  29,314;61,7;1006,0;-14,8;;;10,5;82,4;1;Time;;;;;
09.12.2023 22:32:35;LVS 3.1;00977;12204:52;12:59;70,1; 2,30; 2,42;  29,894;  31,761;61,7;1006,0;-14,8;;;10,8;82,5;1;Time;;;;;
09.12.2023 23:32:35;LVS 3.1;00977;12205:52;13:59;70,2; 2,30; 2,42;  32,194;  34,177;62,2;1006,0;-14,7;;;11,0;82,8;1;Time;;;;;
10.12.2023 00:32:35;LVS 3.1;00977;12206:52;14:59;70,2; 2,30; 2,41;  34,494;  36,589;61,9;1005,0;-14,4;;;11,3;83,0;1;Time;;;;;
10.12.2023 01:32:35;LVS 3.1;00977;12207:52;15:59;70,2; 2,30; 2,41;  36,794;  38,997;61,9;1005,0;-14,1;;;11,6;83,3;1;Time;;;;;
10.12.2023 02:32:35;LVS 3.1;00977;12208:52;16:59;70,2; 2,30; 2,40;  39,094;  41,400;62,4;1004,0;-13,8;;;12,1;83,7;1;Time;;;;;
10.12.2023 03:32:35;LVS 3.1;00977;12209:52;17:59;70,4; 2,30; 2,40;  41,394;  43,801;62,1;1004,0;-13,5;;;12,5;83,8;1;Time;;;;;
10.12.2023 04:32:35;LVS 3.1;00977;12210:52;18:59;70,5; 2,30; 2,40;  43,694;  46,200;62,1;1004,0;-13,4;;;12,8;84,0;1;Time;;;;;
10.12.2023 05:32:35;LVS 3.1;00977;12211:52;19:59;70,6; 2,30; 2,40;  45,993;  48,598;62,6;1003,0;-13,5;;;13,1;84,1;1;Time;;;;;
10.12.2023 06:32:35;LVS 3.1;00977;12212:52;20:59;70,8; 2,30; 2,40;  48,293;  50,995;62,9;1003,0;-13,4;;;13,4;84,6;1;Time;;;;;
10.12.2023 07:32:35;LVS 3.1;00977;12213:52;21:59;70,8; 2,30; 2,40;  50,593;  53,391;63,2;1003,0;-13,2;;;13,7;84,9;1;Time;;;;;
10.12.2023 08:32:35;LVS 3.1;00977;12214:52;22:59;70,9; 2,30; 2,39;  52,893;  55,785;63,1;1003,0;-13,1;;;13,9;84,9;1;Time;;;;;
10.12.2023 09:32:03;LVS 3.1;00977;12215:51;23:59;70,9; 2,30; 2,39;  55,172;  58,157;63,4;1003,0;-13,1;;;14,1;85,0;1;Time;;;end;;
10.12.2023 09:32:03;LVS 3.1;00977;12215:51;23:59;70,9; 2,30; 2,41;  55,172;  58,157;63,1;1006,0;-14,2;;;10,5;82,4;1;Time;;;average values;;
12.12.2023 10:44:37;LVS 3.1;00977;12215:51;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;995,0;-6,8;;;19,6;83,4;1;Time;;;start of measurement;;
12.12.2023 11:00:00;LVS 3.1;00977;12215:51;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;996,0;-6,8;;;19,8;83,2;1;Time;;;;
12.12.2023 12:00:00;LVS 3.1;00977;12216:51;1:00;67,2; 2,29; 2,31;   2,295;   2,312;61,1;995,0;-6,7;;;11,8;83,3;1;Time;;;;;
12.12.2023 13:00:00;LVS 3.1;00977;12217:51;2:00;67,7; 2,30; 2,31;   4,595;   4,625;61,2;994,0;-6,4;;;12,3;81,5;1;Time;;;;;
12.12.2023 14:00:00;LVS 3.1;00977;12218:51;3:00;68,1; 2,30; 2,31;   6,895;   6,939;61,6;994,0;-6,6;;;13,3;81,6;1;Time;;;;;
12.12.2023 15:00:00;LVS 3.1;00977;12219:51;4:00;68,5; 2,30; 2,32;   9,195;   9,256;60,9;994,0;-6,9;;;13,8;82,0;1;Time;;;;;
