Date;Time;Type;D/N;Pump Run Time Total(h:m);Time of Measurement(h:m);Motorspeed(%);Actual(m3/h);Actual(Nm3/h);Actual(m3);Actual(Nm3);Filter Press.(hPa);Air Pressure(hPa);Outdoor Temp.('C);Filter Temp.('C);Chamber Temp.('C);Temperature orifice('C);Rel.Humidity(%);Magazine Position;Measuring Typ;Sample ID;Max. Planned Pos.;Event;Error
02.01.2024 01:30:00;LVS 3.1;00977;12344:51;9:00;70,4; 2,30; 2,38;  20,695;  21,345;56,3;990,0;-14,9;;;12,9;78,4;1;Time;;;;;
02.01.2024 02:30:00;LVS 3.1;00977;12345:51;10:00;70,6; 2,30; 2,38;  22,994;  23,728;56,3;990,0;-15,3;;;12,9;78,4;1;Time;;;;;
02.01.2024 03:30:00;LVS 3.1;00977;12346:51;11:00;70,7; 2,30; 2,39;  25,294;  26,115;56,3;990,0;-15,8;;;12,7;78,6;1;Time;;;;;
02.01.2024 04:30:00;LVS 3.1;00977;12347:51;12:00;70,9; 2,30; 2,39;  27,594;  28,509;56,6;990,0;-16,5;;;12,3;79,8;1;Time;;;;;
02.01.2024 05:30:00;LVS 3.1;00977;12348:51;13:00;71,0; 2,30; 2,40;  29,894;  30,905;56,6;989,0;-16,9;;;12,0;80,3;1;Time;;;;;
02.01.2024 06:30:00;LVS 3.1;00977;12349:51;14:00;71,2; 2,30; 2,40;  32,194;  33,307;56,6;989,0;-17,5;;;11,8;79,6;1;Time;;;;;
02.01.2024 07:30:00;LVS 3.1;00977;12350:51;15:00;71,4; 2,30; 2,41;  34,494;  35,716;56,9;989,0;-18,3;;;11,3;80,5;1;Time;;;;;
02.01.2024 08:30:00;LVS 3.1;00977;12351:51;16:00;71,4; 2,30; 2,42;  36,794;  38,258;56,6;989,0;-19,1;;;10,8;82,0;1;Time;;;;;
02.01.2024 09:30:00;LVS 3.1;00977;12352:51;17:00;71,7; 2,30; 2,42;  39,094;  40,832;56,3;989,0;-19,2;;;10,8;80,2;1;Time;;;;;
02.01.2024 10:30:00;LVS 3.1;00977;12353:51;18:00;71,6; 2,30; 2,42;  41,394;  43,253;56,6;989,0;-19,6;;;10,6;79,3;1;Time;;;;;
02.01.2024 11:30:00;LVS 3.1;00977;12354:51;19:00;71,6; 2,30; 2,42;  43,694;  45,675;57,2;989,0;-19,8;;;10,6;77,3;1;Time;;;;;
02.01.2024 12:30:00;LVS 3.1;00977;12355:51;20:00;71,6; 2,30; 2,42;  45,994;  48,097;57,2;988,0;-19,8;;;10,7;76,0;1;Time;;;;;
02.01.2024 13:30:00;LVS 3.1;00977;12356:51;21:00;71,5; 2,30; 2,42;  48,294;  50,859;56,9;988,0;-19,6;;;10,8;75,2;1;Time;;;;;
02.01.2024 14:30:00;LVS 3.1;00977;12357:51;22:00;71,4; 2,30; 2,42;  50,594;  53,591;57,2;988,0;-19,6;;;10,7;74,7;1;Time;;;;;
02.01.2024 15:30:00;LVS 3.1;00977;12358:51;23:00;71,3; 2,30; 2,42;  52,894;  56,014;57,2;988,0;-19,3;;;10,6;72,9;1;Time;;;;;
02.01.2024 16:30:00;LVS 3.1;00977;12359:51;24:00;71,3; 2,30; 2,42;  55,194;  58,430;57,2;988,0;-19,2;;;10,5;74,4;1;Time;;;;;
02.01.2024 16:30:03;LVS 3.1;00977;12359:52;24:00;71,2; 2,30; 2,42;  55,196;  58,432;56,9;988,0;-19,3;;;10,4;75,1;1;Time;;;end;;
02.01.2024 16:30:03;LVS 3.1;00977;12359:52;24:00;71,2; 2,30; 2,40;  55,196;  58,432;56,9;990,0;-16,8;;;12,0;78,2;1;Time;;;average values;;
02.01.2024 18:29:21;LVS 3.1;00977;12359:52;0:00; 0,0; 0,00; 0,00;   0,000;   0,000;48,4;989,0;-19,9;;;30,6;75,5;1;Time;;;start of measurement;;
03.01.2024 09:30:00;LVS 3.1;00977;12359:52;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,2;989,0;-23,5;;;22,2;76,8;1;Time;;;;
03.01.2024 10:30:00;LVS 3.1;00977;12360:52;1:00;70,7; 2,29; 2,45;   2,295;   2,452;55,8;989,0;-23,4;;; 7,0;76,4;1;Time;;;;;
03.01.2024 11:30:00;LVS 3.1;00977;12361:52;2:00;71,0; 2,30; 2,45;   4,595;   4,902;55,6;988,0;-22,7;;; 6,1;76,0;1;Time;;;;;
03.01.2024 12:30:00;LVS 3.1;00977;12362:52;3:00;71,2; 2,30; 2,44;   6,895;   7,345;55,8;988,0;-22,1;;; 7,1;75,3;1;Time;;;;;
03.01.2024 13:30:00;LVS 3.1;00977;12363:52;4:00;71,3; 2,30; 2,44;   9,195;   9,785;55,7;988,0;-21,8;;; 7,7;74,8;1;Time;;;;;
03.01.2024 14:30:00;LVS 3.1;00977;12364:52;5:00;71,2; 2,30; 2,44;  11,495;  12,222;55,7;987,0;-21,7;;; 7,8;75,2;1;Time;;;;;
03.01.2024 15:30:00;LVS 3.1;00977;12365:52;6:00;71,1; 2,30; 2,43;  13,795;  14,656;55,7;987,0;-21,4;;; 7,8;75,7;1;Time;;;;;
03.01.2024 16:30:00;LVS 3.1;00977;12366:52;7:00;71,2; 2,30; 2,43;  16,095;  17,089;55,9;987,0;-21,3;;; 8,0;76,4;1;Time;;;;;
03.01.2024 17:30:00;LVS 3.1;00977;12367:52;8:00;71,5; 2,30; 2,44;  18,395;  19,527;56,2;987,0;-21,8;;; 7,8;77,7;1;Time;;;;;
03.01.2024 18:30:00;LVS 3.1;00977;12368:52;9:00;71,7; 2,30; 2,44;  20,695;  21,968;56,5;987,0;-22,3;;; 7,6;78,3;1;Time;;;;;
03.01.2024 19:30:00;LVS 3.1;00977;12369:52;10:00;71,7; 2,30; 2,44;  22,995;  24,412;56,8;986,0;-22,6;;; 7,5;78,1;1;Time;;;;;
03.01.2024 20:30:00;LVS 3.1;00977;12370:52;11:00;72,0; 2,30; 2,45;  25,295;  26,860;56,5;986,0;-23,1;;; 7,5;78,1;1;Time;;;;;
03.01.2024 21:30:00;LVS 3.1;00977;12371:52;12:00;72,1; 2,30; 2,45;  27,595;  29,314;56,8;986,0;-23,8;;; 7,2;78,4;1;Time;;;;;
03.01.2024 22:30:00;LVS 3.1;00977;12372:52;13:00;72,3; 2,30; 2,46;  29,895;  31,773;57,3;986,0;-24,2;;; 7,1;77,8;1;Time;;;;;
03.01.2024 23:30:00;LVS 3.1;00977;12373:52;14:00;72,4; 2,30; 2,46;  32,195;  34,233;57,6;985,0;-24,4;;; 6,9;77,5;1;Time;;;;;
04.01.2024 00:30:00;LVS 3.1;00977;12374:52;15:00;72,4; 2,30; 2,46;  34,495;  36,696;57,6;985,0;-24,8;;; 6,7;77,3;1;Time;;;;;
04.01.2024 01:30:00;LVS 3.1;00977;12375:52;16:00;72,3; 2,30; 2,46;  36,795;  39,159;57,7;985,0;-24,9;;; 6,6;77,1;1;Time;;;;;
04.01.2024 02:30:00;LVS 3.1;00977;12376:52;17:00;72,3; 2,30; 2,46;  39,095;  41,618;57,9;985,0;-24,6;;; 6,6;76,9;1;Time;;;;;
04.01.2024 03:30:00;LVS 3.1;00977;12377:52;18:00;72,3; 2,30; 2,46;  41,395;  44,078;57,6;984,0;-24,7;;; 6,6;77,2;1;Time;;;;;
04.01.2024 04:30:00;LVS 3.1;00977;12378:52;19:00;72,3; 2,30; 2,46;  43,695;  46,535;57,9;984,0;-24,6;;; 6,6;76,7;1;Time;;;;;
04.01.2024 05:30:00;LVS 3.1;00977;12379:52;20:00;72,2; 2,30; 2,45;  45,995;  48,989;58,2;984,0;-24,3;;; 6,6;77,7;1;Time;;;;;
04.01.2024 06:30:00;LVS 3.1;00977;12380:52;21:00;72,2; 2,30; 2,45;  48,295;  51,443;58,5;983,0;-24,4;;; 6,7;76,7;1;Time;;;;;
04.01.2024 07:30:00;LVS 3.1;00977;12381:52;22:00;72,2; 2,30; 2,45;  50,595;  53,895;58,2;983,0;-24,3;;; 6,7;76,7;1;Time;;;;;
04.01.2024 08:30:00;LVS 3.1;00977;12382:52;23:00;72,1; 2,30; 2,45;  52,895;  56,346;58,5;983,0;-24,2;;; 6,6;77,0;1;Time;;;;;
04.01.2024 09:20:03;LVS 3.1;00977;12383:42;23:50;72,3; 2,30; 2,45;  54,814;  58,390;58,8;983,0;-24,1;;; 6,9;76,7;1;Time;;;end;;
04.01.2024 09:20:03;LVS 3.1;00977;12383:42;23:50;72,3; 2,30; 2,45;  54,814;  58,390;58,5;986,0;-23,4;;; 7,1;76,9;1;Time;;;average values;;
05.01.2024 09:56:12;LVS 3.1;00977;12383:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;987,0;-21,9;;;22,2;76,8;1;Time;;;start of measurement;;
05.01.2024 10:00:00;LVS 3.1;00977;12383:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;986,0;-21,9;;;22,2;76,8;1;Time;;;;
05.01.2024 12:00:00;LVS 3.1;00977;12385:42;2:00;71,2; 2,30; 2,43;   4,595;   4,858;59,1;985,0;-21,3;;; 8,2;76,0;1;Time;;;;;
05.01.2024 13:00:00;LVS 3.1;00977;12386:42;3:00;70,9; 2,30; 2,41;   6,895;   7,269;58,7;985,0;-19,5;;; 9,4;73,0;1;Time;;;;;
05.01.2024 14:00:00;LVS 3.1;00977;12387:42;4:00;70,8; 2,30; 2,39;   9,195;   9,664;59,0;985,0;-17,9;;;11,2;70,3;1;Time;;;;;
05.01.2024 15:00:00;LVS 3.1;00977;12388:42;5:00;71,2; 2,30; 2,40;  11,495;  12,063;58,9;985,0;-18,4;;;11,1;73,4;1;Time;;;;;
05.01.2024 16:00:00;LVS 3.1;00977;12389:42;6:00;71,3; 2,30; 2,40;  13,794;  14,467;58,9;985,0;-18,8;;;10,5;76,2;1;Time;;;;;
05.01.2024 17:00:00;LVS 3.1;00977;12390:42;7:00;71,5; 2,30; 2,41;  16,094;  16,874;59,2;985,0;-19,2;;;10,3;77,7;1;Time;;;;;
05.01.2024 18:00:00;LVS 3.1;00977;12391:42;8:00;71,5; 2,30; 2,41;  18,394;  19,284;59,5;985,0;-19,4;;;10,2;78,2;1;Time;;;;;
05.01.2024 19:00:00;LVS 3.1;00977;12392:42;9:00;71,6; 2,30; 2,41;  20,694;  21,696;59,2;985,0;-19,6;;;10,2;77,9;1;Time;;;;;
05.01.2024 20:00:00;LVS 3.1;00977;12393:42;10:00;71,6; 2,30; 2,41;  22,994;  24,109;59,5;985,0;-19,7;;;10,1;78,8;1;Time;;;;;
05.01.2024 21:00:00;LVS 3.1;00977;12394:42;11:00;71,7; 2,30; 2,41;  25,294;  26,524;59,7;986,0;-19,8;;;10,1;78,3;1;Time;;;;;
05.01.2024 22:00:00;LVS 3.1;00977;12395:42;12:00;71,7; 2,30; 2,42;  27,594;  28,941;60,0;986,0;-19,9;;;10,1;77,8;1;Time;;;;;
05.01.2024 23:00:00;LVS 3.1;00977;12396:42;13:00;71,7; 2,30; 2,42;  29,894;  31,461;60,0;986,0;-20,1;;;10,0;78,8;1;Time;;;;;
06.01.2024 00:00:00;LVS 3.1;00977;12397:42;14:00;71,7; 2,30; 2,42;  32,194;  33,877;60,3;986,0;-19,8;;;10,1;78,5;1;Time;;;;;
06.01.2024 01:00:00;LVS 3.1;00977;12398:42;15:00;71,6; 2,30; 2,41;  34,494;  36,288;60,6;986,0;-19,3;;;10,4;78,5;1;Time;;;;;
06.01.2024 02:00:00;LVS 3.1;00977;12399:42;16:00;71,5; 2,30; 2,41;  36,794;  38,697;60,6;986,0;-19,1;;;10,8;77,1;1;Time;;;;;
06.01.2024 03:00:00;LVS 3.1;00977;12400:42;17:00;71,5; 2,30; 2,40;  39,095;  41,098;60,6;986,0;-18,4;;;11,1;77,5;1;Time;;;;;
06.01.2024 04:00:00;LVS 3.1;00977;12401:42;18:00;71,4; 2,30; 2,40;  41,395;  43,497;60,9;985,0;-18,2;;;11,3;79,2;1;Time;;;;;
06.01.2024 05:00:00;LVS 3.1;00977;12402:42;19:00;71,3; 2,30; 2,40;  43,695;  45,894;60,9;985,0;-18,0;;;11,4;78,6;1;Time;;;;;
06.01.2024 06:00:00;LVS 3.1;00977;12403:42;20:00;71,5; 2,30; 2,40;  45,995;  48,292;61,1;985,0;-18,0;;;11,5;79,0;1;Time;;;;;
06.01.2024 07:00:00;LVS 3.1;00977;12404:42;21:00;71,4; 2,30; 2,40;  48,295;  50,688;61,1;985,0;-17,9;;;11,6;79,7;1;Time;;;;;
06.01.2024 08:00:00;LVS 3.1;00977;12405:42;22:00;71,4; 2,30; 2,40;  50,595;  53,083;61,1;985,0;-17,8;;;11,7;79,1;1;Time;;;;;
06.01.2024 09:00:00;LVS 3.1;00977;12406:42;23:00;71,6; 2,30; 2,40;  52,895;  55,481;61,7;986,0;-18,0;;;11,7;78,5;1;Time;;;;;
06.01.2024 10:00:00;LVS 3.1;00977;12407:42;24:00;71,5; 2,30; 2,40;  55,195;  57,878;62,0;986,0;-17,7;;;11,8;78,1;1;Time;;;;;
06.01.2024 10:00:03;LVS 3.1;00977;12407:42;24:00;71,5; 2,30; 2,40;  55,197;  57,880;62,0;986,0;-17,5;;;11,8;77,7;1;Time;;;end;;
06.01.2024 10:00:03;LVS 3.1;00977;12407:42;24:00;71,5; 2,30; 2,41;  55,197;  57,880;61,7;986,0;-19,1;;;10,6;77,4;1;Time;;;average values;;
07.01.2024 08:46:15;LVS 3.1;00977;12407:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000;52,3;999,0;-23,3;;;24,6;77,8;1;Time;;;start of measurement;;
07.01.2024 09:30:00;LVS 3.1;00977;12407:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,1;999,0;-23,6;;;24,8;77,8;1;Time;;;;
07.01.2024 10:30:00;LVS 3.1;00977;12408:42;1:00;71,3; 2,29; 2,47;   2,294;   2,474;58,1;999,0;-23,1;;; 8,8;76,6;1;Time;;;;;
07.01.2024 11:30:00;LVS 3.1;00977;12409:42;2:00;71,7; 2,30; 2,48;   4,594;   4,957;57,9;999,0;-23,3;;; 7,4;76,6;1;Time;;;;;
07.01.2024 12:30:00;LVS 3.1;00977;12410:42;3:00;71,3; 2,30; 2,46;   6,895;   7,421;58,1;1000,0;-21,2;;; 8,5;71,3;1;Time;;;;;
07.01.2024 13:30:00;LVS 3.1;00977;12411:42;4:00;71,5; 2,30; 2,46;   9,195;   9,879;58,3;1000,0;-20,5;;; 9,9;70,0;1;Time;;;;;
07.01.2024 14:30:00;LVS 3.1;00977;12412:42;5:00;71,6; 2,30; 2,46;  11,495;  12,340;58,6;1001,0;-20,8;;;10,1;73,9;1;Time;;;;;
07.01.2024 15:30:00;LVS 3.1;00977;12413:42;6:00;71,7; 2,30; 2,46;  13,795;  14,798;58,2;1001,0;-20,4;;;10,1;73,8;1;Time;;;;;
07.01.2024 16:30:00;LVS 3.1;00977;12414:42;7:00;71,8; 2,30; 2,46;  16,095;  17,257;58,5;1001,0;-20,4;;;10,1;75,3;1;Time;;;;;
07.01.2024 17:30:00;LVS 3.1;00977;12415:42;8:00;71,9; 2,30; 2,46;  18,395;  19,720;59,1;1001,0;-20,8;;;10,0;76,5;1;Time;;;;;
07.01.2024 18:30:00;LVS 3.1;00977;12416:42;9:00;72,0; 2,30; 2,47;  20,695;  22,190;59,1;1002,0;-21,3;;; 9,7;77,8;1;Time;;;;;
07.01.2024 19:30:00;LVS 3.1;00977;12417:42;10:00;72,1; 2,30; 2,47;  22,995;  24,663;59,1;1002,0;-21,6;;; 9,6;78,6;1;Time;;;;;
07.01.2024 20:30:00;LVS 3.1;00977;12418:42;11:00;72,3; 2,30; 2,48;  25,295;  27,139;59,1;1003,0;-21,9;;; 9,4;79,3;1;Time;;;;;
07.01.2024 21:30:00;LVS 3.1;00977;12419:42;12:00;72,4; 2,30; 2,48;  27,595;  29,621;59,7;1003,0;-22,2;;; 9,3;79,7;1;Time;;;;;
07.01.2024 22:30:00;LVS 3.1;00977;12420:42;13:00;72,6; 2,30; 2,49;  29,895;  32,108;59,4;1003,0;-22,7;;; 9,1;79,9;1;Time;;;;;
07.01.2024 23:30:00;LVS 3.1;00977;12421:42;14:00;72,5; 2,30; 2,49;  32,195;  34,597;59,9;1003,0;-22,8;;; 9,0;79,2;1;Time;;;;;
08.01.2024 00:30:00;LVS 3.1;00977;12422:42;15:00;72,5; 2,30; 2,48;  34,495;  37,080;59,9;1004,0;-22,3;;; 9,1;81,1;1;Time;;;;;
08.01.2024 01:30:00;LVS 3.1;00977;12423:42;16:00;72,5; 2,30; 2,49;  36,795;  39,567;60,8;1004,0;-22,6;;; 9,2;79,7;1;Time;;;;;
08.01.2024 02:30:00;LVS 3.1;00977;12424:42;17:00;72,7; 2,30; 2,49;  39,095;  42,058;60,5;1004,0;-23,0;;; 9,0;78,6;1;Time;;;;;
08.01.2024 03:30:00;LVS 3.1;00977;12425:42;18:00;72,7; 2,30; 2,49;  41,395;  44,551;60,8;1004,0;-23,1;;; 9,0;78,6;1;Time;;;;;
08.01.2024 04:30:00;LVS 3.1;00977;12426:42;19:00;72,6; 2,30; 2,49;  43,695;  47,042;61,1;1004,0;-22,9;;; 9,0;78,1;1;Time;;;;;
08.01.2024 05:30:00;LVS 3.1;00977;12427:42;20:00;72,7; 2,30; 2,49;  45,995;  49,531;61,4;1004,0;-22,8;;; 9,1;78,2;1;Time;;;;;
08.01.2024 06:30:00;LVS 3.1;00977;12428:42;21:00;72,5; 2,30; 2,49;  48,295;  52,017;61,4;1004,0;-22,5;;; 9,2;78,8;1;Time;;;;;
08.01.2024 07:30:00;LVS 3.1;00977;12429:42;22:00;72,5; 2,30; 2,48;  50,595;  54,500;61,9;1003,0;-22,2;;; 9,4;81,6;1;Time;;;;;
08.01.2024 08:30:00;LVS 3.1;00977;12430:42;23:00;72,6; 2,30; 2,48;  52,895;  56,981;61,6;1003,0;-22,1;;; 9,3;81,7;1;Time;;;;;
08.01.2024 09:30:00;LVS 3.1;00977;12431:42;24:00;72,5; 2,30; 2,48;  55,195;  59,460;62,5;1003,0;-21,9;;; 9,3;81,3;1;Time;;;;;
08.01.2024 09:30:03;LVS 3.1;00977;12431:42;24:00;72,5; 2,30; 2,48;  55,197;  59,462;62,2;1004,0;-21,7;;; 9,4;81,2;1;Time;;;end;;
08.01.2024 09:30:03;LVS 3.1;00977;12431:42;24:00;72,5; 2,30; 2,48;  55,197;  59,462;62,5;1003,0;-22,0;;; 9,3;77,8;1;Time;;;average values;;
08.01.2024 10:05:08;LVS 3.1;00977;12431:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000;52,8;1004,0;-20,2;;;27,8;79,8;1;Time;;;start of measurement;;
08.01.2024 10:10:00;LVS 3.1;00977;12431:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;1003,0;-19,9;;;28,4;79,5;1;Time;;;;
08.01.2024 11:10:00;LVS 3.1;00977;12432:42;1:00;70,8; 2,29; 2,44;   2,294;   2,445;57,4;1003,0;-19,1;;;12,6;76,8;1;Time;;;;;
08.01.2024 12:10:00;LVS 3.1;00977;12433:42;2:00;70,3; 2,30; 2,43;   4,594;   4,874;58,3;1003,0;-16,9;;;11,3;72,1;1;Time;;;;;
08.01.2024 13:10:00;LVS 3.1;00977;12434:42;3:00;70,1; 2,30; 2,41;   6,894;   7,286;58,5;1002,0;-15,3;;;12,4;69,4;1;Time;;;;;
08.01.2024 14:10:00;LVS 3.1;00977;12435:42;4:00;70,0; 2,30; 2,39;   9,194;   9,681;58,7;1001,0;-13,7;;;13,8;66,9;1;Time;;;;;
08.01.2024 15:10:00;LVS 3.1;00977;12436:42;5:00;70,2; 2,30; 2,40;  11,494;  12,076;58,4;1000,0;-14,1;;;13,6;70,0;1;Time;;;;;
08.01.2024 16:10:00;LVS 3.1;00977;12437:42;6:00;70,3; 2,30; 2,39;  13,794;  14,470;58,1;999,0;-14,0;;;13,4;71,7;1;Time;;;;;
08.01.2024 17:10:00;LVS 3.1;00977;12438:42;7:00;70,3; 2,30; 2,39;  16,094;  16,862;58,7;998,0;-14,1;;;13,4;71,1;1;Time;;;;;
08.01.2024 18:10:00;LVS 3.1;00977;12439:42;8:00;70,5; 2,30; 2,40;  18,394;  19,257;58,7;997,0;-14,6;;;13,2;69,2;1;Time;;;;;
08.01.2024 19:10:00;LVS 3.1;00977;12440:42;9:00;70,5; 2,30; 2,40;  20,694;  21,654;58,7;997,0;-15,0;;;13,0;70,0;1;Time;;;;;
08.01.2024 21:10:00;LVS 3.1;00977;12442:42;11:00;70,4; 2,30; 2,38;  25,294;  26,430;58,7;994,0;-14,3;;;13,4;76,9;1;Time;;;;;
08.01.2024 22:10:00;LVS 3.1;00977;12443:42;12:00;70,3; 2,30; 2,38;  27,594;  28,807;58,9;994,0;-13,6;;;13,8;82,2;1;Time;;;;;
08.01.2024 23:10:00;LVS 3.1;00977;12444:42;13:00;70,3; 2,30; 2,37;  29,895;  31,179;58,9;993,0;-13,3;;;14,2;82,4;1;Time;;;;;
09.01.2024 00:10:00;LVS 3.1;00977;12445:42;14:00;70,2; 2,30; 2,37;  32,195;  33,548;59,5;993,0;-13,0;;;14,4;83,7;1;Time;;;;;
09.01.2024 01:10:00;LVS 3.1;00977;12446:42;15:00;70,1; 2,30; 2,36;  34,495;  35,913;59,5;993,0;-12,5;;;14,6;83,6;1;Time;;;;;
09.01.2024 02:10:00;LVS 3.1;00977;12447:42;16:00;70,1; 2,30; 2,36;  36,795;  38,273;58,9;993,0;-12,1;;;15,0;84,4;1;Time;;;;;
09.01.2024 03:10:00;LVS 3.1;00977;12448:42;17:00;69,9; 2,30; 2,35;  39,095;  40,627;58,9;992,0;-11,5;;;15,3;84,4;1;Time;;;;;
09.01.2024 04:10:00;LVS 3.1;00977;12449:42;18:00;69,9; 2,30; 2,35;  41,395;  42,976;58,8;992,0;-10,9;;;15,7;84,3;1;Time;;;;;
09.01.2024 05:10:00;LVS 3.1;00977;12450:42;19:00;69,9; 2,30; 2,35;  43,695;  45,322;59,4;992,0;-10,6;;;16,0;84,2;1;Time;;;;;
09.01.2024 06:10:00;LVS 3.1;00977;12451:42;20:00;69,9; 2,30; 2,34;  45,995;  47,666;59,1;992,0;-10,3;;;16,3;84,4;1;Time;;;;;
09.01.2024 07:10:00;LVS 3.1;00977;12452:42;21:00;70,0; 2,30; 2,34;  48,295;  50,008;59,1;992,0;-10,0;;;16,6;84,4;1;Time;;;;;
09.01.2024 08:10:00;LVS 3.1;00977;12453:42;22:00;70,0; 2,30; 2,34;  50,595;  52,348;59,3;993,0;-9,8;;;16,9;82,5;1;Time;;;;;
09.01.2024 09:10:00;LVS 3.1;00977;12454:42;23:00;70,0; 2,30; 2,34;  52,895;  54,687;59,3;993,0;-9,6;;;17,1;81,9;1;Time;;;;;
09.01.2024 10:10:00;LVS 3.1;00977;12455:42;24:00;70,0; 2,30; 2,34;  55,195;  57,025;59,6;993,0;-9,4;;;17,5;82,1;1;Time;;;;;
09.01.2024 10:10:03;LVS 3.1;00977;12455:42;24:00;70,0; 2,30; 2,34;  55,197;  57,027;59,3;994,0;-9,3;;;17,6;81,4;1;Time;;;end;;
09.01.2024 10:10:03;LVS 3.1;00977;12455:42;24:00;70,0; 2,30; 2,38;  55,197;  57,027;59,0;996,0;-13,0;;;14,4;78,0;1;Time;;;average values;;
10.01.2024 09:32:16;LVS 3.1;00977;12455:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;990,0;-9,6;;;28,2;80,3;1;Time;;;start of measurement;;
10.01.2024 09:40:00;LVS 3.1;00977;12455:42;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;990,0;-9,7;;;28,2;79,6;1;Time;;;;
10.01.2024 10:40:00;LVS 3.1;00977;12456:42;1:00;69,0; 2,29; 2,33;   2,295;   2,331;56,3;990,0;-10,0;;;16,0;79,6;1;Time;;;;;
10.01.2024 11:40:00;LVS 3.1;00977;12457:42;2:00;69,2; 2,30; 2,34;   4,595;   4,667;56,1;991,0;-9,9;;;15,3;77,1;1;Time;;;;;
10.01.2024 12:40:00;LVS 3.1;00977;12458:42;3:00;69,5; 2,30; 2,33;   6,895;   6,998;56,6;991,0;-9,3;;;16,4;74,0;1;Time;;;;;
10.01.2024 13:40:00;LVS 3.1;00977;12459:42;4:00;69,7; 2,30; 2,33;   9,195;   9,332;56,5;991,0;-9,5;;;17,1;75,4;1;Time;;;;;
10.01.2024 14:40:00;LVS 3.1;00977;12460:42;5:00;69,9; 2,30; 2,33;  11,495;  11,662;56,8;991,0;-9,0;;;17,5;72,6;1;Time;;;;;
10.01.2024 15:40:00;LVS 3.1;00977;12461:42;6:00;70,1; 2,30; 2,34;  13,795;  14,001;56,4;991,0;-10,1;;;17,4;76,1;1;Time;;;;;
10.01.2024 16:40:00;LVS 3.1;00977;12462:42;7:00;70,1; 2,30; 2,34;  16,095;  16,341;56,4;991,0;-10,2;;;17,4;77,4;1;Time;;;;;
10.01.2024 17:40:00;LVS 3.1;00977;12463:42;8:00;70,3; 2,30; 2,34;  18,395;  18,680;56,7;990,0;-10,3;;;17,5;78,7;1;Time;;;;;
10.01.2024 18:40:00;LVS 3.1;00977;12464:42;9:00;70,2; 2,30; 2,34;  20,695;  21,021;57,0;990,0;-10,7;;;17,1;81,0;1;Time;;;;;
10.01.2024 19:40:00;LVS 3.1;00977;12465:42;10:00;70,2; 2,30; 2,34;  22,995;  23,356;56,7;989,0;-10,3;;;17,4;81,7;1;Time;;;;;
