ID,SampleID,StartTimeUTC,EndTimeUTC,StartTimeLocal,EndTimeLocal,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,Volume,Chamber,SetupID,a1,b1,c1,d1,e1,f1,a2,b2,c2,d2,e2,f2
10959,11054,2023-06-30 19:00:00,2023-06-30 20:00:00,2023-06-30 22:00:00,2023-06-30 23:00:00,330.97,5705.92,5762,3529,93,1,2233,3529,420.25,990.19,1,24,406.169879866483,-0.00112778949625435,0.000235462593181864,-0.0000036655807850681,0.0000000158264642209645,-0.000000000020487212154053,414.968328328088,0.0339263017278708,-0.0000296453342910007,-0.000000823335003471654,0.00000000401816915975028,-0.00000000000490902130026505
10960,11055,2023-06-30 20:00:00,2023-06-30 21:00:00,2023-06-30 23:00:00,2023-07-01 00:00:00,366.88,6280.97,6344,4198,100,1,2146,4198,413.5,990.03,2,24,412.793609253244,-0.0281461948978517,0.00056614753266088,-0.00000561572334646656,0.0000000204018663181029,-0.000000000024278319192758,413.487651091618,0.00923987679414974,0.000129309009997575,-0.00000243235442589446,0.0000000102522993876303,-0.0000000000130822863053876
10961,11056,2023-06-30 21:00:00,2023-06-30 22:00:00,2023-07-01 00:00:00,2023-07-01 01:00:00,370.58,6388.78,6450,3737,100,1,2713,3737,407.77,990.57,1,24,411.989296859207,-0.0382667564002906,0.000371442623461234,-0.00000429371998919013,0.0000000175336076000087,-0.0000000000223621967426229,408.897757524026,-0.00352873021789269,0.000239029558224515,-0.00000283973539960196,0.0000000103890984877033,-0.0000000000120289108807005
10962,11057,2023-06-30 22:00:00,2023-06-30 23:00:00,2023-07-01 01:00:00,2023-07-01 02:00:00,286.39,4902.95,4955,2470,100,1,2485,2470,396.22,989.41,2,24,398.482542563458,-0.0328562808483339,0.000445828983299725,-0.00000477917055759612,0.0000000186049991788037,-0.0000000000232199512332253,397.009895361757,0.00267650734457854,0.000125672326394618,-0.00000221806914685627,0.00000000934518039443668,-0.0000000000118324807901986
10963,11058,2023-06-30 23:00:00,2023-07-01 00:00:00,2023-07-01 02:00:00,2023-07-01 03:00:00,266.18,4588.98,4637,1754,100,1,2883,1754,391.66,989.58,1,24,395.940516405291,-0.0558698104181226,0.000710104128457959,-0.0000069823541716925,0.0000000266683482935823,-0.0000000000334825384599644,392.530094094195,-0.00208828311688171,0.000225687690618062,-0.00000298172128948643,0.0000000116904064049272,-0.0000000000143161585763482
10964,11059,2023-07-01 00:00:00,2023-07-01 01:00:00,2023-07-01 03:00:00,2023-07-01 04:00:00,225.99,3869.03,3909,1025,100,1,2884,1025,382.4,989.66,2,24,383.853935321446,-0.0367607207045038,0.000504589100554414,-0.00000531868319939396,0.0000000209595566455951,-0.0000000000267173564674554,382.968374510813,0.00192998836269571,0.000216738076017705,-0.00000321929120383607,0.0000000133173641751262,-0.0000000000171219298716356
10965,11060,2023-07-01 01:00:00,2023-07-01 02:00:00,2023-07-01 04:00:00,2023-07-01 05:00:00,216.71,3736.06,3774,791,100,1,2983,791,382.41,990.02,1,24,381.370356449744,-0.0418430484564534,0.000656340512724307,-0.00000661076556070597,0.0000000252266781400466,-0.000000000031551990595245,381.845208925776,0.00973220734135268,0.000166212345922394,-0.00000264958009000906,0.000000010527884407543,-0.0000000000127343856231998
10966,11061,2023-07-01 02:00:00,2023-07-01 03:00:00,2023-07-01 05:00:00,2023-07-01 06:00:00,218.04,3732.88,3769,787,100,1,2982,787,376.46,990.43,2,24,374.259019924621,-0.0375801248387871,0.000670213209303326,-0.00000624305992711565,0.0000000227411121208693,-0.0000000000276369491142747,375.842679414179,0.00851620942507395,0.000139202350556189,-0.00000263049682483185,0.0000000117164057484718,-0.0000000000156941739193901
10967,11062,2023-07-01 03:00:00,2023-07-01 04:00:00,2023-07-01 06:00:00,2023-07-01 07:00:00,232.55,4009.22,4048,749,100,1,3299,749,377.06,990.32,1,24,375.567907690453,-0.0366914302491095,0.000508034120036083,-0.00000505189014619691,0.0000000190229572535166,-0.0000000000232400658502415,376.733627015186,-0.00206132216119611,0.000359172716345138,-0.00000393522561750073,0.0000000143964754659872,-0.0000000000171548769950664
10968,11063,2023-07-01 04:00:00,2023-07-01 05:00:00,2023-07-01 07:00:00,2023-07-01 08:00:00,225.12,3854.03,3893,743,100,1,3150,743,369.42,990.08,2,24,365.595450967424,-0.02770702325999,0.000755741879452509,-0.00000747374793066067,0.0000000279387862413815,-0.0000000000347673447799588,369.519638519697,0.00765868649454509,0.000134705389532382,-0.00000265782152668109,0.0000000116158932447901,-0.0000000000151071788171006
