Motorspeed(%),Actual(m3/h),Actual(Nm3/h),Actual(m3),Actual(Nm3),Filter Press.(hPa),Air Pressure(hPa),Outdoor Temp.('C),Filter Temp.('C),Chamber Temp.('C),Temperature orifice('C),Rel.Humidity(%),Magazine Position,Sample ID,Date
"67,8","2,29","2,42","2,294","2,421","59,7","1011,0","-14,6",,,"5,6","81,4",1,,2023-12-09 10:32:35
"68,3","2,30","2,42","4,594","4,845","59,7","1010,0","-14,4",,,"5,8","80,5",1,,2023-12-09 11:32:35
"68,5","2,30","2,42","6,894","7,264","60,5","1009,0","-14,2",,,"6,9","80,0",1,,2023-12-09 12:32:35
"68,8","2,30","2,42","9,194","9,713","60,4","1009,0","-14,1",,,"7,8","79,2",1,,2023-12-09 13:32:35
"68,9","2,30","2,42","11,494","12,130","60,6","1008,0","-14,2",,,"8,2","79,8",1,,2023-12-09 14:32:35
"69,1","2,30","2,42","13,794","14,546","60,5","1008,0","-14,2",,,"8,8","80,3",1,,2023-12-09 15:32:35
"69,3","2,30","2,42","16,094","16,990","60,8","1007,0","-14,4",,,"9,1","81,1",1,,2023-12-09 16:32:35
"69,6","2,30","2,42","18,394","19,409","60,7","1007,0","-14,7",,,"9,3","81,1",1,,2023-12-09 17:32:35
"69,8","2,30","2,42","20,694","21,832","61,0","1007,0","-15,0",,,"9,5","81,1",1,,2023-12-09 18:32:35
"69,9","2,30","2,42","22,994","24,253","61,5","1007,0","-15,0",,,"9,8","81,7",1,,2023-12-09 19:32:35
"70,0","2,30","2,42","25,294","26,728","61,5","1007,0","-14,9",,,"10,2","82,2",1,,2023-12-09 20:32:35
"70,0","2,30","2,42","27,594","29,314","61,7","1006,0","-14,8",,,"10,5","82,4",1,,2023-12-09 21:32:35
"70,1","2,30","2,42","29,894","31,761","61,7","1006,0","-14,8",,,"10,8","82,5",1,,2023-12-09 22:32:35
"70,2","2,30","2,42","32,194","34,177","62,2","1006,0","-14,7",,,"11,0","82,8",1,,2023-12-09 23:32:35
"70,2","2,30","2,41","34,494","36,589","61,9","1005,0","-14,4",,,"11,3","83,0",1,,2023-12-10 00:32:35
"70,2","2,30","2,41","36,794","38,997","61,9","1005,0","-14,1",,,"11,6","83,3",1,,2023-12-10 01:32:35
"70,2","2,30","2,40","39,094","41,400","62,4","1004,0","-13,8",,,"12,1","83,7",1,,2023-12-10 02:32:35
"70,4","2,30","2,40","41,394","43,801","62,1","1004,0","-13,5",,,"12,5","83,8",1,,2023-12-10 03:32:35
"70,5","2,30","2,40","43,694","46,200","62,1","1004,0","-13,4",,,"12,8","84,0",1,,2023-12-10 04:32:35
"70,6","2,30","2,40","45,993","48,598","62,6","1003,0","-13,5",,,"13,1","84,1",1,,2023-12-10 05:32:35
"70,8","2,30","2,40","48,293","50,995","62,9","1003,0","-13,4",,,"13,4","84,6",1,,2023-12-10 06:32:35
"70,8","2,30","2,40","50,593","53,391","63,2","1003,0","-13,2",,,"13,7","84,9",1,,2023-12-10 07:32:35
"70,9","2,30","2,39","52,893","55,785","63,1","1003,0","-13,1",,,"13,9","84,9",1,,2023-12-10 08:32:35
"70,9","2,30","2,39","55,172","58,157","63,4","1003,0","-13,1",,,"14,1","85,0",1,,2023-12-10 09:32:03
"70,9","2,30","2,41","55,172","58,157","63,1","1006,0","-14,2",,,"10,5","82,4",1,,2023-12-10 09:32:03
"0,0","0,00","0,00","0,000","0,000","0,0","995,0","-6,8",,,"19,6","83,4",1,,2023-12-12 10:44:37
"0,0","0,00","0,00","0,000","0,000","0,0","996,0","-6,8",,,"19,8","83,2",1,,2023-12-12 11:00:00
"67,2","2,29","2,31","2,295","2,312","61,1","995,0","-6,7",,,"11,8","83,3",1,,2023-12-12 12:00:00
"67,7","2,30","2,31","4,595","4,625","61,2","994,0","-6,4",,,"12,3","81,5",1,,2023-12-12 13:00:00
"68,1","2,30","2,31","6,895","6,939","61,6","994,0","-6,6",,,"13,3","81,6",1,,2023-12-12 14:00:00
"68,5","2,30","2,32","9,195","9,256","60,9","994,0","-6,9",,,"13,8","82,0",1,,2023-12-12 15:00:00
"68,8","2,30","2,32","11,495","11,576","61,5","994,0","-7,3",,,"14,3","83,7",1,,2023-12-12 16:00:00
"68,9","2,30","2,32","13,795","13,899","61,4","994,0","-7,6",,,"14,6","83,1",1,,2023-12-12 17:00:00
"69,1","2,30","2,33","16,095","16,226","61,1","994,0","-7,9",,,"14,9","83,4",1,,2023-12-12 18:00:00
"69,2","2,30","2,33","18,395","18,556","61,6","994,0","-8,3",,,"15,1","83,1",1,,2023-12-12 19:00:00
"69,5","2,30","2,33","20,695","20,889","62,2","994,0","-8,6",,,"15,3","83,3",1,,2023-12-12 20:00:00
"69,7","2,30","2,34","22,995","23,224","62,1","994,0","-8,9",,,"15,5","82,8",1,,2023-12-12 21:00:00
"69,8","2,30","2,34","25,295","25,563","61,8","994,0","-9,3",,,"15,7","82,4",1,,2023-12-12 22:00:00
"69,9","2,30","2,34","27,595","27,904","62,1","994,0","-9,5",,,"15,7","81,9",1,,2023-12-12 23:00:00
"70,0","2,30","2,34","29,895","30,246","62,3","994,0","-9,5",,,"15,9","81,8",1,,2023-12-13 00:00:00
"70,1","2,30","2,34","32,195","32,590","62,6","994,0","-9,8",,,"16,0","82,7",1,,2023-12-13 01:00:00
"70,1","2,30","2,34","34,495","34,933","62,3","994,0","-9,7",,,"16,2","82,3",1,,2023-12-13 02:00:00
"70,2","2,30","2,34","36,795","37,277","62,3","994,0","-9,8",,,"16,2","82,0",1,,2023-12-13 03:00:00
"70,4","2,30","2,35","39,095","39,624","62,6","994,0","-10,1",,,"16,3","81,8",1,,2023-12-13 04:00:00
"70,5","2,30","2,35","41,395","41,975","62,9","994,0","-10,4",,,"16,3","81,8",1,,2023-12-13 05:00:00
"70,7","2,30","2,35","43,695","44,328","63,1","995,0","-10,8",,,"16,2","81,6",1,,2023-12-13 06:00:00
"70,9","2,30","2,36","45,995","46,686","63,1","995,0","-11,3",,,"16,1","80,8",1,,2023-12-13 07:00:00
"70,9","2,30","2,36","48,296","49,048","62,6","995,0","-11,6",,,"16,0","81,0",1,,2023-12-13 08:00:00
"71,0","2,30","2,37","50,596","51,413","63,1","995,0","-12,0",,,"15,8","82,3",1,,2023-12-13 09:00:00
"71,0","2,30","2,37","52,896","53,780","63,1","995,0","-12,1",,,"15,7","81,9",1,,2023-12-13 10:00:00
"70,9","2,30","2,37","55,196","56,148","62,8","996,0","-12,1",,,"15,8","80,3",1,,2023-12-13 11:00:00
"71,0","2,30","2,37","55,198","56,150","63,1","996,0","-12,1",,,"15,6","80,3",1,,2023-12-13 11:00:03
"71,0","2,30","2,34","55,198","56,150","63,1","995,0","-9,3",,,"15,2","82,2",1,,2023-12-13 11:00:03
"0,0","0,00","0,00","0,000","0,000","0,0","986,0","-8,9",,,"17,4","86,3",1,,2023-12-15 09:58:20
"0,0","0,00","0,00","0,000","0,000","0,2","986,0","-8,9",,,"17,6","86,2",1,,2023-12-15 10:00:00
"67,5","2,29","2,31","2,295","2,308","61,3","986,0","-8,7",,,"10,8","86,3",1,,2023-12-15 11:00:00
"68,1","2,30","2,31","4,595","4,638","61,0","985,0","-8,5",,,"11,5","86,6",1,,2023-12-15 12:00:00
"68,4","2,30","2,31","6,895","6,966","60,3","985,0","-8,1",,,"12,8","87,2",1,,2023-12-15 13:00:00
"68,4","2,30","2,30","9,195","9,268","60,7","985,0","-7,6",,,"13,6","86,5",1,,2023-12-15 14:00:00
"68,6","2,30","2,30","11,495","11,567","61,5","985,0","-7,2",,,"14,5","84,3",1,,2023-12-15 15:00:00
"69,0","2,30","2,30","13,795","13,867","61,4","985,0","-7,2",,,"15,2","83,2",1,,2023-12-15 16:00:00
"69,3","2,30","2,31","16,095","16,173","61,9","986,0","-7,8",,,"15,6","83,4",1,,2023-12-15 17:00:00
"69,5","2,30","2,31","18,395","18,550","62,2","987,0","-8,0",,,"16,0","84,2",1,,2023-12-15 18:00:00
"69,8","2,30","2,31","20,695","20,865","62,1","987,0","-8,4",,,"16,6","84,0",1,,2023-12-15 19:00:00
"70,2","2,30","2,32","22,995","23,186","62,6","988,0","-9,0",,,"16,9","82,6",1,,2023-12-15 20:00:00
"70,4","2,30","2,33","25,295","25,514","62,6","988,0","-9,7",,,"17,0","81,2",1,,2023-12-15 21:00:00
"70,7","2,30","2,33","27,595","27,847","63,1","989,0","-10,1",,,"17,2","82,2",1,,2023-12-15 22:00:00
"71,0","2,30","2,34","29,895","30,189","63,1","989,0","-10,9",,,"17,2","84,0",1,,2023-12-15 23:00:00
"71,2","2,30","2,35","32,195","32,538","63,7","990,0","-11,6",,,"17,0","84,5",1,,2023-12-16 00:00:00
"71,2","2,30","2,35","34,495","34,890","63,1","990,0","-11,8",,,"17,0","84,1",1,,2023-12-16 01:00:00
"71,3","2,30","2,35","36,795","37,240","63,3","990,0","-11,6",,,"17,2","83,8",1,,2023-12-16 02:00:00
"71,2","2,30","2,35","39,095","39,588","63,6","991,0","-11,2",,,"17,6","83,7",1,,2023-12-16 03:00:00
"71,3","2,30","2,35","41,395","41,934","63,9","991,0","-10,8",,,"18,0","83,6",1,,2023-12-16 04:00:00
"71,2","2,30","2,34","43,695","44,279","63,9","992,0","-10,6",,,"18,3","83,2",1,,2023-12-16 05:00:00
"71,2","2,30","2,34","45,995","46,620","63,9","992,0","-10,0",,,"18,6","83,7",1,,2023-12-16 06:00:00
"71,1","2,30","2,34","48,295","48,959","63,8","992,0","-9,8",,,"18,8","86,3",1,,2023-12-16 07:00:00
"71,0","2,30","2,33","50,595","51,293","63,8","993,0","-9,0",,,"19,2","87,1",1,,2023-12-16 08:00:00
"70,9","2,30","2,33","52,895","53,622","64,1","993,0","-8,4",,,"19,6","88,7",1,,2023-12-16 09:00:00
"70,8","2,30","2,32","55,195","55,945","64,3","994,0","-7,6",,,"20,1","86,6",1,,2023-12-16 10:00:00
"70,8","2,30","2,32","55,197","55,947","63,8","994,0","-7,2",,,"20,4","86,3",1,,2023-12-16 10:00:03
"70,8","2,30","2,33","55,197","55,947","64,0","989,0","-9,3",,,"16,5","84,6",1,,2023-12-16 10:00:03
"0,0","0,00","0,00","0,000","0,000","0,0","973,0","3,2",,,"30,8","85,2",1,,2023-12-20 09:52:52
"0,0","0,00","0,00","0,000","0,000","0,0","973,0","3,1",,,"31,0","85,6",1,,2023-12-20 10:00:00
"67,3","2,29","2,18","2,295","2,180","61,4","972,0","3,2",,,"22,4","85,7",1,,2023-12-20 11:00:00
"67,8","2,30","2,18","4,595","4,363","61,7","972,0","3,3",,,"22,8","85,7",1,,2023-12-20 12:00:00
"67,8","2,30","2,18","6,895","6,545","61,1","972,0","3,3",,,"23,6","87,6",1,,2023-12-20 13:00:00
"68,1","2,30","2,18","9,195","8,727","61,6","972,0","3,3",,,"24,0","87,4",1,,2023-12-20 14:00:00
"68,5","2,30","2,18","11,495","10,910","61,8","972,0","3,3",,,"24,9","87,7",1,,2023-12-20 15:00:00
"68,7","2,30","2,19","13,795","13,095","61,7","972,0","2,9",,,"25,6","90,0",1,,2023-12-20 16:00:00
"69,0","2,30","2,19","16,095","15,281","61,9","972,0","2,8",,,"26,1","89,2",1,,2023-12-20 17:00:00
"69,1","2,30","2,19","18,395","17,469","62,2","972,0","2,7",,,"26,6","89,1",1,,2023-12-20 18:00:00
"69,2","2,30","2,19","20,695","19,657","62,1","972,0","2,7",,,"27,1","88,4",1,,2023-12-20 19:00:00
"69,4","2,30","2,19","22,995","21,848","62,1","973,0","2,5",,,"27,5","88,1",1,,2023-12-20 20:00:00
"69,6","2,30","2,19","25,295","24,040","62,3","973,0","2,4",,,"27,9","83,5",1,,2023-12-20 21:00:00
"69,8","2,30","2,19","27,595","26,234","62,0","973,0","2,2",,,"28,3","83,2",1,,2023-12-20 22:00:00
"70,0","2,30","2,19","29,895","28,428","62,5","973,0","2,1",,,"28,6","83,1",1,,2023-12-20 23:00:00
"70,1","2,30","2,19","32,195","30,622","62,5","972,0","1,9",,,"28,9","82,9",1,,2023-12-21 00:00:00
"70,3","2,30","2,19","34,495","32,816","62,7","971,0","1,7",,,"29,1","83,3",1,,2023-12-21 01:00:00
"70,4","2,30","2,19","36,795","35,006","62,4","970,0","1,7",,,"29,4","87,6",1,,2023-12-21 02:00:00
"70,7","2,30","2,19","39,094","37,247","62,7","969,0","1,1",,,"29,4","91,2",1,,2023-12-21 03:00:00
"70,8","2,30","2,20","41,394","39,492","63,0","968,0","0,3",,,"29,2","91,6",1,,2023-12-21 04:00:00
"70,9","2,30","2,20","43,694","41,688","62,7","967,0","0,2",,,"29,3","92,2",1,,2023-12-21 05:00:00
"70,9","2,30","2,20","45,994","43,883","62,6","966,0","-0,0",,,"29,4","93,3",1,,2023-12-21 06:00:00
"70,9","2,30","2,19","48,294","46,077","62,9","965,0","-0,0",,,"29,5","93,4",1,,2023-12-21 07:00:00
"71,0","2,30","2,19","50,594","48,270","62,6","965,0","0,1",,,"29,7","92,7",1,,2023-12-21 08:00:00
"71,0","2,30","2,19","52,894","50,461","62,6","965,0","0,2",,,"29,8","91,5",1,,2023-12-21 09:00:00
"70,9","2,30","2,19","55,194","52,652","62,6","966,0","0,4",,,"30,0","90,6",1,,2023-12-21 10:00:00
"70,9","2,30","2,19","55,196","52,654","62,6","966,0","0,6",,,"30,2","90,3",1,,2023-12-21 10:00:03
"70,9","2,30","2,19","55,196","52,654","62,6","971,0","1,8",,,"27,5","88,3",1,,2023-12-21 10:00:03
"0,0","0,00","0,00","0,000","0,000","0,5","965,0","-1,4",,,"27,6","71,6",1,,2023-12-25 14:40:31
"0,0","0,00","0,00","0,000","0,000","0,5","964,0","-1,5",,,"27,4","70,7",1,,2023-12-25 14:45:00
"67,3","2,29","2,20","2,295","2,198","60,8","964,0","-1,6",,,"18,5","69,1",1,,2023-12-25 15:45:00
"67,8","2,30","2,20","4,595","4,400","60,6","963,0","-1,7",,,"18,4","69,6",1,,2023-12-25 16:45:00
"68,0","2,30","2,20","6,895","6,601","60,8","962,0","-1,7",,,"19,3","69,4",1,,2023-12-25 17:45:00
"68,3","2,30","2,20","9,195","8,816","60,4","961,0","-1,9",,,"20,0","71,0",1,,2023-12-25 18:45:00
"68,5","2,30","2,20","11,495","11,070","60,9","960,0","-2,0",,,"20,5","72,4",1,,2023-12-25 19:45:00
"68,8","2,30","2,20","13,795","13,326","60,9","959,0","-2,3",,,"21,0","76,3",1,,2023-12-25 20:45:00
"69,0","2,30","2,20","16,095","15,527","61,2","959,0","-2,7",,,"21,1","81,9",1,,2023-12-25 21:45:00
"69,1","2,30","2,20","18,395","17,750","61,1","958,0","-2,8",,,"21,3","83,5",1,,2023-12-25 22:45:00
"69,1","2,30","2,20","20,695","20,031","61,1","958,0","-2,8",,,"21,7","83,9",1,,2023-12-25 23:45:00
"69,2","2,30","2,20","22,995","22,287","61,3","957,0","-2,7",,,"22,0","85,5",1,,2023-12-26 00:45:00
"69,3","2,30","2,19","25,295","24,481","61,3","956,0","-2,6",,,"22,4","86,9",1,,2023-12-26 01:45:00
"69,5","2,30","2,19","27,595","26,675","61,3","956,0","-2,6",,,"22,7","87,7",1,,2023-12-26 02:45:00
"69,6","2,30","2,19","29,895","28,868","61,2","956,0","-2,6",,,"23,0","90,6",1,,2023-12-26 03:45:00
"69,6","2,30","2,19","32,195","31,059","61,2","955,0","-2,4",,,"23,3","89,7",1,,2023-12-26 04:45:00
"69,6","2,30","2,19","34,495","33,246","61,5","955,0","-2,1",,,"23,7","90,0",1,,2023-12-26 05:45:00
"69,7","2,30","2,19","36,795","35,431","61,4","955,0","-1,8",,,"24,2","89,7",1,,2023-12-26 06:45:00
"69,7","2,30","2,18","39,095","37,612","61,4","956,0","-1,2",,,"24,7","90,4",1,,2023-12-26 07:45:00
"69,8","2,30","2,18","41,395","39,792","61,3","956,0","-0,8",,,"25,3","91,9",1,,2023-12-26 08:45:00
"69,8","2,30","2,18","43,695","41,968","61,6","957,0","-0,2",,,"25,9","92,9",1,,2023-12-26 09:45:00
"69,9","2,30","2,18","45,995","44,144","61,8","958,0","0,1",,,"26,4","92,7",1,,2023-12-26 10:45:00
"70,2","2,30","2,18","48,295","46,323","62,1","959,0","0,0",,,"26,8","92,5",1,,2023-12-26 11:45:00
"70,1","2,30","2,18","50,595","48,502","61,8","960,0","0,3",,,"27,1","91,0",1,,2023-12-26 12:45:00
"70,4","2,30","2,18","52,895","50,684","62,0","961,0","0,3",,,"27,4","89,6",1,,2023-12-26 13:45:00
"70,6","2,30","2,19","55,195","52,874","62,3","962,0","-0,4",,,"27,5","88,0",1,,2023-12-26 14:45:00
"70,6","2,30","2,19","55,196","52,876","62,3","964,0","-0,5",,,"27,6","86,1",1,,2023-12-26 14:45:03
"70,6","2,30","2,19","55,196","52,876","62,5","958,0","-1,6",,,"23,1","84,4",1,,2023-12-26 14:45:03
"0,0","0,00","0,00","0,000","0,000","0,2","977,0","0,9",,,"24,2","92,0",1,,2023-12-29 17:03:06
"0,0","0,00","0,00","0,000","0,000","0,2","973,0","1,4",,,"24,2","93,0",1,,2023-12-30 09:30:00
"65,6","2,29","2,19","2,295","2,197","57,2","973,0","1,4",,,"16,6","91,7",1,,2023-12-30 10:30:00
"65,9","2,30","2,20","4,595","4,398","56,7","974,0","1,5",,,"16,3","90,9",1,,2023-12-30 11:30:00
"66,0","2,30","2,20","6,895","6,601","56,4","975,0","1,6",,,"16,6","90,7",1,,2023-12-30 12:30:00
"65,9","2,30","2,20","9,195","8,803","57,0","976,0","1,9",,,"16,8","90,8",1,,2023-12-30 13:30:00
"65,9","2,30","2,20","11,495","11,018","56,7","976,0","2,2",,,"17,0","89,6",1,,2023-12-30 14:30:00
"65,8","2,30","2,20","13,795","13,217","56,4","976,0","2,5",,,"17,0","89,6",1,,2023-12-30 15:30:00
"65,8","2,30","2,20","16,095","15,414","56,7","976,0","2,7",,,"16,9","90,4",1,,2023-12-30 16:30:00
"65,7","2,30","2,20","18,395","17,609","56,7","976,0","2,7",,,"16,8","91,3",1,,2023-12-30 17:30:00
"65,8","2,30","2,19","20,695","19,803","56,4","975,0","2,8",,,"16,9","89,3",1,,2023-12-30 18:30:00
"65,9","2,30","2,20","22,995","21,998","56,7","975,0","2,5",,,"16,9","89,3",1,,2023-12-30 19:30:00
"66,0","2,30","2,20","25,295","24,194","57,2","974,0","2,3",,,"17,0","90,5",1,,2023-12-30 20:30:00
"66,2","2,30","2,20","27,595","26,389","57,0","973,0","2,1",,,"16,9","91,4",1,,2023-12-30 21:30:00
"66,3","2,30","2,20","29,895","28,670","57,2","973,0","1,4",,,"16,9","92,0",1,,2023-12-30 22:30:00
"66,2","2,30","2,20","32,195","31,225","57,2","972,0","1,1",,,"16,7","92,2",1,,2023-12-30 23:30:00
"66,3","2,30","2,20","34,495","33,423","57,2","971,0","1,1",,,"16,6","91,8",1,,2023-12-31 00:30:00
"66,4","2,30","2,20","36,795","36,092","57,2","971,0","0,7",,,"16,5","92,0",1,,2023-12-31 01:30:00
"66,3","2,30","2,20","39,095","38,924","57,2","970,0","0,7",,,"16,4","92,2",1,,2023-12-31 02:30:00
"66,5","2,30","2,20","41,395","41,404","57,2","970,0","0,6",,,"16,5","92,4",1,,2023-12-31 03:30:00
"66,5","2,30","2,20","43,695","43,730","57,2","970,0","0,3",,,"16,6","93,5",1,,2023-12-31 04:30:00
"66,6","2,30","2,20","45,995","45,930","57,2","969,0","0,3",,,"16,7","94,3",1,,2023-12-31 05:30:00
"66,6","2,30","2,20","48,295","48,364","57,2","969,0","0,4",,,"16,7","94,3",1,,2023-12-31 06:30:00
"66,4","2,30","2,20","50,595","50,834","57,5","969,0","0,7",,,"16,7","93,5",1,,2023-12-31 07:30:00
"66,5","2,30","2,20","52,895","53,030","57,2","969,0","0,9",,,"16,9","92,5",1,,2023-12-31 08:30:00
"66,4","2,30","2,19","55,195","55,224","56,9","969,0","1,1",,,"16,9","91,4",1,,2023-12-31 09:30:00
"66,4","2,30","2,20","55,196","55,226","57,2","970,0","1,1",,,"16,8","90,8",1,,2023-12-31 09:30:03
"66,4","2,30","2,20","55,196","55,226","57,2","973,0","1,5",,,"16,7","91,6",1,,2023-12-31 09:30:03
