CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2,datetime
1.4,,0.0,0.055,0.0,0.042,0.014,,2023-09-01 20:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-01 21:00:00
1.42,,0.0,0.087,0.033,0.042,0.016,,2023-09-01 21:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-01 22:00:00
1.45,,0.0,0.075,0.034,0.049,0.019,,2023-09-01 22:00:00
1.45,,0.0,0.073,0.0334,0.041,0.018,,2023-09-01 23:00:00
1.45,,0.0,0.062,0.0375,0.039,0.017,,2023-09-02 00:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-02 01:00:00
1.45,,0.0,0.066,0.0306,0.039,0.019,,2023-09-02 01:00:00
1.46,,0.0,0.065,0.0293,0.035,0.019,,2023-09-02 02:00:00
1.46,,0.0,0.05,0.0294,0.032,0.019,,2023-09-02 03:00:00
1.57,,0.0,0.059,0.0151,0.035,0.019,,2023-09-02 04:00:00
1.64,,0.0,0.058,0.0203,0.042,0.022,,2023-09-02 05:00:00
1.66,,0.0,0.05,0.0158,0.041,0.022,,2023-09-02 06:00:00
1.68,,0.002,0.05,0.0196,0.041,0.021,,2023-09-02 07:00:00
1.64,,0.005,0.051,0.0244,0.041,0.02,,2023-09-02 08:00:00
1.58,,0.008,0.051,0.0259,0.047,0.021,,2023-09-02 09:00:00
1.5,,0.013,0.061,0.0203,0.051,0.021,,2023-09-02 10:00:00
1.53,,0.02,0.073,0.0087,0.071,0.026,,2023-09-02 11:00:00
1.5,,0.017,0.067,0.0165,0.044,0.022,,2023-09-02 12:00:00
1.52,,0.022,0.072,0.0114,0.048,0.024,,2023-09-02 13:00:00
1.53,,0.029,0.075,0.0119,0.045,0.024,,2023-09-02 14:00:00
1.51,,0.029,0.08,0.0099,0.043,0.023,,2023-09-02 15:00:00
1.5,,0.023,0.086,0.0095,0.04,0.023,,2023-09-02 16:00:00
1.5,,0.048,0.088,0.0031,0.05,0.026,,2023-09-02 17:00:00
1.52,,0.047,0.091,0.0021,0.038,0.025,,2023-09-02 18:00:00
1.51,,0.035,0.079,0.0021,0.028,0.02,,2023-09-02 19:00:00
1.5,,0.033,0.088,0.0028,0.027,0.02,,2023-09-02 20:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-02 21:00:00
1.43,,0.003,0.054,0.0089,0.016,0.014,,2023-09-02 21:00:00
1.4,,0.001,0.038,0.0166,0.001,0.003,,2023-09-02 22:00:00
1.39,,0.001,0.042,0.0151,0.004,0.004,,2023-09-02 23:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-03 00:00:00
1.39,,0.001,0.046,0.0143,0.006,0.006,,2023-09-03 00:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-03 01:00:00
1.39,,0.0,0.032,0.0264,0.004,0.005,,2023-09-03 01:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-03 02:00:00
1.41,,0.0,0.035,0.019,0.009,0.007,,2023-09-03 02:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-03 03:00:00
1.41,,0.0,0.032,0.0143,0.009,0.007,,2023-09-03 03:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-03 04:00:00
1.41,,0.0,0.033,0.0129,0.005,0.006,,2023-09-03 04:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-03 05:00:00
1.44,,0.003,0.04,0.003,0.01,0.007,,2023-09-03 05:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-03 06:00:00
1.44,,0.003,0.035,0.0058,0.007,0.007,,2023-09-03 06:00:00
1.41,,0.003,0.029,0.0139,0.019,0.005,,2023-09-03 07:00:00
1.42,,0.006,0.031,0.0139,0.024,0.009,,2023-09-03 08:00:00
1.42,,0.013,0.035,0.0183,0.02,0.009,,2023-09-03 09:00:00
1.4,,0.007,0.029,0.0314,0.008,0.006,,2023-09-03 10:00:00
1.38,,0.004,0.023,0.0461,0.008,0.007,,2023-09-03 11:00:00
1.37,,0.002,0.015,0.0639,0.0,0.006,,2023-09-03 12:00:00
1.36,,0.001,0.014,0.0711,0.005,0.005,,2023-09-03 13:00:00
1.36,,0.003,0.016,0.0702,0.016,0.007,,2023-09-03 14:00:00
1.36,,0.001,0.016,0.0749,0.013,0.007,,2023-09-03 15:00:00
1.36,,0.001,0.02,0.0778,0.007,0.006,,2023-09-03 16:00:00
1.35,,0.0,0.019,0.0752,0.016,0.007,,2023-09-03 17:00:00
1.36,,0.001,0.025,0.0615,0.03,0.009,,2023-09-03 18:00:00
1.38,,0.0,0.034,0.0372,0.021,0.01,,2023-09-03 19:00:00
1.39,,0.0,0.05,0.0219,0.014,0.01,,2023-09-03 20:00:00
1.4,,0.004,0.069,0.0084,0.024,0.011,,2023-09-03 21:00:00
1.42,,0.007,0.07,0.0078,0.021,0.011,,2023-09-03 22:00:00
1.42,,0.012,0.073,0.0034,0.022,0.012,,2023-09-03 23:00:00
1.44,,0.047,0.072,0.0026,0.027,0.014,,2023-09-04 00:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-04 01:00:00
1.46,,0.097,0.067,0.0027,0.036,0.016,,2023-09-04 01:00:00
1.48,,0.091,0.065,0.0021,0.037,0.02,,2023-09-04 02:00:00
1.48,,0.069,0.057,0.0017,0.026,0.016,,2023-09-04 03:00:00
1.5,,0.058,0.048,0.0015,0.023,0.017,,2023-09-04 04:00:00
1.51,,0.049,0.041,0.0017,0.021,0.014,,2023-09-04 05:00:00
1.52,,0.069,0.046,0.0017,0.03,0.017,,2023-09-04 06:00:00
1.53,,0.086,0.046,0.0021,0.037,0.018,,2023-09-04 07:00:00
1.48,,0.035,0.043,0.0056,0.04,0.017,,2023-09-04 08:00:00
1.45,,0.027,0.042,0.0122,0.016,0.011,,2023-09-04 09:00:00
1.46,,0.028,0.048,0.016,0.024,0.009,,2023-09-04 10:00:00
1.44,,0.023,0.05,0.0223,0.021,0.012,,2023-09-04 11:00:00
1.39,,0.009,0.033,0.043,0.019,0.009,,2023-09-04 12:00:00
1.36,,0.004,0.02,0.0617,0.008,0.005,,2023-09-04 13:00:00
1.36,,0.002,0.018,0.0693,0.01,0.006,,2023-09-04 14:00:00
1.36,,0.003,0.017,0.0708,0.014,0.007,,2023-09-04 15:00:00
1.35,,0.002,0.014,0.0724,0.014,0.007,,2023-09-04 16:00:00
1.35,,0.001,0.019,0.0658,0.021,0.009,,2023-09-04 17:00:00
1.36,,0.001,0.021,0.0596,0.013,0.008,,2023-09-04 18:00:00
1.39,,0.001,0.039,0.0381,0.026,0.009,,2023-09-04 19:00:00
1.41,,0.005,0.067,0.0104,0.027,0.011,,2023-09-04 20:00:00
1.42,,0.006,0.07,0.0044,0.023,0.01,,2023-09-04 21:00:00
1.42,,0.018,0.065,0.0021,0.031,0.011,,2023-09-04 22:00:00
1.43,,0.023,0.063,0.0018,0.025,0.01,,2023-09-04 23:00:00
1.43,,0.029,0.06,0.0016,0.021,0.01,,2023-09-05 00:00:00
1.44,,0.036,0.059,0.0016,0.02,0.011,,2023-09-05 01:00:00
1.44,,0.032,0.056,0.0014,0.019,0.01,,2023-09-05 02:00:00
1.46,,0.026,0.046,0.0016,0.014,0.01,,2023-09-05 03:00:00
1.49,,0.023,0.041,0.0016,0.013,0.008,,2023-09-05 04:00:00
1.5,,0.023,0.039,0.0016,0.012,0.01,,2023-09-05 05:00:00
1.52,,0.046,0.044,0.0013,0.02,0.011,,2023-09-05 06:00:00
1.52,,0.033,0.04,0.0028,0.022,0.01,,2023-09-05 07:00:00
1.52,,0.031,0.042,0.0057,0.034,0.01,,2023-09-05 08:00:00
1.52,,0.033,0.044,0.0103,0.022,0.011,,2023-09-05 09:00:00
1.46,,0.025,0.046,0.0207,0.018,0.007,,2023-09-05 10:00:00
1.41,,0.012,0.037,0.0414,0.007,0.006,,2023-09-05 11:00:00
1.38,,0.005,0.025,0.0561,0.008,0.005,,2023-09-05 12:00:00
1.36,,0.004,0.022,0.0668,0.011,0.005,,2023-09-05 13:00:00
2.71,,0.001,0.015,0.0884,0.001,0.004,,2023-09-05 14:00:00
3.12,,0.001,0.016,0.0928,0.012,0.005,,2023-09-05 15:00:00
1.36,,0.001,0.016,0.0852,0.009,0.005,,2023-09-05 16:00:00
1.34,,0.001,0.02,0.0754,0.021,0.008,,2023-09-05 17:00:00
1.35,,0.001,0.021,0.068,0.01,0.006,,2023-09-05 18:00:00
1.35,,0.001,0.041,0.0412,0.022,0.008,,2023-09-05 19:00:00
1.38,,0.005,0.065,0.0111,0.032,0.012,,2023-09-05 20:00:00
1.4,,0.012,0.079,0.005,0.026,0.01,,2023-09-05 21:00:00
1.45,,0.004,0.074,0.0125,0.029,0.011,,2023-09-05 22:00:00
1.45,,0.001,0.069,0.0119,0.022,0.01,,2023-09-05 23:00:00
1.43,,0.0,0.055,0.0209,0.017,0.009,,2023-09-06 00:00:00
1.42,,0.0,0.043,0.027,0.015,0.008,,2023-09-06 01:00:00
1.42,,0.0,0.037,0.0321,0.02,0.009,,2023-09-06 02:00:00
1.44,,0.0,0.039,0.024,0.019,0.009,,2023-09-06 03:00:00
1.45,,0.0,0.045,0.019,0.014,0.009,,2023-09-06 04:00:00
1.45,,0.0,0.036,0.0257,0.015,0.008,,2023-09-06 05:00:00
1.47,,0.0,0.028,0.0325,0.013,0.007,,2023-09-06 06:00:00
1.45,,0.001,0.026,0.0325,0.014,0.007,,2023-09-06 07:00:00
1.43,,0.006,0.031,0.0276,0.02,0.007,,2023-09-06 08:00:00
1.42,,0.01,0.031,0.0279,0.031,0.009,,2023-09-06 09:00:00
1.4,,0.011,0.028,0.033,0.038,0.01,,2023-09-06 10:00:00
1.39,,0.009,0.029,0.0416,0.03,0.012,,2023-09-06 11:00:00
1.36,,0.002,0.016,0.0599,0.001,0.009,,2023-09-06 12:00:00
1.35,,0.003,0.017,0.0592,0.02,0.007,,2023-09-06 13:00:00
1.35,,0.003,0.016,0.052,0.013,0.006,,2023-09-06 14:00:00
1.35,,0.003,0.019,0.0501,0.014,0.006,,2023-09-06 15:00:00
1.35,,0.004,0.018,0.0471,0.019,0.005,,2023-09-06 16:00:00
1.35,,0.002,0.018,0.0476,0.02,0.006,,2023-09-06 17:00:00
1.34,,0.002,0.016,0.0592,0.03,0.007,,2023-09-06 18:00:00
1.35,,0.001,0.019,0.0709,0.042,0.005,,2023-09-06 19:00:00
1.37,,0.001,0.026,0.053,0.035,0.008,,2023-09-06 20:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-06 21:00:00
1.37,,0.001,0.028,0.0438,0.02,0.006,,2023-09-06 21:00:00
1.4,,0.001,0.04,0.0267,0.017,0.006,,2023-09-06 22:00:00
1.38,,0.0,0.036,0.0279,0.018,0.007,,2023-09-06 23:00:00
1.39,,0.0,0.037,0.0251,0.015,0.007,,2023-09-07 00:00:00
1.41,,0.0,0.04,0.022,0.014,0.007,,2023-09-07 01:00:00
1.42,,0.0,0.025,0.0343,0.011,0.005,,2023-09-07 02:00:00
1.41,,0.0,0.019,0.039,0.008,0.007,,2023-09-07 03:00:00
1.39,,0.0,0.019,0.0358,0.008,0.004,,2023-09-07 04:00:00
1.41,,0.0,0.014,0.0335,0.008,0.006,,2023-09-07 05:00:00
1.41,,0.0,0.017,0.0259,0.009,0.006,,2023-09-07 06:00:00
1.41,,0.001,0.017,0.0263,0.008,0.005,,2023-09-07 07:00:00
1.4,,0.004,0.018,0.0256,0.01,0.004,,2023-09-07 08:00:00
1.41,,0.007,0.019,0.0256,0.012,0.004,,2023-09-07 09:00:00
1.42,,0.008,0.018,0.0288,0.015,0.007,,2023-09-07 10:00:00
1.39,,0.009,0.017,0.0327,0.014,0.005,,2023-09-07 11:00:00
1.39,,0.005,0.014,0.0409,0.013,0.004,,2023-09-07 12:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-07 13:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-07 14:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-07 15:00:00
0.65,,0.002,0.011,0.0344,0.0,0.0,,2023-09-07 16:00:00
1.39,,0.002,0.015,0.0486,0.002,0.002,,2023-09-07 17:00:00
1.41,,0.003,0.018,0.046,0.02,0.007,,2023-09-07 18:00:00
1.4,,0.002,0.027,0.0371,0.018,0.007,,2023-09-07 19:00:00
1.4,,0.002,0.038,0.0265,0.031,0.008,,2023-09-07 20:00:00
1.41,,0.002,0.045,0.0187,0.018,0.008,,2023-09-07 21:00:00
1.41,,0.002,0.043,0.0191,0.018,0.008,,2023-09-07 22:00:00
1.41,,0.002,0.043,0.0178,0.026,0.009,,2023-09-07 23:00:00
1.42,,0.001,0.038,0.0187,0.015,0.008,,2023-09-08 00:00:00
1.42,,0.0,0.033,0.0214,0.013,0.007,,2023-09-08 01:00:00
1.43,,0.0,0.027,0.0261,0.012,0.006,,2023-09-08 02:00:00
1.41,,0.0,0.019,0.032,0.009,0.005,,2023-09-08 03:00:00
1.42,,0.0,0.016,0.0344,0.008,0.005,,2023-09-08 04:00:00
1.42,,0.0,0.014,0.035,0.009,0.006,,2023-09-08 05:00:00
1.42,,0.0,0.013,0.0314,0.007,0.004,,2023-09-08 06:00:00
1.42,,0.001,0.018,0.0254,0.008,0.005,,2023-09-08 07:00:00
1.42,,0.003,0.022,0.0269,0.009,0.005,,2023-09-08 08:00:00
1.42,,0.003,0.018,0.0364,0.01,0.003,,2023-09-08 09:00:00
1.41,,0.003,0.015,0.0477,0.012,0.004,,2023-09-08 10:00:00
1.41,,0.003,0.014,0.0532,0.012,0.003,,2023-09-08 11:00:00
1.4,,0.003,0.014,0.0522,0.012,0.003,,2023-09-08 12:00:00
1.41,,0.002,0.014,0.0479,0.013,0.005,,2023-09-08 13:00:00
1.41,,0.002,0.017,0.0412,0.014,0.007,,2023-09-08 14:00:00
1.41,,0.002,0.021,0.0379,0.014,0.006,,2023-09-08 15:00:00
1.41,,0.004,0.022,0.0364,0.012,0.004,,2023-09-08 16:00:00
1.41,,0.002,0.02,0.0401,0.012,0.004,,2023-09-08 17:00:00
1.4,,0.001,0.019,0.0434,0.015,0.005,,2023-09-08 18:00:00
1.4,,0.001,0.023,0.0378,0.013,0.005,,2023-09-08 19:00:00
1.41,,0.003,0.026,0.0341,0.014,0.007,,2023-09-08 20:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-08 21:00:00
1.4,,0.001,0.029,0.0269,0.013,0.007,,2023-09-08 21:00:00
1.4,,0.002,0.029,0.0231,0.013,0.006,,2023-09-08 22:00:00
1.41,,0.001,0.026,0.0213,0.01,0.005,,2023-09-08 23:00:00
1.41,,0.001,0.023,0.0224,0.009,0.005,,2023-09-09 00:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-09 01:00:00
1.42,,0.0,0.019,0.0217,0.008,0.005,,2023-09-09 01:00:00
1.46,,0.001,0.023,0.0149,0.008,0.005,,2023-09-09 02:00:00
1.44,,0.001,0.02,0.0165,0.008,0.005,,2023-09-09 03:00:00
1.43,,0.0,0.016,0.0169,0.008,0.005,,2023-09-09 04:00:00
1.44,,0.0,0.017,0.0151,0.008,0.005,,2023-09-09 05:00:00
1.43,,0.0,0.017,0.0132,0.008,0.006,,2023-09-09 06:00:00
1.44,,0.002,0.019,0.0105,0.008,0.005,,2023-09-09 07:00:00
1.44,,0.01,0.018,0.0109,0.011,0.005,,2023-09-09 08:00:00
1.45,,0.015,0.02,0.0125,0.015,0.007,,2023-09-09 09:00:00
1.45,,0.016,0.022,0.0165,0.02,0.008,,2023-09-09 10:00:00
1.44,,0.012,0.024,0.0171,0.016,0.007,,2023-09-09 11:00:00
1.42,,0.005,0.02,0.0259,0.011,0.003,,2023-09-09 12:00:00
1.41,,0.005,0.022,0.0225,0.011,0.004,,2023-09-09 13:00:00
1.41,,0.007,0.022,0.0224,0.013,0.006,,2023-09-09 14:00:00
1.42,,0.005,0.021,0.0227,0.015,0.006,,2023-09-09 15:00:00
1.42,,0.005,0.021,0.0291,0.015,0.008,,2023-09-09 16:00:00
1.42,,0.003,0.025,0.0266,0.017,0.008,,2023-09-09 17:00:00
1.43,,0.001,0.026,0.0285,0.019,0.008,,2023-09-09 18:00:00
1.42,,0.001,0.026,0.0271,0.016,0.008,,2023-09-09 19:00:00
1.42,,0.001,0.035,0.016,0.016,0.007,,2023-09-09 20:00:00
1.42,,0.003,0.039,0.0096,0.016,0.007,,2023-09-09 21:00:00
1.43,,0.002,0.041,0.0131,0.017,0.009,,2023-09-09 22:00:00
1.44,,0.001,0.032,0.0161,0.015,0.008,,2023-09-09 23:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-10 00:00:00
1.45,,0.0,0.03,0.0062,0.014,0.008,,2023-09-10 00:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-10 01:00:00
1.45,,0.004,0.031,0.0018,0.013,0.007,,2023-09-10 01:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-10 02:00:00
1.45,,0.011,0.029,0.0019,0.015,0.008,,2023-09-10 02:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-10 03:00:00
1.47,,0.012,0.03,0.0018,0.015,0.009,,2023-09-10 03:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-10 04:00:00
1.5,,0.024,0.03,0.002,0.016,0.01,,2023-09-10 04:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-10 05:00:00
1.52,,0.024,0.035,0.0019,0.021,0.013,,2023-09-10 05:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-10 06:00:00
1.51,,0.01,0.039,0.0038,0.018,0.011,,2023-09-10 06:00:00
1.47,,0.0,0.027,0.0256,0.015,0.011,,2023-09-10 07:00:00
1.45,,0.0,0.018,0.041,0.015,0.011,,2023-09-10 08:00:00
1.44,,0.001,0.017,0.0392,0.015,0.009,,2023-09-10 09:00:00
1.44,,0.001,0.018,0.0358,0.016,0.011,,2023-09-10 10:00:00
1.43,,0.003,0.023,0.0295,0.019,0.012,,2023-09-10 11:00:00
1.44,,0.004,0.021,0.0376,0.019,0.011,,2023-09-10 12:00:00
1.44,,0.006,0.018,0.0429,0.022,0.014,,2023-09-10 13:00:00
1.44,,0.004,0.019,0.0473,0.022,0.013,,2023-09-10 14:00:00
1.44,,0.003,0.018,0.0537,0.018,0.011,,2023-09-10 15:00:00
1.42,,0.003,0.016,0.0556,0.017,0.007,,2023-09-10 16:00:00
1.42,,0.002,0.018,0.0538,0.015,0.008,,2023-09-10 17:00:00
1.44,,0.002,0.023,0.044,0.016,0.007,,2023-09-10 18:00:00
1.46,,0.005,0.05,0.0106,0.035,0.02,,2023-09-10 19:00:00
1.49,,0.011,0.055,0.0022,0.037,0.019,,2023-09-10 20:00:00
1.5,,0.018,0.054,0.0021,0.039,0.022,,2023-09-10 21:00:00
1.49,,0.014,0.052,0.002,0.036,0.023,,2023-09-10 22:00:00
1.49,,0.012,0.049,0.004,0.035,0.023,,2023-09-10 23:00:00
1.47,,0.007,0.042,0.0023,0.029,0.021,,2023-09-11 00:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-11 01:00:00
1.48,,0.02,0.037,0.0021,0.028,0.02,,2023-09-11 01:00:00
1.48,,0.026,0.033,0.0021,0.028,0.021,,2023-09-11 02:00:00
1.48,,0.021,0.031,0.0018,0.028,0.02,,2023-09-11 03:00:00
1.48,,0.011,0.034,0.0034,0.026,0.02,,2023-09-11 04:00:00
1.49,,0.002,0.03,0.0023,0.022,0.016,,2023-09-11 05:00:00
1.49,,0.006,0.029,0.0022,0.022,0.017,,2023-09-11 06:00:00
1.52,,0.026,0.025,0.0026,0.023,0.018,,2023-09-11 07:00:00
1.54,,0.046,0.028,0.0034,0.026,0.021,,2023-09-11 08:00:00
1.58,,0.062,0.046,0.0058,0.035,0.028,,2023-09-11 09:00:00
1.62,,0.076,0.057,0.0084,0.044,0.021,,2023-09-11 10:00:00
1.71,,0.062,0.072,0.0124,0.032,0.018,,2023-09-11 11:00:00
1.68,,0.049,0.073,0.0135,0.014,0.005,,2023-09-11 12:00:00
1.51,,0.02,0.062,0.0256,0.03,0.014,,2023-09-11 13:00:00
1.52,,0.02,0.064,0.0282,0.031,0.013,,2023-09-11 14:00:00
1.57,,0.041,0.082,0.0186,0.05,0.019,,2023-09-11 15:00:00
1.56,,0.026,0.079,0.0197,0.049,0.02,,2023-09-11 16:00:00
1.51,,0.018,0.078,0.0174,0.045,0.02,,2023-09-11 17:00:00
1.53,,0.008,0.065,0.0183,0.043,0.019,,2023-09-11 18:00:00
1.48,,0.007,0.069,0.0068,0.037,0.017,,2023-09-11 19:00:00
1.48,,0.007,0.064,0.0028,0.033,0.017,,2023-09-11 20:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-11 21:00:00
1.49,,0.011,0.064,0.0025,0.035,0.017,,2023-09-11 21:00:00
1.48,,0.014,0.057,0.0021,0.034,0.018,,2023-09-11 22:00:00
1.49,,0.025,0.056,0.0018,0.033,0.018,,2023-09-11 23:00:00
1.57,,0.024,0.054,0.0019,0.045,0.024,,2023-09-12 00:00:00
1.6,,0.03,0.042,0.0018,0.039,0.023,,2023-09-12 01:00:00
1.62,,0.029,0.036,0.0016,0.036,0.022,,2023-09-12 02:00:00
1.55,,0.019,0.032,0.0017,0.027,0.018,,2023-09-12 03:00:00
1.53,,0.015,0.029,0.0018,0.024,0.017,,2023-09-12 04:00:00
1.55,,0.02,0.03,0.0018,0.024,0.019,,2023-09-12 05:00:00
1.67,,0.022,0.035,0.0015,0.03,0.02,,2023-09-12 06:00:00
1.68,,0.021,0.028,0.0026,0.029,0.02,,2023-09-12 07:00:00
1.6,,0.025,0.038,0.0066,0.035,0.023,,2023-09-12 08:00:00
1.56,,0.028,0.052,0.0133,0.037,0.028,,2023-09-12 09:00:00
1.51,,0.022,0.045,0.0233,0.034,0.018,,2023-09-12 10:00:00
1.49,,0.025,0.048,0.0264,0.035,0.022,,2023-09-12 11:00:00
1.49,,0.014,0.04,0.0407,0.031,0.017,,2023-09-12 12:00:00
1.46,,0.011,0.035,0.0469,0.029,0.015,,2023-09-12 13:00:00
1.46,,0.006,0.029,0.0515,0.027,0.015,,2023-09-12 14:00:00
1.43,,0.006,0.027,0.055,0.028,0.014,,2023-09-12 15:00:00
1.42,,0.003,0.026,0.0552,0.026,0.012,,2023-09-12 16:00:00
1.41,,0.002,0.024,0.0585,0.036,0.014,,2023-09-12 17:00:00
1.41,,0.002,0.033,0.0451,0.03,0.013,,2023-09-12 18:00:00
1.41,,0.001,0.044,0.0222,0.047,0.019,,2023-09-12 19:00:00
1.42,,0.049,0.067,0.0026,0.028,0.012,,2023-09-12 20:00:00
1.42,,0.063,0.072,0.0021,0.03,0.014,,2023-09-12 21:00:00
1.43,,0.037,0.072,0.0021,0.028,0.013,,2023-09-12 22:00:00
1.45,,0.038,0.07,0.0021,0.028,0.015,,2023-09-12 23:00:00
1.47,,0.022,0.074,0.0025,0.026,0.014,,2023-09-13 00:00:00
1.47,,0.012,0.067,0.002,0.026,0.016,,2023-09-13 01:00:00
1.48,,0.016,0.055,0.002,0.027,0.015,,2023-09-13 02:00:00
1.49,,0.038,0.053,0.0019,0.028,0.015,,2023-09-13 03:00:00
1.5,,0.022,0.046,0.0021,0.029,0.015,,2023-09-13 04:00:00
1.52,,0.026,0.04,0.0021,0.028,0.014,,2023-09-13 05:00:00
1.63,,0.058,0.038,0.0019,0.028,0.017,,2023-09-13 06:00:00
1.71,,0.075,0.035,0.0022,0.03,0.019,,2023-09-13 07:00:00
1.65,,0.071,0.045,0.0038,0.04,0.022,,2023-09-13 08:00:00
1.55,,0.056,0.056,0.0081,0.041,0.022,,2023-09-13 09:00:00
1.47,,0.018,0.039,0.026,0.031,0.013,,2023-09-13 10:00:00
1.46,,0.012,0.034,0.0343,0.021,0.01,,2023-09-13 11:00:00
1.45,,0.01,0.033,0.0467,0.021,0.008,,2023-09-13 12:00:00
1.51,,0.006,0.027,0.0562,0.021,0.006,,2023-09-13 13:00:00
0.0,,0.0,0.0,0.0,0.0,0.0,,2023-09-13 14:00:00
1.44,,0.007,0.032,0.0574,0.027,0.01,,2023-09-13 14:00:00
1.42,,0.004,0.025,0.0682,0.026,0.01,,2023-09-13 15:00:00
