TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,EndTimeUTC
533.68,9200.69,9296,1235,100,1,8061,1235,360.22,2023-07-05 10:00:00
512.21,8769.04,8848,1209,100,1,7639,1209,361.8,2023-07-05 11:00:00
469.02,8085.97,8170,1496,100,1,6674,1496,362.85,2023-07-05 12:00:00
2506.48,42911.0,43293,929,100,1,42364,929,361.03,2023-07-05 13:00:00
271.45,4679.88,4729,648,100,1,4081,648,361.88,2023-07-05 14:00:00
249.72,4275.26,4315,646,100,1,3669,646,359.67,2023-07-05 15:00:00
237.86,4100.66,4140,673,100,1,3467,673,361.54,2023-07-05 16:00:00
245.36,4200.63,4238,807,100,1,3431,807,360.94,2023-07-05 17:00:00
250.44,4317.56,4359,949,100,1,3410,949,365.17,2023-07-05 18:00:00
264.22,4523.4,4563,943,100,1,3620,943,367.44,2023-07-05 19:00:00
283.99,4896.01,4946,1234,100,1,3712,1234,371.45,2023-07-05 20:00:00
295.89,5065.69,5117,1237,100,1,3880,1237,369.51,2023-07-05 21:00:00
298.59,5147.64,5197,1149,100,1,4048,1149,369.79,2023-07-05 22:00:00
278.86,4774.16,4817,951,100,1,3866,951,367.74,2023-07-05 23:00:00
289.21,4986.01,5036,945,93,1,4091,945,371.71,2023-07-06 00:00:00
282.3,4832.9,4874,1114,100,1,3760,1114,374.26,2023-07-06 01:00:00
320.82,5530.88,5585,1690,100,1,3895,1690,384.42,2023-07-06 02:00:00
359.02,6146.42,6210,2250,100,1,3960,2250,381.17,2023-07-06 03:00:00
352.47,6076.59,6134,1922,100,1,4212,1922,379.01,2023-07-06 04:00:00
382.77,6553.07,6609,2191,100,1,4418,2191,374.04,2023-07-06 05:00:00
333.49,5749.32,5806,1534,100,1,4272,1534,369.28,2023-07-06 06:00:00
307.35,5261.85,5313,1294,100,1,4019,1294,371.23,2023-07-06 07:00:00
309.85,5341.81,5402,1125,100,1,4277,1125,367.72,2023-07-06 08:00:00
296.43,5074.95,5130,914,100,1,4216,914,357.43,2023-07-06 09:00:00
319.64,5510.66,5574,916,100,1,4658,916,355.52,2023-07-06 10:00:00
305.31,5226.88,5273,783,100,1,4490,783,350.29,2023-07-06 11:00:00
311.9,5377.15,5429,748,100,1,4681,748,351.4,2023-07-06 12:00:00
290.61,4975.28,5019,777,93,1,4242,777,349.35,2023-07-06 13:00:00
305.56,5267.81,5322,819,100,1,4503,819,350.86,2023-07-06 14:00:00
306.18,5241.78,5286,967,100,1,4319,967,348.85,2023-07-06 15:00:00
287.1,4949.59,4995,959,100,1,4036,959,351.63,2023-07-06 16:00:00
292.81,5012.98,5053,1117,100,1,3936,1117,352.38,2023-07-06 17:00:00
297.48,5128.57,5176,1370,100,1,3806,1370,358.57,2023-07-06 18:00:00
308.85,5287.51,5333,1572,100,1,3761,1572,364.19,2023-07-06 19:00:00
311.25,5365.91,5422,1593,100,1,3829,1593,368.47,2023-07-06 20:00:00
311.55,5333.72,5387,1614,100,1,3773,1614,363.74,2023-07-06 21:00:00
287.98,4964.71,5013,1393,100,1,3620,1393,369.24,2023-07-06 22:00:00
295.81,5064.27,5117,1385,100,1,3732,1385,368.13,2023-07-06 23:00:00
282.13,4863.93,4913,1273,100,1,3640,1273,372.97,2023-07-07 00:00:00
268.4,4595.03,4636,1169,100,1,3467,1169,369.02,2023-07-07 01:00:00
290.05,5000.42,5052,996,100,1,4056,996,374.85,2023-07-07 02:00:00
269.68,4616.99,4658,1111,93,1,3547,1111,371.15,2023-07-07 03:00:00
243.1,4191.05,4234,1043,100,1,3191,1043,375.05,2023-07-07 04:00:00
259.7,4445.98,4488,1142,100,1,3346,1142,370.7,2023-07-07 05:00:00
258.66,4459.22,4502,1284,100,1,3218,1284,374.0,2023-07-07 06:00:00
263.08,4503.94,4544,1331,100,1,3213,1331,366.22,2023-07-07 07:00:00
275.72,4753.38,4788,1563,100,1,3225,1563,369.68,2023-07-07 08:00:00
314.03,5376.26,5419,1677,100,1,3742,1677,371.18,2023-07-07 09:00:00
322.63,5562.23,5618,1962,100,1,3656,1962,372.35,2023-07-07 10:00:00
315.78,5406.12,5461,1759,100,1,3702,1759,366.61,2023-07-07 11:00:00
285.41,4920.55,4969,1483,100,1,3486,1483,367.04,2023-07-07 12:00:00
309.95,5306.36,5354,1763,100,1,3591,1763,364.19,2023-07-07 13:00:00
335.17,5778.25,5836,1799,100,1,4037,1799,366.55,2023-07-07 14:00:00
323.22,5533.52,5582,1782,93,1,3800,1782,368.49,2023-07-07 15:00:00
342.66,5907.45,5969,2316,100,1,3653,2316,373.3,2023-07-07 16:00:00
358.79,6142.4,6196,2408,100,1,3788,2408,378.05,2023-07-07 17:00:00
385.86,6652.2,6714,2645,100,1,4069,2645,381.54,2023-07-07 18:00:00
310.47,5315.23,5367,1718,100,1,3649,1718,381.26,2023-07-07 19:00:00
304.02,5241.28,5294,1496,100,1,3798,1496,389.88,2023-07-07 20:00:00
322.36,5518.75,5575,1994,100,1,3581,1994,390.07,2023-07-07 21:00:00
382.56,6595.27,6657,1778,100,1,4879,1778,389.88,2023-07-07 22:00:00
300.04,5136.63,5186,1414,100,1,3772,1414,386.31,2023-07-07 23:00:00
287.32,4953.33,5005,1331,93,1,3674,1331,387.67,2023-07-08 00:00:00
291.9,4997.33,5042,1199,100,1,3843,1199,385.6,2023-07-08 01:00:00
298.55,5147.08,5197,1070,100,1,4127,1070,385.49,2023-07-08 02:00:00
301.34,5158.99,5208,1158,100,1,4050,1158,384.84,2023-07-08 03:00:00
311.53,5370.83,5422,1055,100,1,4367,1055,385.56,2023-07-08 04:00:00
298.45,5109.52,5156,1064,100,1,4092,1064,381.84,2023-07-08 05:00:00
291.79,5030.43,5077,1194,100,1,3883,1194,381.23,2023-07-08 06:00:00
291.2,4985.31,5030,1388,100,1,3642,1388,378.38,2023-07-08 07:00:00
280.07,4828.48,4875,1247,100,1,3628,1247,376.74,2023-07-08 08:00:00
290.49,4973.26,5020,1192,100,1,3828,1192,372.57,2023-07-08 09:00:00
289.35,4988.42,5039,1108,100,1,3931,1108,370.16,2023-07-08 10:00:00
271.1,4641.18,4684,821,100,1,3863,821,363.81,2023-07-08 11:00:00
218.2,3761.8,3799,635,100,1,3164,635,363.69,2023-07-08 12:00:00
213.76,3659.53,3694,610,100,1,3084,610,360.65,2023-07-08 13:00:00
233.4,4023.83,4066,644,100,1,3422,644,359.36,2023-07-08 14:00:00
221.63,3794.25,3830,570,100,1,3260,570,356.35,2023-07-08 15:00:00
220.64,3803.91,3840,673,100,1,3167,673,356.82,2023-07-08 16:00:00
227.24,3890.41,3926,665,100,1,3261,665,362.88,2023-07-08 17:00:00
236.24,4072.78,4112,745,100,1,3367,745,374.2,2023-07-08 18:00:00
260.62,4461.79,4502,1055,93,1,3447,1055,378.36,2023-07-08 19:00:00
287.65,4959.14,5010,1385,100,1,3625,1385,391.62,2023-07-08 20:00:00
309.11,5292.01,5342,1952,100,1,3390,1952,395.47,2023-07-08 21:00:00
364.13,6277.62,6338,2720,100,1,3618,2720,401.03,2023-07-08 22:00:00
414.56,7097.24,7164,3171,100,1,3993,3171,409.34,2023-07-08 23:00:00
443.67,7648.8,7727,3419,100,1,4308,3419,410.94,2023-07-09 00:00:00
450.84,7718.43,7795,3652,100,1,4143,3652,415.46,2023-07-09 01:00:00
504.97,8705.69,8787,4897,93,1,3890,4897,424.83,2023-07-09 02:00:00
587.96,10065.83,10152,5674,100,1,4478,5674,421.57,2023-07-09 03:00:00
550.7,9494.1,9589,4747,100,1,4842,4747,415.51,2023-07-09 04:00:00
526.39,9011.73,9104,4180,100,1,4924,4180,398.8,2023-07-09 05:00:00
349.1,6018.55,6075,1777,93,1,4298,1777,381.64,2023-07-09 06:00:00
226.15,3871.74,3907,645,100,1,3262,645,369.64,2023-07-09 07:00:00
211.02,3637.91,3673,583,100,1,3090,583,366.74,2023-07-09 08:00:00
221.27,3788.2,3826,628,100,1,3198,628,359.84,2023-07-09 09:00:00
232.56,4009.42,4052,667,100,1,3385,667,360.56,2023-07-09 10:00:00
226.76,3882.1,3921,580,100,1,3341,580,356.39,2023-07-09 11:00:00
233.11,4018.79,4061,631,100,1,3430,631,358.51,2023-07-09 12:00:00
219.97,3765.9,3802,577,100,1,3225,577,354.41,2023-07-09 13:00:00
230.66,3976.5,4020,594,100,1,3426,594,357.29,2023-07-09 14:00:00
226.36,3875.24,3915,545,100,1,3370,545,354.14,2023-07-09 15:00:00
213.16,3674.8,3714,542,100,1,3172,542,357.78,2023-07-09 16:00:00
214.72,3676.02,3708,564,100,1,3144,564,355.32,2023-07-09 17:00:00
199.96,3447.39,3481,608,100,1,2873,608,361.16,2023-07-09 18:00:00
209.28,3582.9,3615,650,100,1,2965,650,358.84,2023-07-09 19:00:00
193.75,3340.23,3372,588,100,1,2784,588,362.13,2023-07-09 20:00:00
180.1,3083.27,3114,492,100,1,2622,492,359.7,2023-07-09 21:00:00
197.43,3403.63,3438,642,100,1,2796,642,365.94,2023-07-09 22:00:00
212.57,3639.15,3672,668,100,1,3004,668,363.18,2023-07-09 23:00:00
220.91,3808.55,3846,502,100,1,3344,502,368.76,2023-07-10 00:00:00
197.29,3377.61,3409,483,100,1,2926,483,367.15,2023-07-10 01:00:00
188.25,3245.45,3276,521,100,1,2755,521,371.54,2023-07-10 02:00:00
157.35,2693.86,2718,342,100,1,2376,342,368.95,2023-07-10 03:00:00
158.32,2729.51,2757,346,100,1,2411,346,371.3,2023-07-10 04:00:00
192.09,3288.53,3321,407,100,1,2914,407,363.74,2023-07-10 05:00:00
169.26,2917.99,2948,403,100,1,2545,403,364.96,2023-07-10 06:00:00
168.62,2886.7,2912,435,100,1,2477,435,358.05,2023-07-10 07:00:00
160.81,2772.32,2798,405,100,1,2393,405,357.51,2023-07-10 08:00:00
168.21,2879.72,2906,399,100,1,2507,399,355.96,2023-07-10 09:00:00
183.71,3167.19,3199,359,100,1,2840,359,356.39,2023-07-10 10:00:00
183.71,3167.19,3199,359,100,1,2840,359,356.39,2023-07-10 10:00:00
209.14,3605.56,3646,472,100,1,3174,472,357.47,2023-07-10 12:00:00
193.6,3314.5,3346,404,93,1,2942,404,356.91,2023-07-10 13:00:00
164.34,2833.27,2861,540,100,1,2321,540,358.89,2023-07-10 14:00:00
163.58,2800.47,2830,519,100,1,2311,519,359.78,2023-07-10 15:00:00
167.54,2888.42,2918,583,100,1,2335,583,361.84,2023-07-10 16:00:00
163.56,2800.19,2829,587,100,1,2242,587,361.39,2023-07-10 17:00:00
173.57,2992.42,3021,629,100,1,2392,629,364.01,2023-07-10 18:00:00
173.74,2974.45,3002,598,100,1,2404,598,361.82,2023-07-10 19:00:00
169.74,2926.25,2956,574,100,1,2382,574,362.23,2023-07-10 20:00:00
172.57,2954.39,2981,492,100,1,2489,492,360.48,2023-07-10 21:00:00
163.55,2819.66,2849,398,100,1,2451,398,363.08,2023-07-10 22:00:00
158.41,2711.96,2737,402,100,1,2335,402,362.5,2023-07-10 23:00:00
151.91,2618.93,2648,360,100,1,2288,360,364.23,2023-07-11 00:00:00
147.84,2530.94,2552,315,100,1,2237,315,362.86,2023-07-11 01:00:00
142.89,2463.45,2491,233,100,1,2258,233,364.1,2023-07-11 02:00:00
129.29,2213.5,2234,277,100,1,1957,277,362.11,2023-07-11 03:00:00
129.36,2230.19,2251,296,100,1,1955,296,363.58,2023-07-11 04:00:00
138.88,2377.55,2400,392,100,1,2008,392,361.13,2023-07-11 05:00:00
141.31,2436.12,2460,388,100,1,2072,388,362.7,2023-07-11 06:00:00
150.89,2583.22,2609,470,100,1,2139,470,361.21,2023-07-11 07:00:00
161.29,2780.61,2811,642,100,1,2169,642,361.58,2023-07-11 08:00:00
165.45,2832.58,2859,670,100,1,2189,670,358.93,2023-07-11 09:00:00
160.73,2771.03,2801,601,100,1,2200,601,358.32,2023-07-11 10:00:00
162.78,2786.78,2813,571,100,1,2242,571,354.93,2023-07-11 11:00:00
163.38,2816.66,2847,508,100,1,2339,508,354.44,2023-07-11 12:00:00
165.22,2828.65,2854,496,100,1,2358,496,353.9,2023-07-11 13:00:00
168.01,2896.56,2925,714,100,1,2211,714,355.68,2023-07-11 14:00:00
151.92,2600.91,2625,455,100,1,2170,455,354.08,2023-07-11 15:00:00
144.96,2499.12,2522,526,100,1,1996,526,356.24,2023-07-11 16:00:00
151.53,2594.12,2619,548,100,1,2071,548,356.47,2023-07-11 17:00:00
140.57,2423.42,2449,528,100,1,1921,528,361.03,2023-07-11 18:00:00
168.83,2890.45,2918,758,100,1,2160,758,362.34,2023-07-11 19:00:00
172.0,2965.22,2993,731,100,1,2262,731,363.17,2023-07-11 20:00:00
151.92,2600.88,2624,504,100,1,2120,504,360.88,2023-07-11 21:00:00
146.91,2532.66,2560,407,100,1,2153,407,361.09,2023-07-11 22:00:00
158.49,2713.41,2738,455,95,1,2283,455,359.44,2023-07-11 23:00:00
155.03,2672.77,2702,360,100,1,2342,360,361.17,2023-07-12 00:00:00
160.59,2749.24,2775,433,100,1,2342,433,360.73,2023-07-12 01:00:00
163.45,2817.84,2845,395,100,1,2450,395,363.48,2023-07-12 02:00:00
155.63,2664.38,2689,329,100,1,2360,329,363.03,2023-07-12 03:00:00
145.24,2504.02,2530,398,100,1,2132,398,364.98,2023-07-12 04:00:00
192.79,3300.5,3329,1117,100,1,2212,1117,363.41,2023-07-12 05:00:00
207.33,3574.42,3609,1463,100,1,2146,1463,363.75,2023-07-12 06:00:00
190.14,3255.16,3281,688,100,1,2593,688,362.33,2023-07-12 07:00:00
181.19,3123.66,3157,793,100,1,2364,793,362.35,2023-07-12 08:00:00
187.81,3215.29,3244,844,100,1,2400,844,355.35,2023-07-12 09:00:00
179.21,3089.61,3120,577,100,1,2543,577,356.28,2023-07-12 10:00:00
182.16,3118.62,3147,507,100,1,2640,507,351.77,2023-07-12 11:00:00
167.42,2886.33,2914,507,100,1,2407,507,354.2,2023-07-12 12:00:00
181.81,3112.65,3141,579,100,1,2562,579,351.1,2023-07-12 13:00:00
172.31,2970.67,3001,550,100,1,2451,550,353.98,2023-07-12 14:00:00
189.52,3244.59,3275,567,100,1,2708,567,349.92,2023-07-12 15:00:00
185.79,3202.94,3234,663,100,1,2571,663,353.07,2023-07-12 16:00:00
162.67,2784.94,2810,467,100,1,2343,467,353.67,2023-07-12 17:00:00
374.12,6449.88,6510,2744,100,1,3766,2744,360.72,2023-07-12 18:00:00
227.8,3899.97,3933,1289,100,1,2644,1289,360.37,2023-07-12 19:00:00
210.91,3636.03,3672,1155,100,1,2517,1155,365.0,2023-07-12 20:00:00
209.27,3582.75,3619,943,100,1,2676,943,361.6,2023-07-12 21:00:00
185.66,3200.7,3235,735,100,1,2500,735,366.97,2023-07-12 22:00:00
197.46,3380.43,3413,768,100,1,2645,768,364.98,2023-07-12 23:00:00
173.82,2996.7,3025,565,100,1,2460,565,372.14,2023-07-13 00:00:00
193.69,3316.02,3347,829,93,1,2518,829,369.1,2023-07-13 01:00:00
178.86,3083.5,3116,726,100,1,2390,726,374.75,2023-07-13 02:00:00
193.19,3307.44,3338,785,100,1,2553,785,372.7,2023-07-13 03:00:00
204.87,3532.03,3565,1035,100,1,2530,1035,377.17,2023-07-13 04:00:00
221.36,3789.61,3827,1199,100,1,2628,1199,373.79,2023-07-13 05:00:00
242.66,4183.54,4226,1205,100,1,3021,1205,375.51,2023-07-13 06:00:00
243.0,4160.15,4203,953,100,1,3250,953,367.27,2023-07-13 07:00:00
237.15,4088.46,4127,1216,100,1,2911,1216,365.7,2023-07-13 08:00:00
237.7,4069.42,4104,1276,100,1,2828,1276,363.84,2023-07-13 09:00:00
244.09,4208.07,4251,1371,100,1,2880,1371,364.28,2023-07-13 10:00:00
244.83,4191.45,4228,1288,100,1,2940,1288,363.36,2023-07-13 11:00:00
246.14,4243.51,4285,1347,100,1,2938,1347,366.15,2023-07-13 12:00:00
254.44,4355.98,4396,1361,100,1,3035,1361,363.39,2023-07-13 13:00:00
255.02,4396.62,4440,1521,100,1,2919,1521,366.15,2023-07-13 14:00:00
259.85,4448.67,4491,1524,100,1,2967,1524,365.08,2023-07-13 15:00:00
251.35,4333.21,4377,1480,93,1,2897,1480,367.68,2023-07-13 16:00:00
281.03,4811.2,4854,2003,100,1,2851,2003,366.64,2023-07-13 17:00:00
236.88,4083.73,4123,1398,100,1,2725,1398,368.48,2023-07-13 18:00:00
256.64,4393.67,4433,1403,100,1,3030,1403,366.85,2023-07-13 19:00:00
233.82,4031.04,4070,1042,100,1,3028,1042,368.21,2023-07-13 20:00:00
218.48,3740.42,3774,873,100,1,2901,873,366.3,2023-07-13 21:00:00
181.74,3133.12,3163,576,100,1,2587,576,368.42,2023-07-13 22:00:00
215.35,3686.79,3722,767,100,1,2955,767,368.48,2023-07-13 23:00:00
204.15,3519.53,3556,772,100,1,2784,772,372.0,2023-07-14 00:00:00
245.33,4200.05,4239,1070,100,1,3169,1070,371.64,2023-07-14 01:00:00
205.94,3550.41,3585,758,100,1,2827,758,374.78,2023-07-14 02:00:00
203.05,3476.29,3508,667,100,1,2841,667,373.8,2023-07-14 03:00:00
177.9,3066.91,3097,523,100,1,2574,523,375.26,2023-07-14 04:00:00
172.96,2961.11,2990,647,100,1,2343,647,375.19,2023-07-14 05:00:00
197.0,3396.22,3431,922,100,1,2509,922,374.06,2023-07-14 06:00:00
203.34,3481.2,3507,981,100,1,2526,981,372.11,2023-07-14 07:00:00
200.16,3450.83,3486,970,100,1,2516,970,374.24,2023-07-14 08:00:00
193.98,3320.95,3353,984,100,1,2369,984,369.97,2023-07-14 09:00:00
203.44,3507.26,3543,1127,100,1,2416,1127,370.28,2023-07-14 10:00:00
194.87,3336.11,3367,1115,93,1,2252,1115,368.27,2023-07-14 11:00:00
193.47,3335.43,3368,1047,100,1,2321,1047,369.56,2023-07-14 12:00:00
204.26,3496.87,3529,925,100,1,2604,925,365.96,2023-07-14 13:00:00
195.69,3373.66,3402,853,100,1,2549,853,368.35,2023-07-14 14:00:00
225.72,3864.28,3898,1140,100,1,2758,1140,368.79,2023-07-14 15:00:00
217.91,3756.78,3796,1381,100,1,2415,1381,372.24,2023-07-14 16:00:00
325.41,5571.0,5628,2436,100,1,3192,2436,378.29,2023-07-14 17:00:00
407.29,7021.74,7094,3018,100,1,4076,3018,396.76,2023-07-14 18:00:00
349.96,5991.35,6052,2969,100,1,3083,2969,410.38,2023-07-14 19:00:00
381.88,6583.59,6650,3787,100,1,2863,3787,412.42,2023-07-14 20:00:00
363.61,6225.0,6287,3510,93,1,2777,3510,401.11,2023-07-14 21:00:00
319.48,5507.78,5561,2390,100,1,3171,2390,394.3,2023-07-14 22:00:00
