timestamp,datetime,CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2
1693526400,01.09.2023 00:00,1.44,0.3,0.0,0.053,0.0429,0.039,0.018,
1693530000,01.09.2023 01:00,1.44,0.3,0.0,0.048,0.0384,0.04,0.018,
1693533600,01.09.2023 02:00,1.45,0.3,0.0,0.046,0.0348,0.039,0.018,
1693537200,01.09.2023 03:00,1.47,0.2,0.0,0.039,0.035,0.033,0.018,
1693540800,01.09.2023 04:00,1.48,0.2,0.0,0.041,0.0252,0.031,0.018,
1693544400,01.09.2023 05:00,1.48,0.2,0.0,0.04,0.0216,0.03,0.017,
1693548000,01.09.2023 06:00,1.51,0.27,0.001,0.049,0.0093,0.032,0.018,
1693551600,01.09.2023 07:00,1.53,0.3,0.007,0.052,0.0119,0.04,0.02,
1693555200,01.09.2023 08:00,1.53,0.4,0.012,0.054,0.0224,0.065,0.039,
1693558800,01.09.2023 09:00,1.53,0.47,0.025,0.063,0.0204,0.059,0.026,
1693562400,01.09.2023 10:00,1.48,0.5,0.028,0.068,0.0256,0.047,0.022,
1693566000,01.09.2023 11:00,1.43,0.4,0.015,0.053,0.0499,0.037,0.016,
1693569600,01.09.2023 12:00,1.41,0.3,0.005,0.032,0.0798,0.035,0.013,
1693573200,01.09.2023 13:00,1.39,0.27,0.001,0.022,0.1144,0.035,0.012,
1693576800,01.09.2023 14:00,1.37,0.2,0.001,0.017,0.1215,0.03,0.012,
1693580400,01.09.2023 15:00,1.36,0.1,0.0,0.015,0.1259,0.024,0.011,
1693584000,01.09.2023 16:00,1.36,0.1,0.0,0.015,0.127,0.023,0.011,
1693587600,01.09.2023 17:00,1.36,0.1,0.0,0.019,0.118,0.027,0.01,
1693591200,01.09.2023 18:00,1.27,0.0,0.0,0.023,0.1095,0.0,0.0,
1693526400,01.09.2023 00:00,1.44,,0.0,0.053,0.0429,0.039,0.018,
1693530000,01.09.2023 01:00,1.44,,0.0,0.048,0.0384,0.04,0.018,
1693533600,01.09.2023 02:00,1.45,,0.0,0.046,0.0348,0.039,0.018,
1693537200,01.09.2023 03:00,1.47,,0.0,0.039,0.035,0.033,0.018,
1693540800,01.09.2023 04:00,1.48,,0.0,0.041,0.0252,0.031,0.018,
1693544400,01.09.2023 05:00,1.48,,0.0,0.04,0.0216,0.03,0.017,
1693548000,01.09.2023 06:00,1.51,,0.001,0.049,0.0093,0.032,0.018,
1693551600,01.09.2023 07:00,1.53,,0.007,0.052,0.0119,0.04,0.02,
1693555200,01.09.2023 08:00,1.53,,0.012,0.054,0.0224,0.065,0.039,
1693558800,01.09.2023 09:00,1.53,,0.025,0.063,0.0204,0.059,0.026,
1693562400,01.09.2023 10:00,1.48,,0.028,0.068,0.0256,0.047,0.022,
1693566000,01.09.2023 11:00,1.43,,0.015,0.053,0.0499,0.037,0.016,
1693569600,01.09.2023 12:00,1.41,,0.005,0.032,0.0798,0.035,0.013,
