timestamp,datetime,CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2
1704067200,01.01.2024 00:00,1.45,0.1,0.001,0.0,0.0397,0.006,0.007,0.0008
1704070800,01.01.2024 01:00,1.46,0.1,0.001,0.0,0.0412,0.008,0.008,0.0008
1704074400,01.01.2024 02:00,1.46,0.1,0.001,0.0,0.039,0.017,0.016,0.0009
1704078000,01.01.2024 03:00,1.46,0.13,0.001,0.0,0.0371,0.013,0.011,0.0011
1704081600,01.01.2024 04:00,1.47,0.1,0.001,0.0,0.0345,0.01,0.009,0.0012
1704085200,01.01.2024 05:00,1.47,0.1,0.001,0.0,0.0362,0.01,0.009,0.0014
1704088800,01.01.2024 06:00,1.48,0.1,0.001,0.0,0.0331,0.009,0.008,0.0015
1704092400,01.01.2024 07:00,1.47,0.1,0.001,0.0,0.0313,0.008,0.006,0.0012
1704096000,01.01.2024 08:00,1.47,0.1,0.001,0.004,0.0264,0.008,0.007,0.0012
1704099600,01.01.2024 09:00,1.48,0.1,0.001,0.004,0.0264,0.008,0.007,0.0014
1704103200,01.01.2024 10:00,1.48,0.1,0.002,0.002,0.0304,0.008,0.007,0.0013
1704106800,01.01.2024 11:00,1.47,0.1,0.002,0.0,0.0358,0.007,0.007,0.0013
1704110400,01.01.2024 12:00,1.47,0.1,0.003,0.0,0.0341,0.006,0.004,0.0015
1704114000,01.01.2024 13:00,1.46,0.1,0.004,0.0,0.0366,0.007,0.005,0.0016
1704117600,01.01.2024 14:00,1.46,0.1,0.002,0.0,0.0383,0.006,0.005,0.0016
1704121200,01.01.2024 15:00,1.46,0.03,0.002,0.0,0.0361,0.007,0.006,0.0015
1704124800,01.01.2024 16:00,1.46,0.0,0.002,0.001,0.0296,0.008,0.006,0.0013
1704128400,01.01.2024 17:00,1.46,0.1,0.001,0.008,0.0228,0.009,0.008,0.0016
1704132000,01.01.2024 18:00,1.47,0.1,0.001,0.009,0.0193,0.008,0.007,0.0016
1704135600,01.01.2024 19:00,1.49,0.1,0.005,0.026,0.0055,0.017,0.015,0.0016
1704139200,01.01.2024 20:00,1.48,0.1,0.002,0.013,0.017,0.01,0.009,0.0015
1704142800,01.01.2024 21:00,1.52,0.1,0.006,0.027,0.0026,0.012,0.008,0.0017
1704146400,01.01.2024 22:00,1.54,0.1,0.007,0.029,0.002,0.011,0.009,0.0018
1704150000,01.01.2024 23:00,1.51,0.17,0.012,0.03,0.0015,0.011,0.01,0.0018
1704153600,02.01.2024 00:00,1.52,0.17,0.006,0.025,0.0045,0.011,0.009,0.0017
1704157200,02.01.2024 01:00,1.51,0.1,0.002,0.022,0.0063,0.011,0.009,0.0017
1704160800,02.01.2024 02:00,1.53,0.1,0.004,0.024,0.0036,0.009,0.008,0.0019
1704164400,02.01.2024 03:00,1.51,0.33,0.001,0.013,0.0146,0.007,0.008,0.0019
1704168000,02.01.2024 04:00,1.52,0.3,0.001,0.011,0.0135,0.006,0.008,0.0019
1704171600,02.01.2024 05:00,1.55,0.3,0.001,0.007,0.018,0.01,0.007,0.002
1704175200,02.01.2024 06:00,1.53,0.3,0.001,0.009,0.017,0.006,0.006,0.0019
1704178800,02.01.2024 07:00,1.51,0.3,0.0,0.006,0.0258,0.006,0.006,0.0021
1704182400,02.01.2024 08:00,1.48,0.3,0.001,0.011,0.0229,0.008,0.007,0.0018
1704186000,02.01.2024 09:00,1.47,0.3,0.001,0.013,0.0272,0.008,0.007,0.0019
1704189600,02.01.2024 10:00,1.46,0.3,0.002,0.014,0.034,0.005,0.006,0.0023
1704193200,02.01.2024 11:00,1.46,0.3,0.003,0.007,0.0403,0.004,0.006,0.0019
1704196800,02.01.2024 12:00,1.46,0.3,0.004,0.006,0.042,0.007,0.006,0.0019
1704200400,02.01.2024 13:00,1.46,0.33,0.005,0.007,0.0422,0.007,0.006,0.0019
1704204000,02.01.2024 14:00,1.47,0.43,0.005,0.011,0.0394,0.008,0.006,0.0019
1704207600,02.01.2024 15:00,1.47,0.2,0.003,0.011,0.0403,0.008,0.006,0.0021
1704211200,02.01.2024 16:00,1.47,0.1,0.003,0.015,0.037,0.01,0.008,0.0021
1704214800,02.01.2024 17:00,1.46,0.0,0.001,0.018,0.0367,0.017,0.008,0.0021
1704218400,02.01.2024 18:00,1.46,0.0,0.001,0.015,0.039,0.011,0.007,0.0023
1704222000,02.01.2024 19:00,1.47,0.0,0.001,0.017,0.0362,0.009,0.007,0.0022
1704225600,02.01.2024 20:00,1.47,0.03,0.001,0.016,0.0377,0.008,0.007,0.0024
1704229200,02.01.2024 21:00,1.47,0.0,0.001,0.018,0.0353,0.009,0.007,0.0026
1704232800,02.01.2024 22:00,1.48,0.0,0.001,0.024,0.0303,0.009,0.008,0.0026
1704236400,02.01.2024 23:00,1.48,0.0,0.001,0.022,0.0312,0.009,0.007,0.0029
1704240000,03.01.2024 00:00,1.51,0.0,0.001,0.021,0.0315,0.009,0.008,0.0027
1704243600,03.01.2024 01:00,1.5,0.0,0.001,0.021,0.0316,0.009,0.007,0.0026
1704247200,03.01.2024 02:00,1.5,0.0,0.001,0.021,0.0314,0.008,0.006,0.0027
1704250800,03.01.2024 03:00,1.47,0.1,0.001,0.023,0.0284,0.009,0.007,0.0023
1704254400,03.01.2024 04:00,1.52,0.1,0.001,0.028,0.0245,0.009,0.008,0.0023
1704258000,03.01.2024 05:00,1.52,0.1,0.001,0.025,0.0266,0.009,0.007,0.0021
1704261600,03.01.2024 06:00,1.55,0.1,0.001,0.029,0.0233,0.008,0.007,0.0022
1704265200,03.01.2024 07:00,1.54,0.1,0.001,0.034,0.0193,0.008,0.008,0.0023
1704268800,03.01.2024 08:00,1.53,0.1,0.002,0.037,0.0171,0.008,0.007,0.0025
1704272400,03.01.2024 09:00,1.57,0.1,0.002,0.04,0.0132,0.009,0.007,0.0024
1704276000,03.01.2024 10:00,1.58,0.1,0.007,0.041,0.0148,0.013,0.009,0.0025
1704279600,03.01.2024 11:00,1.57,0.2,0.013,0.037,0.0177,0.015,0.01,0.0026
1704283200,03.01.2024 12:00,1.53,0.23,0.02,0.038,0.0185,0.011,0.009,0.0028
1704286800,03.01.2024 13:00,1.51,0.23,0.024,0.037,0.0176,0.01,0.007,0.0027
1704290400,03.01.2024 14:00,1.49,0.3,0.026,0.037,0.0169,0.012,0.01,0.0026
1704294000,03.01.2024 15:00,1.48,0.1,0.025,0.04,0.0147,0.017,0.012,0.0026
1704297600,03.01.2024 16:00,1.49,0.13,0.026,0.048,0.0073,0.02,0.015,0.0027
1704301200,03.01.2024 17:00,1.49,0.17,0.025,0.054,0.0026,0.02,0.011,0.0026
1704304800,03.01.2024 18:00,1.55,0.17,0.019,0.051,0.0024,0.015,0.011,0.0024
1704308400,03.01.2024 19:00,1.57,0.13,0.018,0.05,0.0021,0.015,0.011,0.0026
1704312000,03.01.2024 20:00,1.59,0.17,0.021,0.05,0.0022,0.017,0.014,0.0029
1704315600,03.01.2024 21:00,1.52,0.1,0.016,0.048,0.0022,0.016,0.011,0.0027
1704319200,03.01.2024 22:00,1.53,0.2,0.02,0.049,0.0022,0.015,0.012,0.0029
1704322800,03.01.2024 23:00,1.53,0.1,0.02,0.048,0.0022,0.017,0.012,0.003
1704326400,04.01.2024 00:00,1.52,0.17,0.017,0.047,0.0022,0.015,0.012,0.0029
1704330000,04.01.2024 01:00,1.55,0.07,0.008,0.045,0.0027,0.014,0.011,0.0028
1704333600,04.01.2024 02:00,1.55,0.0,0.008,0.045,0.0022,0.013,0.011,0.0029
1704337200,04.01.2024 03:00,1.51,0.17,0.024,0.047,0.0017,0.012,0.011,0.0032
