TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2,EndTimeUTC
250.06,4311.07,4352,1290,93,1,3062,1290,392.54,2023-11-03 17:00:00
247.78,4242.01,4278,1060,100,1,3218,1060,388.18,2023-11-03 18:00:00
235.41,4058.54,4101,985,100,1,3116,985,388.26,2023-11-03 19:00:00
186.55,3193.71,3224,692,100,1,2532,692,383.08,2023-11-03 20:00:00
156.4,2696.35,2724,564,100,1,2160,564,383.71,2023-11-03 21:00:00
141.65,2425.11,2447,509,100,1,1938,509,381.68,2023-11-03 22:00:00
139.48,2404.61,2429,533,100,1,1896,533,385.38,2023-11-03 23:00:00
130.2,2228.95,2251,431,100,1,1820,431,380.69,2023-11-04 00:00:00
126.46,2180.12,2202,318,100,1,1884,318,383.95,2023-11-04 01:00:00
121.14,2073.84,2094,250,100,1,1844,250,381.25,2023-11-04 02:00:00
131.26,2262.94,2288,262,100,1,2026,262,385.07,2023-11-04 03:00:00
128.33,2196.99,2219,340,100,1,1879,340,383.38,2023-11-04 04:00:00
129.13,2226.25,2248,373,100,1,1875,373,383.37,2023-11-04 05:00:00
123.45,2113.46,2133,428,100,1,1705,428,378.42,2023-11-04 06:00:00
162.82,2807.0,2836,569,100,1,2267,569,383.96,2023-11-04 07:00:00
194.69,3333.09,3366,789,100,1,2577,789,381.12,2023-11-04 08:00:00
228.28,3935.53,3979,971,100,1,3008,971,385.29,2023-11-04 09:00:00
221.07,3784.7,3822,1058,100,1,2764,1058,382.17,2023-11-04 10:00:00
207.52,3577.56,3614,886,100,1,2728,886,385.11,2023-11-04 11:00:00
190.43,3260.1,3292,795,100,1,2497,795,381.35,2023-11-04 12:00:00
207.56,3578.31,3617,895,100,1,2722,895,385.27,2023-11-04 13:00:00
200.98,3440.78,3474,863,100,1,2611,863,383.36,2023-11-04 14:00:00
204.12,3519.11,3555,830,100,1,2725,830,389.18,2023-11-04 15:00:00
188.9,3234.04,3264,762,100,1,2502,762,387.79,2023-11-04 16:00:00
190.03,3276.12,3313,713,100,1,2600,713,390.19,2023-11-04 17:00:00
171.65,2938.58,2966,641,100,1,2325,641,386.37,2023-11-04 18:00:00
172.69,2977.11,3008,616,100,1,2392,616,389.99,2023-11-04 19:00:00
173.64,2972.71,2999,640,93,1,2359,640,387.87,2023-11-04 20:00:00
159.35,2747.26,2776,597,100,1,2179,597,390.12,2023-11-04 21:00:00
162.34,2779.23,2805,568,100,1,2237,568,386.17,2023-11-04 22:00:00
151.67,2614.72,2640,493,100,1,2147,493,388.59,2023-11-04 23:00:00
135.55,2320.6,2342,430,100,1,1912,430,384.53,2023-11-05 00:00:00
139.46,2404.32,2429,452,100,1,1977,452,387.16,2023-11-05 01:00:00
142.78,2444.42,2468,453,100,1,2015,453,385.13,2023-11-05 02:00:00
154.17,2657.93,2683,462,100,1,2221,462,389.73,2023-11-05 03:00:00
148.36,2539.87,2562,455,100,1,2107,455,388.11,2023-11-05 04:00:00
147.08,2535.66,2562,485,100,1,2077,485,391.27,2023-11-05 05:00:00
154.9,2651.96,2674,561,100,1,2113,561,386.63,2023-11-05 06:00:00
166.96,2878.42,2909,637,100,1,2272,637,389.24,2023-11-05 07:00:00
175.49,3004.35,3035,696,100,1,2339,696,385.82,2023-11-05 08:00:00
172.95,2981.66,3012,668,100,1,2344,668,388.3,2023-11-05 09:00:00
177.03,3030.77,3058,658,100,1,2400,658,384.49,2023-11-05 10:00:00
175.45,3024.78,3054,644,100,1,2410,644,385.9,2023-11-05 11:00:00
196.17,3358.36,3390,698,100,1,2692,698,381.33,2023-11-05 12:00:00
200.74,3460.77,3494,785,100,1,2709,785,384.59,2023-11-05 13:00:00
208.16,3563.78,3595,882,100,1,2713,882,383.67,2023-11-05 14:00:00
225.34,3884.79,3924,997,100,1,2927,997,387.8,2023-11-05 15:00:00
242.64,4154.02,4189,955,100,1,3234,955,384.72,2023-11-05 16:00:00
222.75,3840.2,3880,919,100,1,2961,919,388.42,2023-11-05 17:00:00
203.01,3475.56,3507,937,100,1,2570,937,385.48,2023-11-05 18:00:00
203.33,3505.4,3541,916,100,1,2625,916,387.86,2023-11-05 19:00:00
200.17,3426.89,3461,857,100,1,2604,857,383.4,2023-11-05 20:00:00
186.23,3210.65,3242,722,100,1,2520,722,385.77,2023-11-05 21:00:00
166.64,2852.82,2879,551,93,1,2328,551,381.98,2023-11-05 22:00:00
152.37,2626.91,2654,682,100,1,1972,682,384.48,2023-11-05 23:00:00
130.33,2231.29,2254,465,100,1,1789,465,381.43,2023-11-06 00:00:00
143.02,2465.59,2493,441,100,1,2052,441,385.38,2023-11-06 01:00:00
137.73,2358.0,2382,513,100,1,1869,513,381.5,2023-11-06 02:00:00
143.52,2474.21,2499,473,100,1,2026,473,385.99,2023-11-06 03:00:00
103.31,1768.66,1786,170,100,1,1616,170,384.04,2023-11-06 04:00:00
111.0,1913.72,1932,148,100,1,1784,148,385.12,2023-11-06 05:00:00
172.29,2949.53,2978,467,100,1,2511,467,380.56,2023-11-06 06:00:00
146.85,2531.61,2557,422,100,1,2135,422,382.14,2023-11-06 07:00:00
150.42,2575.16,2601,879,100,1,1722,879,378.05,2023-11-06 08:00:00
140.97,2430.27,2454,665,100,1,1789,665,381.02,2023-11-06 09:00:00
150.27,2572.6,2598,965,100,1,1633,965,377.41,2023-11-06 10:00:00
160.41,2765.42,2796,734,100,1,2062,734,381.28,2023-11-06 11:00:00
160.9,2754.56,2783,806,100,1,1977,806,378.19,2023-11-06 12:00:00
158.13,2726.22,2757,882,100,1,1875,882,381.55,2023-11-06 13:00:00
160.84,2753.64,2782,813,100,1,1969,813,378.73,2023-11-06 14:00:00
148.73,2564.06,2592,707,100,1,1885,707,383.18,2023-11-06 15:00:00
182.95,3132.1,3164,1173,100,1,1991,1173,379.66,2023-11-06 16:00:00
154.52,2663.91,2692,575,100,1,2117,575,382.02,2023-11-06 17:00:00
136.15,2330.91,2355,364,100,1,1991,364,377.5,2023-11-06 18:00:00
118.67,2045.91,2068,327,100,1,1741,327,379.94,2023-11-06 19:00:00
127.47,2182.28,2202,297,100,1,1905,297,375.64,2023-11-06 20:00:00
122.35,2109.35,2131,235,100,1,1896,235,377.92,2023-11-06 21:00:00
122.46,2096.58,2117,253,100,1,1864,253,374.06,2023-11-06 22:00:00
135.64,2338.52,2363,249,100,1,2114,249,377.1,2023-11-06 23:00:00
136.22,2332.16,2353,284,100,1,2069,284,374.21,2023-11-07 00:00:00
129.9,2239.43,2260,290,100,1,1970,290,378.01,2023-11-07 01:00:00
134.48,2302.32,2323,314,100,1,2009,314,375.63,2023-11-07 02:00:00
138.42,2386.32,2410,372,100,1,2038,372,379.57,2023-11-07 03:00:00
145.61,2492.9,2515,353,100,1,2162,353,376.67,2023-11-07 04:00:00
141.9,2446.34,2471,479,100,1,1992,479,381.31,2023-11-07 05:00:00
149.26,2555.32,2577,644,100,1,1933,644,379.57,2023-11-07 06:00:00
169.77,2926.86,2954,877,100,1,2077,877,384.53,2023-11-07 07:00:00
170.91,2926.01,2952,780,100,1,2172,780,379.66,2023-11-07 08:00:00
169.58,2923.6,2951,1151,95,1,1800,1151,385.23,2023-11-07 09:00:00
171.01,2927.61,2953,1251,100,1,1702,1251,380.33,2023-11-07 10:00:00
160.81,2772.41,2799,817,100,1,1982,817,382.1,2023-11-07 11:00:00
142.87,2445.87,2468,584,100,1,1884,584,376.1,2023-11-07 12:00:00
150.97,2602.76,2627,733,100,1,1894,733,379.54,2023-11-07 13:00:00
147.99,2533.65,2555,722,100,1,1833,722,375.5,2023-11-07 14:00:00
165.05,2845.5,2873,767,100,1,2106,767,380.64,2023-11-07 15:00:00
191.9,3285.27,3315,775,100,1,2540,775,378.13,2023-11-07 16:00:00
198.11,3415.41,3451,809,100,1,2642,809,381.55,2023-11-07 17:00:00
185.4,3173.96,3201,769,100,1,2432,769,376.67,2023-11-07 18:00:00
207.26,3573.22,3609,917,100,1,2692,917,380.44,2023-11-07 19:00:00
165.59,2834.83,2859,692,100,1,2167,692,376.35,2023-11-07 20:00:00
145.37,2506.11,2533,449,100,1,2084,449,381.05,2023-11-07 21:00:00
134.44,2301.62,2323,393,100,1,1930,393,376.48,2023-11-07 22:00:00
132.75,2288.58,2311,404,100,1,1907,404,380.44,2023-11-07 23:00:00
138.9,2377.93,2398,317,100,1,2081,317,376.92,2023-11-08 00:00:00
132.81,2289.72,2314,404,100,1,1910,404,382.32,2023-11-08 01:00:00
137.79,2358.96,2381,392,100,1,1989,392,377.52,2023-11-08 02:00:00
143.74,2478.08,2502,449,100,1,2053,449,381.24,2023-11-08 03:00:00
153.58,2629.35,2656,549,100,1,2107,549,375.99,2023-11-08 04:00:00
168.2,2899.75,2929,665,100,1,2264,665,381.41,2023-11-08 05:00:00
1933.76,33105.96,33417,978,100,1,32439,978,379.46,2023-11-08 06:00:00
1478.76,25493.85,25764,1331,100,1,24433,1331,384.53,2023-11-08 07:00:00
245.32,4199.94,4244,1592,100,1,2652,1592,381.86,2023-11-08 08:00:00
206.03,3551.94,3587,1337,95,1,2250,1337,383.49,2023-11-08 09:00:00
200.9,3439.49,3474,1058,100,1,2416,1058,379.29,2023-11-08 10:00:00
246.36,4247.22,4291,1193,100,1,3098,1193,381.64,2023-11-08 11:00:00
225.92,3867.77,3904,1135,100,1,2769,1135,377.6,2023-11-08 12:00:00
227.89,3928.82,3970,1389,100,1,2581,1389,380.64,2023-11-08 13:00:00
239.12,4093.72,4134,1558,100,1,2576,1558,377.73,2023-11-08 14:00:00
251.82,4341.32,4385,1350,100,1,3035,1350,383.04,2023-11-08 15:00:00
245.56,4204.03,4243,1340,100,1,2903,1340,378.9,2023-11-08 16:00:00
209.52,3612.11,3647,1092,100,1,2555,1092,383.92,2023-11-08 17:00:00
230.31,3942.9,3984,1212,100,1,2772,1212,381.84,2023-11-08 18:00:00
272.74,4702.12,4750,1469,100,1,3281,1469,386.99,2023-11-08 19:00:00
265.83,4551.08,4593,1443,100,1,3150,1443,385.62,2023-11-08 20:00:00
262.66,4528.29,4577,1467,100,1,3110,1467,390.53,2023-11-08 21:00:00
262.57,4495.2,4538,1421,100,1,3117,1421,388.59,2023-11-08 22:00:00
268.82,4634.49,4682,1581,93,1,3101,1581,395.14,2023-11-08 23:00:00
276.22,4728.88,4772,1536,100,1,3236,1536,392.03,2023-11-09 00:00:00
266.6,4596.17,4643,1531,100,1,3112,1531,397.77,2023-11-09 01:00:00
301.78,5166.45,5217,2136,100,1,3081,2136,395.26,2023-11-09 02:00:00
307.89,5308.0,5365,2542,100,1,2823,2542,401.16,2023-11-09 03:00:00
320.55,5487.79,5539,2404,100,1,3135,2404,400.73,2023-11-09 04:00:00
288.44,4972.67,5019,2176,100,1,2843,2176,409.39,2023-11-09 05:00:00
293.77,5029.34,5079,2222,100,1,2857,2222,408.39,2023-11-09 06:00:00
328.85,5669.3,5732,2547,100,1,3185,2547,416.44,2023-11-09 07:00:00
413.76,7083.59,7153,4213,93,1,2940,4213,421.17,2023-11-09 08:00:00
468.62,8078.99,8167,4710,100,1,3457,4710,424.38,2023-11-09 09:00:00
337.04,5770.21,5823,2943,100,1,2880,2943,411.13,2023-11-09 10:00:00
293.79,5064.96,5118,2481,100,1,2637,2481,405.04,2023-11-09 11:00:00
239.37,4098.08,4135,1708,100,1,2427,1708,393.47,2023-11-09 12:00:00
223.53,3853.67,3893,1572,100,1,2321,1572,393.4,2023-11-09 13:00:00
237.18,4060.44,4096,1657,100,1,2439,1657,387.1,2023-11-09 14:00:00
195.37,3368.25,3403,981,100,1,2422,981,389.71,2023-11-09 15:00:00
198.79,3403.34,3437,1092,93,1,2345,1092,385.43,2023-11-09 16:00:00
191.03,3293.43,3328,910,100,1,2418,910,385.9,2023-11-09 17:00:00
152.49,2610.68,2633,635,100,1,1998,635,380.44,2023-11-09 18:00:00
142.0,2448.07,2471,543,100,1,1928,543,381.95,2023-11-09 19:00:00
148.89,2549.04,2573,572,100,1,2001,572,379.64,2023-11-09 20:00:00
150.75,2598.91,2627,651,100,1,1976,651,383.8,2023-11-09 21:00:00
157.43,2695.26,2719,628,100,1,2091,628,380.74,2023-11-09 22:00:00
182.6,3148.0,3178,847,100,1,2331,847,387.95,2023-11-09 23:00:00
242.86,4157.7,4197,1353,100,1,2844,1353,388.08,2023-11-10 00:00:00
220.08,3794.12,3832,1119,100,1,2713,1119,391.76,2023-11-10 01:00:00
220.27,3770.95,3805,912,100,1,2893,912,387.71,2023-11-10 02:00:00
204.62,3527.67,3563,833,100,1,2730,833,389.71,2023-11-10 03:00:00
237.7,4069.5,4106,812,100,1,3294,812,385.09,2023-11-10 04:00:00
172.38,2971.77,2999,635,100,1,2364,635,385.19,2023-11-10 05:00:00
168.69,2887.9,2914,737,100,1,2177,737,380.23,2023-11-10 06:00:00
170.71,2943.1,2973,781,100,1,2192,781,382.03,2023-11-10 07:00:00
191.89,3285.2,3314,997,100,1,2317,997,380.98,2023-11-10 08:00:00
225.88,3894.22,3931,1401,100,1,2530,1401,384.19,2023-11-10 09:00:00
218.69,3743.97,3779,1267,100,1,2512,1267,380.47,2023-11-10 10:00:00
246.5,4249.73,4290,1397,100,1,2893,1397,383.56,2023-11-10 11:00:00
248.35,4251.78,4292,1245,100,1,3047,1245,380.9,2023-11-10 12:00:00
219.27,3780.18,3818,1107,93,1,2711,1107,384.75,2023-11-10 13:00:00
219.57,3759.1,3791,1106,100,1,2685,1106,381.72,2023-11-10 14:00:00
208.32,3591.52,3631,1115,100,1,2516,1115,386.0,2023-11-10 15:00:00
263.19,4505.89,4547,1641,100,1,2906,1641,385.05,2023-11-10 16:00:00
249.73,4305.32,4350,1518,100,1,2832,1518,387.37,2023-11-10 17:00:00
237.51,4066.25,4105,1191,100,1,2914,1191,383.21,2023-11-10 18:00:00
248.06,4276.59,4324,1126,100,1,3198,1126,384.72,2023-11-10 19:00:00
240.87,4123.75,4164,1119,100,1,3045,1119,380.63,2023-11-10 20:00:00
242.89,4187.46,4232,1010,100,1,3222,1010,382.95,2023-11-10 21:00:00
227.21,3889.85,3928,953,100,1,2975,953,378.94,2023-11-10 22:00:00
226.36,3902.4,3940,900,100,1,3040,900,381.56,2023-11-10 23:00:00
208.19,3564.22,3597,771,100,1,2826,771,378.13,2023-11-11 00:00:00
180.39,3109.84,3142,666,100,1,2476,666,380.87,2023-11-11 01:00:00
192.45,3294.66,3326,676,100,1,2650,676,377.94,2023-11-11 02:00:00
183.53,3164.13,3199,701,100,1,2498,701,381.32,2023-11-11 03:00:00
181.04,3099.41,3128,706,100,1,2422,706,378.33,2023-11-11 04:00:00
193.96,3343.88,3378,729,100,1,2649,729,381.59,2023-11-11 05:00:00
200.76,3436.96,3468,881,100,1,2587,881,377.56,2023-11-11 06:00:00
239.96,4136.97,4179,1172,95,1,3007,1172,383.02,2023-11-11 07:00:00
222.53,3809.77,3843,1328,100,1,2515,1328,380.37,2023-11-11 08:00:00
220.33,3798.49,3836,1351,100,1,2485,1351,383.24,2023-11-11 09:00:00
228.85,3917.91,3953,1182,100,1,2771,1182,379.35,2023-11-11 10:00:00
234.2,4037.68,4082,1202,100,1,2880,1202,382.31,2023-11-11 11:00:00
262.11,4487.32,4535,1250,100,1,3285,1250,378.47,2023-11-11 12:00:00
299.21,5158.31,5214,1422,100,1,3792,1422,381.99,2023-11-11 13:00:00
279.9,4791.95,4835,1434,100,1,3401,1434,378.82,2023-11-11 14:00:00
258.24,4452.03,4495,1331,100,1,3164,1331,381.31,2023-11-11 15:00:00
292.86,5013.74,5060,1311,100,1,3749,1311,377.29,2023-11-11 16:00:00
227.56,3923.18,3961,913,100,1,3048,913,379.49,2023-11-11 17:00:00
181.6,3109.02,3139,668,100,1,2471,668,375.31,2023-11-11 18:00:00
174.76,3012.78,3044,761,100,1,2283,761,378.38,2023-11-11 19:00:00
175.07,2997.21,3024,689,100,1,2335,689,375.29,2023-11-11 20:00:00
174.73,3012.26,3044,637,100,1,2407,637,378.39,2023-11-11 21:00:00
190.7,3264.75,3297,843,100,1,2454,843,375.5,2023-11-11 22:00:00
166.77,2875.12,2907,567,100,1,2340,567,378.47,2023-11-11 23:00:00
157.92,2703.52,2730,458,100,1,2272,458,374.87,2023-11-12 00:00:00
148.86,2566.27,2594,546,100,1,2048,546,377.9,2023-11-12 01:00:00
165.95,2841.03,2868,563,93,1,2305,563,376.65,2023-11-12 02:00:00
137.65,2373.0,2400,548,100,1,1852,548,381.71,2023-11-12 03:00:00
145.11,2484.33,2507,548,100,1,1959,548,379.49,2023-11-12 04:00:00
149.67,2580.32,2608,499,100,1,2109,499,383.38,2023-11-12 05:00:00
152.9,2617.67,2643,518,100,1,2125,518,380.41,2023-11-12 06:00:00
170.19,2934.15,2967,635,100,1,2332,635,384.89,2023-11-12 07:00:00
166.5,2850.45,2876,679,100,1,2197,679,380.54,2023-11-12 08:00:00
145.72,2512.26,2538,657,100,1,1881,657,383.65,2023-11-12 09:00:00
155.68,2665.16,2691,617,100,1,2074,617,381.21,2023-11-12 10:00:00
143.31,2470.64,2496,604,100,1,1892,604,385.19,2023-11-12 11:00:00
142.58,2440.99,2465,616,100,1,1849,616,383.03,2023-11-12 12:00:00
142.21,2451.71,2477,610,100,1,1867,610,385.41,2023-11-12 13:00:00
138.15,2365.21,2388,638,100,1,1750,638,384.59,2023-11-12 14:00:00
150.85,2600.58,2626,801,100,1,1825,801,386.98,2023-11-12 15:00:00
153.25,2623.7,2652,582,100,1,2070,582,382.37,2023-11-12 16:00:00
136.97,2361.38,2387,528,100,1,1859,528,384.21,2023-11-12 17:00:00
147.07,2517.86,2546,573,100,1,1973,573,380.86,2023-11-12 18:00:00
129.53,2233.17,2259,544,100,1,1715,544,382.75,2023-11-12 19:00:00
127.34,2180.13,2203,477,100,1,1726,477,378.04,2023-11-12 20:00:00
120.36,2074.96,2100,321,100,1,1779,321,380.33,2023-11-12 21:00:00
130.53,2234.65,2258,287,100,1,1971,287,376.8,2023-11-12 22:00:00
118.75,2047.2,2069,266,100,1,1803,266,380.82,2023-11-12 23:00:00
113.68,1946.19,1967,176,100,1,1791,176,378.15,2023-11-13 00:00:00
101.64,1752.33,1771,119,100,1,1652,119,382.0,2023-11-13 01:00:00
95.45,1634.08,1650,137,100,1,1513,137,379.16,2023-11-13 02:00:00
104.15,1795.56,1816,202,100,1,1614,202,382.25,2023-11-13 03:00:00
110.4,1890.07,1909,199,100,1,1710,199,379.68,2023-11-13 04:00:00
113.47,1956.3,1978,329,100,1,1649,329,384.52,2023-11-13 05:00:00
128.26,2195.81,2217,454,100,1,1763,454,382.5,2023-11-13 06:00:00
125.2,2158.41,2181,444,100,1,1737,444,383.87,2023-11-13 07:00:00
134.63,2304.9,2326,482,100,1,1844,482,380.77,2023-11-13 08:00:00
121.28,2090.86,2113,527,100,1,1586,527,384.89,2023-11-13 09:00:00
128.3,2196.44,2218,433,100,1,1785,433,380.95,2023-11-13 10:00:00
135.75,2340.34,2364,448,100,1,1916,448,383.46,2023-11-13 11:00:00
143.69,2460.04,2483,443,100,1,2040,443,378.49,2023-11-13 12:00:00
135.93,2343.5,2367,511,100,1,1856,511,381.65,2023-11-13 13:00:00
147.28,2521.46,2547,501,100,1,2046,501,376.54,2023-11-13 14:00:00
145.59,2509.94,2534,553,100,1,1981,553,382.78,2023-11-13 15:00:00
186.67,3195.72,3224,694,100,1,2530,694,378.52,2023-11-13 16:00:00
158.92,2739.78,2768,477,100,1,2291,477,382.0,2023-11-13 17:00:00
138.85,2377.13,2401,433,93,1,1968,433,378.03,2023-11-13 18:00:00
138.81,2393.02,2416,389,100,1,2027,389,381.78,2023-11-13 19:00:00
139.98,2396.39,2419,506,100,1,1913,506,377.83,2023-11-13 20:00:00
130.58,2251.28,2273,347,100,1,1926,347,381.69,2023-11-13 21:00:00
124.25,2127.22,2149,235,100,1,1914,235,376.51,2023-11-13 22:00:00
110.32,1901.94,1922,208,100,1,1714,208,381.75,2023-11-13 23:00:00
106.97,1831.25,1848,157,100,1,1691,157,379.39,2023-11-14 00:00:00
95.1,1639.5,1656,137,100,1,1519,137,382.13,2023-11-14 01:00:00
109.31,1871.47,1888,151,100,1,1737,151,376.79,2023-11-14 02:00:00
108.44,1869.56,1887,145,100,1,1742,145,380.28,2023-11-14 03:00:00
116.78,1999.29,2016,266,100,1,1750,266,377.0,2023-11-14 04:00:00
121.75,2098.96,2121,408,100,1,1713,408,380.77,2023-11-14 05:00:00
129.2,2211.97,2234,498,100,1,1736,498,377.57,2023-11-14 06:00:00
139.58,2406.27,2428,675,100,1,1753,675,382.02,2023-11-14 07:00:00
155.32,2659.05,2685,822,100,1,1863,822,378.93,2023-11-14 08:00:00
163.13,2812.35,2839,961,100,1,1878,961,383.33,2023-11-14 09:00:00
165.6,2835.02,2860,802,100,1,2058,802,376.75,2023-11-14 10:00:00
151.87,2618.21,2643,622,100,1,2021,622,373.54,2023-11-14 11:00:00
175.82,3010.12,3041,722,100,1,2319,722,383.36,2023-11-14 12:00:00
145.16,2502.47,2528,613,100,1,1915,613,383.49,2023-11-14 13:00:00
166.05,2842.75,2869,785,100,1,2084,785,378.77,2023-11-14 14:00:00
182.33,3143.42,3175,756,100,1,2419,756,383.44,2023-11-14 15:00:00
278.72,4771.64,4814,785,100,1,4029,785,374.49,2023-11-14 16:00:00
173.69,2994.34,3019,704,100,1,2315,704,381.99,2023-11-14 17:00:00
171.2,2930.92,2959,696,100,1,2263,696,378.94,2023-11-14 18:00:00
180.07,3104.48,3137,601,100,1,2536,601,381.53,2023-11-14 19:00:00
170.84,2924.74,2953,549,100,1,2404,549,377.84,2023-11-14 20:00:00
153.9,2653.19,2681,515,100,1,2166,515,380.72,2023-11-14 21:00:00
151.4,2592.03,2616,448,100,1,2168,448,376.44,2023-11-14 22:00:00
172.27,2969.98,2999,537,100,1,2462,537,379.54,2023-11-14 23:00:00
182.25,3120.12,3152,561,100,1,2591,561,376.54,2023-11-15 00:00:00
