Date;Time;Type;D/N;Pump Run Time Total(h:m);Time of Measurement(h:m);Motorspeed(%);Actual(m3/h);Actual(Nm3/h);Actual(m3);Actual(Nm3);Filter Press.(hPa);Air Pressure(hPa);Outdoor Temp.('C);Filter Temp.('C);Chamber Temp.('C);Temperature orifice('C);Rel.Humidity(%);Magazine Position;Measuring Typ;Sample ID;Max. Planned Pos.;Event;Error
01.10.2023 09:30:00;PNS 18T DM-6.1;10704;13706:00;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;987,0;12,4;34,7;19,9;25,2;85,7;1;Time;;;;
01.10.2023 10:30:00;PNS 18T DM-6.1;10704;13707:00;1:00;37,2; 2,29; 2,14;   2,295;   2,142;65,2;987,0;12,2;28,9;20,7;24,9;88,9;1;Time;;;;;
01.10.2023 11:30:00;PNS 18T DM-6.1;10704;13708:00;2:00;37,6; 2,30; 2,15;   4,592;   4,288;65,7;987,0;12,0;29,0;20,7;25,6;91,2;1;Time;;;;;
01.10.2023 12:30:00;PNS 18T DM-6.1;10704;13709:00;3:00;37,5; 2,30; 2,14;   6,890;   6,429;65,4;987,0;12,9;29,9;20,7;26,0;85,2;1;Time;;;;;
01.10.2023 13:30:00;PNS 18T DM-6.1;10704;13710:00;4:00;37,5; 2,30; 2,13;   9,188;   8,560;65,1;988,0;14,3;31,1;20,7;26,6;74,6;1;Time;;;;;
01.10.2023 14:30:00;PNS 18T DM-6.1;10704;13711:00;5:00;37,6; 2,30; 2,12;  11,485;  10,681;65,4;988,0;15,7;31,8;20,7;27,1;66,0;1;Time;;;;;
01.10.2023 15:30:00;PNS 18T DM-6.1;10704;13712:00;6:00;37,7; 2,30; 2,13;  13,783;  12,808;65,6;988,0;15,0;31,9;20,7;27,4;65,5;1;Time;;;;;
01.10.2023 16:30:00;PNS 18T DM-6.1;10704;13713:00;7:00;37,7; 2,30; 2,13;  16,081;  14,939;65,3;988,0;14,4;31,7;20,6;27,3;62,7;1;Time;;;;;
01.10.2023 17:30:00;PNS 18T DM-6.1;10704;13714:00;8:00;37,8; 2,30; 2,14;  18,379;  17,075;65,6;988,0;13,8;31,2;20,7;27,2;67,3;1;Time;;;;;
01.10.2023 18:30:00;PNS 18T DM-6.1;10704;13715:00;9:00;37,9; 2,30; 2,14;  20,676;  19,215;65,9;988,0;13,3;30,9;20,7;27,0;70,1;1;Time;;;;;
01.10.2023 19:30:00;PNS 18T DM-6.1;10704;13716:00;10:00;38,0; 2,30; 2,14;  22,974;  21,359;65,6;989,0;12,8;30,7;20,6;26,8;70,7;1;Time;;;;;
01.10.2023 20:30:00;PNS 18T DM-6.1;10704;13717:00;11:00;38,1; 2,30; 2,15;  25,272;  23,507;65,9;989,0;12,2;30,2;20,7;26,6;69,9;1;Time;;;;;
01.10.2023 21:30:00;PNS 18T DM-6.1;10704;13718:00;12:00;38,0; 2,30; 2,15;  27,569;  25,660;65,9;989,0;11,6;29,9;20,6;26,3;71,2;1;Time;;;;;
01.10.2023 22:30:00;PNS 18T DM-6.1;10704;13719:00;13:00;38,0; 2,30; 2,16;  29,867;  27,816;65,4;989,0;11,3;29,8;20,7;26,2;74,4;1;Time;;;;;
01.10.2023 23:30:00;PNS 18T DM-6.1;10704;13720:00;14:00;38,1; 2,30; 2,16;  32,165;  29,973;65,7;989,0;11,1;29,7;20,7;26,1;76,7;1;Time;;;;;
02.10.2023 00:30:00;PNS 18T DM-6.1;10704;13721:00;15:00;38,1; 2,30; 2,16;  34,462;  32,133;65,7;988,0;10,6;29,5;20,7;25,9;79,8;1;Time;;;;;
02.10.2023 01:30:00;PNS 18T DM-6.1;10704;13722:00;16:00;38,1; 2,30; 2,16;  36,760;  34,296;66,0;988,0;10,1;29,3;20,6;25,8;82,9;1;Time;;;;;
02.10.2023 02:30:00;PNS 18T DM-6.1;10704;13723:00;17:00;38,2; 2,30; 2,17;  39,058;  36,462;66,0;988,0; 9,7;29,2;20,7;25,7;85,3;1;Time;;;;;
02.10.2023 03:30:00;PNS 18T DM-6.1;10704;13724:00;18:00;38,3; 2,30; 2,17;  41,355;  38,630;66,0;988,0; 9,5;29,0;20,7;25,5;86,7;1;Time;;;;;
02.10.2023 04:30:00;PNS 18T DM-6.1;10704;13725:00;19:00;38,3; 2,30; 2,17;  43,653;  40,800;65,7;988,0; 9,4;29,0;20,6;25,4;88,0;1;Time;;;;;
02.10.2023 05:30:00;PNS 18T DM-6.1;10704;13726:00;20:00;38,4; 2,30; 2,17;  45,951;  42,973;65,7;988,0; 8,9;29,1;20,7;25,4;89,9;1;Time;;;;;
02.10.2023 06:30:00;PNS 18T DM-6.1;10704;13727:00;21:00;38,4; 2,30; 2,18;  48,248;  45,153;66,3;989,0; 8,1;29,0;20,6;25,2;91,5;1;Time;;;;;
02.10.2023 07:30:00;PNS 18T DM-6.1;10704;13728:00;22:00;38,5; 2,30; 2,18;  50,546;  47,334;66,6;989,0; 8,0;28,9;20,6;25,1;93,1;1;Time;;;;;
