Date;Time;Type;D/N;Pump Run Time Total(h:m);Time of Measurement(h:m);Motorspeed(%);Actual(m3/h);Actual(Nm3/h);Actual(m3);Actual(Nm3);Filter Press.(hPa);Air Pressure(hPa);Outdoor Temp.('C);Filter Temp.('C);Chamber Temp.('C);Temperature orifice('C);Rel.Humidity(%);Magazine Position;Measuring Typ;Sample ID;Max. Planned Pos.;Event;Error
01.07.2023 00:30:00;PNS 18T DM-6.1;10704;13004:01;15:00;37,7; 2,30; 2,10;  34,463;  31,396;65,4;972,0;13,9;23,0;20,7;25,9;94,3;1;Time;;;;;
01.07.2023 01:30:00;PNS 18T DM-6.1;10704;13005:01;16:00;37,7; 2,30; 2,10;  36,761;  33,498;66,2;972,0;13,6;23,1;20,7;25,9;92,0;1;Time;;;;;
01.07.2023 02:30:00;PNS 18T DM-6.1;10704;13006:01;17:00;37,6; 2,30; 2,10;  39,058;  35,599;65,1;971,0;13,7;23,0;20,7;25,8;91,3;1;Time;;;;;
01.07.2023 03:30:00;PNS 18T DM-6.1;10704;13007:01;18:00;37,8; 2,30; 2,10;  41,356;  37,696;65,4;971,0;14,0;23,1;20,7;25,9;93,3;1;Time;;;;;
01.07.2023 04:30:00;PNS 18T DM-6.1;10704;13008:01;19:00;37,7; 2,30; 2,10;  43,654;  39,793;65,7;971,0;14,1;23,2;20,7;25,9;94,5;1;Time;;;;;
01.07.2023 05:30:00;PNS 18T DM-6.1;10704;13009:01;20:00;37,7; 2,30; 2,09;  45,952;  41,919;65,1;971,0;14,3;23,2;20,7;25,9;94,7;1;Time;;;;;
01.07.2023 06:30:00;PNS 18T DM-6.1;10704;13010:01;21:00;37,6; 2,30; 2,09;  48,249;  44,012;65,1;971,0;14,7;23,4;20,7;25,9;94,2;1;Time;;;;;
01.07.2023 07:30:00;PNS 18T DM-6.1;10704;13011:01;22:00;37,3; 2,30; 2,08;  50,547;  46,092;66,2;971,0;16,3;24,1;20,6;26,1;89,4;1;Time;;;;;
01.07.2023 08:30:00;PNS 18T DM-6.1;10704;13012:01;23:00;37,3; 2,30; 2,08;  52,845;  48,171;65,7;971,0;16,7;24,4;20,7;26,2;86,7;1;Time;;;;;
01.07.2023 09:30:00;PNS 18T DM-6.1;10704;13013:01;24:00;37,1; 2,30; 2,07;  55,143;  50,238;65,4;972,0;18,2;24,8;20,7;26,3;79,9;1;Time;;;;;
01.07.2023 09:30:03;PNS 18T DM-6.1;10704;13013:01;24:00;37,1; 2,30; 2,06;  55,145;  50,240;66,5;972,0;18,9;25,1;21,1;26,4;75,6;1;Time;;;end;;
01.07.2023 09:30:25;PNS 18T DM-6.1;10704;13013:01;24:00;37,1; 2,30; 2,09;  55,145;  50,240;65,1;973,0;15,2;23,6;20,7;26,0;89,3;1;Time;;;average values;;
02.07.2023 19:52:30;PNS 18T DM-6.1;10704;13013:01;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;977,0;22,0;25,1;21,1;23,8;45,6;1;Time;;;start of measurement;;
03.07.2023 09:30:00;PNS 18T DM-6.1;10704;13013:01;0:00; 0,0; 0,00; 0,00;   0,000;   0,000; 0,0;980,0;21,4;26,8;20,0;23,0;57,0;1;Time;;;;
03.07.2023 10:30:00;PNS 18T DM-6.1;10704;13014:01;1:00;35,6; 2,29; 2,06;   2,295;   2,061;63,7;980,0;21,3;24,3;20,6;24,5;55,5;1;Time;;;;;
03.07.2023 11:30:00;PNS 18T DM-6.1;10704;13015:01;2:00;36,0; 2,30; 2,06;   4,593;   4,119;63,1;981,0;22,3;25,1;20,7;25,6;46,9;1;Time;;;;;
03.07.2023 12:30:00;PNS 18T DM-6.1;10704;13016:01;3:00;36,1; 2,30; 2,06;   6,890;   6,174;63,4;981,0;22,9;25,7;20,6;26,2;44,4;1;Time;;;;;
03.07.2023 13:30:00;PNS 18T DM-6.1;10704;13017:01;4:00;36,3; 2,30; 2,06;   9,188;   8,231;63,3;982,0;22,9;26,1;20,6;26,6;43,5;1;Time;;;;;
03.07.2023 14:30:00;PNS 18T DM-6.1;10704;13018:01;5:00;36,4; 2,30; 2,06;  11,486;  10,289;63,6;983,0;23,0;26,3;20,7;26,9;41,3;1;Time;;;;;
03.07.2023 15:30:00;PNS 18T DM-6.1;10704;13019:01;6:00;36,3; 2,30; 2,05;  13,783;  12,343;63,0;983,0;23,5;26,5;20,6;27,1;39,6;1;Time;;;;;
03.07.2023 16:30:00;PNS 18T DM-6.1;10704;13020:01;7:00;36,2; 2,30; 2,05;  16,081;  14,398;63,3;983,0;23,6;26,6;20,6;27,2;38,9;1;Time;;;;;
03.07.2023 17:30:00;PNS 18T DM-6.1;10704;13021:01;8:00;36,3; 2,30; 2,05;  18,379;  16,452;63,3;983,0;23,7;26,7;20,7;27,3;37,6;1;Time;;;;;
03.07.2023 18:30:00;PNS 18T DM-6.1;10704;13022:01;9:00;36,3; 2,30; 2,06;  20,676;  18,508;63,9;984,0;23,7;26,7;20,7;27,3;36,7;1;Time;;;;;
03.07.2023 19:30:00;PNS 18T DM-6.1;10704;13023:01;10:00;36,4; 2,30; 2,06;  22,974;  20,568;64,2;984,0;23,2;26,6;20,6;27,3;36,5;1;Time;;;;;
03.07.2023 20:30:00;PNS 18T DM-6.1;10704;13024:01;11:00;36,5; 2,30; 2,07;  25,272;  22,638;63,3;985,0;21,9;25,6;20,7;26,9;40,1;1;Time;;;;;
03.07.2023 21:30:00;PNS 18T DM-6.1;10704;13025:01;12:00;36,5; 2,30; 2,08;  27,570;  24,719;63,1;986,0;20,6;24,7;20,6;26,4;42,0;1;Time;;;;;
03.07.2023 22:30:00;PNS 18T DM-6.1;10704;13026:01;13:00;36,8; 2,30; 2,09;  29,867;  26,841;63,0;986,0;19,4;24,0;20,6;26,1;46,0;1;Time;;;;;
03.07.2023 23:30:00;PNS 18T DM-6.1;10704;13027:01;14:00;36,9; 2,30; 2,10;  32,165;  28,942;63,3;987,0;18,2;23,5;20,7;25,9;50,7;1;Time;;;;;
04.07.2023 00:30:00;PNS 18T DM-6.1;10704;13028:01;15:00;36,8; 2,30; 2,10;  34,463;  31,046;63,9;988,0;18,0;23,4;20,6;25,9;52,1;1;Time;;;;;
04.07.2023 01:30:00;PNS 18T DM-6.1;10704;13029:01;16:00;37,0; 2,30; 2,10;  36,760;  33,150;64,5;988,0;18,0;23,5;20,7;25,9;51,8;1;Time;;;;;
04.07.2023 02:30:00;PNS 18T DM-6.1;10704;13030:01;17:00;37,1; 2,30; 2,12;  39,058;  35,266;63,9;988,0;16,5;23,1;20,7;25,8;57,0;1;Time;;;;;
04.07.2023 03:30:00;PNS 18T DM-6.1;10704;13031:01;18:00;37,2; 2,30; 2,12;  41,356;  37,386;64,4;989,0;16,1;22,8;20,7;25,7;58,4;1;Time;;;;;
04.07.2023 04:30:00;PNS 18T DM-6.1;10704;13032:01;19:00;37,2; 2,30; 2,13;  43,654;  39,510;64,7;989,0;15,7;22,8;20,6;25,7;59,9;1;Time;;;;;
